,driverId,raceId,round,circuitId,year,date,races_name,quali_position,grid,results_position,positionText,positionOrder,results_points,results_laps,statusId,status,fastestLap,rank,race_ms,results_fastestlaptime,fastestLapSpeed,dstnd_points,dstnd_position,wins,dob_formatted,nationality
321284,830,1009.0,21.0,24.0,2018.0,2018-11-25,Abu Dhabi Grand Prix,6,6.0,3,3,3.0,15,55.0,1.0,Finished,51,6,5993088,01:41.9,196.198,249,4,2.0,1997,Dutch
321350,830,1014.0,5.0,4.0,2019.0,2019-05-12,Spanish Grand Prix,4,4.0,3,3,3.0,15,66.0,1.0,Finished,57,3,5758122,01:19.8,210.081,66,3,0.0,1997,Dutch
321388,20,1082.0,9.0,7.0,2022.0,2022-06-19,Canadian Grand Prix,17,16.0,12,12,12.0,0,70.0,1.0,Finished,63,15,5826002,01:18.0,201.39,13,14,0.0,1987,German
321424,830,1015.0,6.0,6.0,2019.0,2019-05-26,Monaco Grand Prix,3,3.0,4,4,4.0,12,78.0,1.0,Finished,9,7,6213974,01:16.2,157.593,78,4,0.0,1997,Dutch
321562,20,1083.0,10.0,9.0,2022.0,2022-07-03,British Grand Prix,18,18.0,9,9,9.0,2,52.0,1.0,Finished,52,10,8292667,01:32.5,229.343,15,13,0.0,1987,German
321624,824,903.0,4.0,17.0,2014.0,2014-04-20,Chinese Grand Prix,19,19.0,17,17,17.0,0,53.0,11.0,+1 Lap,36,21,,01:44.8,187.203,0,22,0.0,1989,French
321638,824,904.0,5.0,4.0,2014.0,2014-05-11,Spanish Grand Prix,19,18.0,18,18,18.0,0,64.0,12.0,>+1 Laps,46,20,,01:31.8,182.58,0,22,0.0,1989,French
321709,824,905.0,6.0,6.0,2014.0,2014-05-25,Monaco Grand Prix,19,21.0,9,9,9.0,2,77.0,11.0,+1 Lap,42,16,,01:21.3,147.98,2,16,0.0,1989,French
321789,824,907.0,8.0,70.0,2014.0,2014-06-22,Austrian Grand Prix,19,18.0,15,15,15.0,0,69.0,12.0,>+1 Laps,65,19,,01:14.5,209.108,2,16,0.0,1989,French
321858,20,1084.0,11.0,70.0,2022.0,2022-07-10,Austrian Grand Prix,20,18.0,17,17,17.0,0,70.0,11.0,+1 Lap,62,15,,01:10.0,222.065,15,14,0.0,1987,German
321948,20,1085.0,12.0,34.0,2022.0,2022-07-24,French Grand Prix,14,12.0,11,11,11.0,0,53.0,1.0,Finished,43,12,5466606,01:39.0,212.341,15,14,0.0,1987,German
322049,830,1016.0,7.0,7.0,2019.0,2019-06-09,Canadian Grand Prix,11,9.0,5,5,5.0,10,70.0,1.0,Finished,67,3,5404739,01:14.8,209.98,88,4,0.0,1997,Dutch
322108,20,1086.0,13.0,11.0,2022.0,2022-07-31,Hungarian Grand Prix,18,18.0,10,10,10.0,1,69.0,11.0,+1 Lap,51,10,,01:22.8,190.423,16,14,0.0,1987,German
322138,830,1037.0,7.0,13.0,2020.0,2020-08-30,Belgian Grand Prix,3,3.0,3,3,3.0,15,44.0,1.0,Finished,27,8,5064216,01:48.3,232.809,110,2,1.0,1997,Dutch
322198,830,1038.0,8.0,14.0,2020.0,2020-09-06,Italian Grand Prix,5,5.0,,R,17.0,0,30.0,131.0,Mechanical,10,17,,01:25.5,243.804,110,3,1.0,1997,Dutch
322240,830,1040.0,10.0,71.0,2020.0,2020-09-27,Russian Grand Prix,2,2.0,2,2,2.0,18,53.0,1.0,Finished,53,3,5648093,01:37.3,216.298,128,3,1.0,1997,Dutch
322279,830,1041.0,11.0,20.0,2020.0,2020-10-11,Eifel Grand Prix,3,3.0,2,2,2.0,19,60.0,1.0,Finished,60,1,5754111,01:28.1,210.267,147,3,1.0,1997,Dutch
322344,830,1042.0,12.0,75.0,2020.0,2020-10-25,Portuguese Grand Prix,3,3.0,3,3,3.0,15,66.0,1.0,Finished,62,4,5431336,01:19.9,209.767,162,3,1.0,1997,Dutch
322399,830,1043.0,13.0,21.0,2020.0,2020-11-01,Emilia Romagna Grand Prix,3,3.0,,R,17.0,0,50.0,29.0,Mechanical,44,5,,01:17.6,227.628,162,3,1.0,1997,Dutch
322468,830,1052.0,1.0,3.0,2021.0,2021-03-28,Bahrain Grand Prix,1,1.0,2,2,2.0,18,56.0,1.0,Finished,41,2,5524642,01:33.2,208.984,18,2,0.0,1997,Dutch
322537,830,1054.0,3.0,75.0,2021.0,2021-05-02,Portuguese Grand Prix,3,3.0,2,2,2.0,18,66.0,1.0,Finished,62,3,5700569,01:20.7,207.581,61,2,1.0,1997,Dutch
322613,830,1056.0,5.0,6.0,2021.0,2021-05-23,Monaco Grand Prix,2,2.0,1,1,1.0,25,78.0,1.0,Finished,58,6,5936820,01:14.6,160.929,105,1,2.0,1997,Dutch
322687,830,1078.0,5.0,79.0,2022.0,2022-05-08,Miami Grand Prix,3,3.0,1,1,1.0,26,57.0,1.0,Finished,54,1,5664258,01:31.4,213.255,85,2,3.0,1997,Dutch
322693,20,1087.0,14.0,13.0,2022.0,2022-08-28,Belgian Grand Prix,16,10.0,8,8,8.0,4,44.0,1.0,Finished,40,11,5231001,01:52.5,224.098,20,12,0.0,1987,German
322747,21,1.0,1.0,1.0,2009.0,2009-03-29,Australian Grand Prix,18,15.0,11,11,11.0,0,58.0,1.0,Finished,51,12,5663158,01:29.0,214.491,0,11,0.0,1973,Italian
322808,824,909.0,10.0,10.0,2014.0,2014-07-20,German Grand Prix,18,17.0,15,15,15.0,0,66.0,11.0,+1 Lap,57,16,,01:22.5,199.539,2,16,0.0,1989,French
322828,830,1059.0,7.0,34.0,2021.0,2021-06-20,French Grand Prix,1,1.0,1,1,1.0,26,53.0,1.0,Finished,35,1,5245770,01:36.4,218.156,131,1,3.0,1997,Dutch
322859,823,884.0,5.0,4.0,2013.0,2013-05-12,Spanish Grand Prix,19,18.0,21,21,21.0,0,21.0,36.0,Mechanical,11,21,,01:30.6,184.973,0,21,0.0,1985,Dutch
322903,21,2.0,2.0,2.0,2009.0,2009-04-05,Malaysian Grand Prix,18,18.0,18,18,18.0,0,29.0,20.0,Accident,16,17,,01:39.4,200.738,0,14,0.0,1973,Italian
322938,21,3.0,3.0,17.0,2009.0,2009-04-19,Chinese Grand Prix,20,20.0,14,14,14.0,0,55.0,11.0,+1 Lap,37,18,,01:56.2,168.821,0,17,0.0,1973,Italian
323081,824,912.0,13.0,14.0,2014.0,2014-09-07,Italian Grand Prix,20,19.0,18,18,18.0,0,52.0,11.0,+1 Lap,51,20,,01:30.5,230.386,2,16,0.0,1989,French
323118,824,914.0,15.0,22.0,2014.0,2014-10-05,Japanese Grand Prix,20,18.0,20,20,20.0,0,41.0,3.0,Accident,27,20,,01:56.0,180.24,2,16,0.0,1989,French
323160,21,4.0,4.0,3.0,2009.0,2009-04-26,Bahrain Grand Prix,18,17.0,15,15,15.0,0,56.0,11.0,+1 Lap,9,19,,01:36.4,202.158,0,18,0.0,1973,Italian
323162,825,900.0,1.0,1.0,2014.0,2014-03-16,Australian Grand Prix,4,4.0,2,2,2.0,18,57.0,1.0,Finished,49,6,5605487,01:33.1,205.131,18,2,0.0,1992,Danish
323249,825,901.0,2.0,2.0,2014.0,2014-03-30,Malaysian Grand Prix,8,8.0,9,9,9.0,2,55.0,11.0,+1 Lap,44,8,,01:45.4,189.372,20,5,0.0,1992,Danish
323304,825,902.0,3.0,3.0,2014.0,2014-04-06,Bahrain Grand Prix,9,8.0,,R,18.0,0,40.0,8.0,Mechanical,40,14,,01:40.1,194.621,20,7,0.0,1992,Danish
323344,825,903.0,4.0,17.0,2014.0,2014-04-20,Chinese Grand Prix,15,15.0,13,13,13.0,0,53.0,11.0,+1 Lap,33,12,,01:42.7,191.075,20,9,0.0,1992,Danish
323407,825,904.0,5.0,4.0,2014.0,2014-05-11,Spanish Grand Prix,15,14.0,12,12,12.0,0,65.0,11.0,+1 Lap,43,7,,01:30.3,185.544,20,9,0.0,1992,Danish
323448,825,905.0,6.0,6.0,2014.0,2014-05-25,Monaco Grand Prix,8,8.0,10,10,10.0,1,77.0,11.0,+1 Lap,75,8,,01:20.7,149.075,21,9,0.0,1992,Danish
323537,825,908.0,9.0,9.0,2014.0,2014-07-06,British Grand Prix,5,5.0,7,7,7.0,6,52.0,1.0,Finished,32,10,8874657,01:38.7,214.919,35,9,0.0,1992,Danish
323717,825,915.0,16.0,71.0,2014.0,2014-10-12,Russian Grand Prix,6,11.0,5,5,5.0,10,53.0,1.0,Finished,44,14,5564360,01:43.1,204.245,49,10,0.0,1992,Danish
323765,825,916.0,17.0,69.0,2014.0,2014-11-02,United States Grand Prix,8,7.0,8,8,8.0,4,56.0,1.0,Finished,29,14,6105467,01:44.3,190.309,53,10,0.0,1992,Danish
323829,825,917.0,18.0,18.0,2014.0,2014-11-09,Brazilian Grand Prix,7,7.0,9,9,9.0,2,71.0,1.0,Finished,62,11,5472640,01:14.5,208.097,55,10,0.0,1992,Danish
323915,21,5.0,5.0,4.0,2009.0,2009-05-10,Spanish Grand Prix,20,20.0,14,14,14.0,0,65.0,11.0,+1 Lap,63,8,,01:23.8,199.985,0,19,0.0,1973,Italian
323917,825,918.0,19.0,24.0,2014.0,2014-11-23,Abu Dhabi Grand Prix,9,9.0,11,11,11.0,0,55.0,1.0,Finished,37,10,6032995,01:46.8,187.171,55,11,0.0,1992,Danish
323992,830,1079.0,6.0,4.0,2022.0,2022-05-22,Spanish Grand Prix,2,2.0,1,1,1.0,25,66.0,1.0,Finished,46,4,5840475,01:25.5,196.943,110,1,4.0,1997,Dutch
324050,830,1089.0,16.0,14.0,2022.0,2022-09-11,Italian Grand Prix,2,7.0,1,1,1.0,25,53.0,1.0,Finished,38,6,4827511,01:24.7,246.088,335,1,11.0,1997,Dutch
324126,830,1091.0,17.0,15.0,2022.0,2022-10-02,Singapore Grand Prix,8,8.0,7,7,7.0,6,59.0,1.0,Finished,52,5,7399063,01:49.1,167,341,1,11.0,1997,Dutch
324163,21,6.0,6.0,6.0,2009.0,2009-05-24,Monaco Grand Prix,13,13.0,9,9,9.0,0,78.0,1.0,Finished,74,16,6109322,01:16.4,157.343,0,16,0.0,1973,Italian
324200,830,1092.0,18.0,22.0,2022.0,2022-10-09,Japanese Grand Prix,1,1.0,1,1,1.0,25,28.0,1.0,Finished,10,4,10904004,01:44.9,199.266,366,1,12.0,1997,Dutch
324234,830,1093.0,19.0,69.0,2022.0,2022-10-23,United States Grand Prix,3,2.0,1,1,1.0,25,56.0,1.0,Finished,37,2,6131687,01:39.5,199.383,391,1,13.0,1997,Dutch
324290,830,1094.0,20.0,32.0,2022.0,2022-10-30,Mexico City Grand Prix,1,1.0,1,1,1.0,25,71.0,1.0,Finished,36,4,5916729,01:22.0,188.85,416,1,14.0,1997,Dutch
324364,830,1095.0,21.0,18.0,2022.0,2022-11-13,Brazilian Grand Prix,2,3.0,6,6,6.0,8,71.0,1.0,Finished,64,5,5924100,01:14.2,209.076,429,1,14.0,1997,Dutch
324419,830,1096.0,22.0,24.0,2022.0,2022-11-20,Abu Dhabi Grand Prix,1,1.0,1,1,1.0,25,58.0,1.0,Finished,54,6,5265914,01:29.4,212.676,454,1,15.0,1997,Dutch
324519,831,933.0,8.0,70.0,2015.0,2015-06-21,Austrian Grand Prix,9,8.0,11,11,11.0,0,70.0,11.0,+1 Lap,57,14,,01:13.0,213.19,16,11,0.0,1992,Brazilian
324554,831,936.0,10.0,11.0,2015.0,2015-07-26,Hungarian Grand Prix,18,18.0,11,11,11.0,0,69.0,1.0,Finished,51,15,6443443,01:28.3,178.678,16,12,0.0,1992,Brazilian
324573,831,932.0,7.0,7.0,2015.0,2015-06-07,Canadian Grand Prix,15,14.0,16,16,16.0,0,68.0,12.0,>+1 Laps,47,17,,01:19.1,198.507,16,10,0.0,1992,Brazilian
324641,831,937.0,11.0,13.0,2015.0,2015-08-23,Belgian Grand Prix,16,14.0,11,11,11.0,0,43.0,1.0,Finished,29,6,5122698,01:54.0,221.196,16,13,0.0,1992,Brazilian
324711,831,938.0,12.0,14.0,2015.0,2015-09-06,Italian Grand Prix,12,17.0,13,13,13.0,0,52.0,11.0,+1 Lap,51,13,,01:28.7,235.24,16,13,0.0,1992,Brazilian
324719,825,953.0,6.0,6.0,2016.0,2016-05-29,Monaco Grand Prix,16,16.0,,R,19.0,0,32.0,31.0,Mechanical,27,19,,01:29.8,133.774,6,15,0.0,1992,Danish
324761,831,939.0,13.0,15.0,2015.0,2015-09-20,Singapore Grand Prix,16,16.0,10,10,10.0,1,61.0,1.0,Finished,36,15,7372163,01:52.6,161.984,17,13,0.0,1992,Brazilian
324803,831,940.0,14.0,22.0,2015.0,2015-09-27,Japanese Grand Prix,18,16.0,,R,20.0,0,49.0,31.0,Mechanical,39,17,,01:40.1,208.868,17,13,0.0,1992,Brazilian
324857,831,941.0,15.0,71.0,2015.0,2015-10-11,Russian Grand Prix,12,12.0,6,6,6.0,8,53.0,1.0,Finished,52,6,5887532,01:41.4,207.678,25,13,0.0,1992,Brazilian
324918,831,942.0,16.0,69.0,2015.0,2015-10-25,United States Grand Prix,17,15.0,9,9,9.0,2,56.0,1.0,Finished,54,12,6692960,01:44.4,190.09,27,13,0.0,1992,Brazilian
324953,21,7.0,7.0,5.0,2009.0,2009-06-07,Turkish Grand Prix,19,19.0,,R,20.0,0,4.0,23.0,Mechanical,3,20,,01:34.1,204.281,0,17,0.0,1973,Italian
324981,831,943.0,17.0,32.0,2015.0,2015-11-01,Mexican Grand Prix,17,15.0,,R,17.0,0,57.0,23.0,Mechanical,48,16,,01:23.4,185.895,27,13,0.0,1992,Brazilian
324992,21,8.0,8.0,9.0,2009.0,2009-06-21,British Grand Prix,16,16.0,10,10,10.0,0,60.0,1.0,Finished,20,10,5040850,01:21.8,226.226,0,17,0.0,1973,Italian
325044,831,944.0,18.0,18.0,2015.0,2015-11-15,Brazilian Grand Prix,11,13.0,13,13,13.0,0,70.0,11.0,+1 Lap,41,17,,01:16.8,202,27,13,0.0,1992,Brazilian
325119,21,10.0,10.0,11.0,2009.0,2009-07-26,Hungarian Grand Prix,17,16.0,14,14,14.0,0,69.0,11.0,+1 Lap,40,10,,01:23.2,189.621,0,17,0.0,1973,Italian
325157,825,969.0,1.0,1.0,2017.0,2017-03-26,Australian Grand Prix,17,17.0,,R,15.0,0,46.0,22.0,Mechanical,46,7,,01:27.6,218.011,0,15,0.0,1992,Danish
325203,825,970.0,2.0,17.0,2017.0,2017-04-09,Chinese Grand Prix,12,12.0,8,8,8.0,4,55.0,11.0,+1 Lap,35,11,,01:37.5,201.209,4,10,0.0,1992,Danish
325258,825,973.0,5.0,4.0,2017.0,2017-05-14,Spanish Grand Prix,11,11.0,14,14,14.0,0,64.0,12.0,>+1 Laps,15,12,,01:26.4,194.023,4,14,0.0,1992,Danish
325331,825,974.0,6.0,6.0,2017.0,2017-05-28,Monaco Grand Prix,13,11.0,10,10,10.0,1,78.0,1.0,Finished,44,7,6305783,01:16.3,157.42,5,13,0.0,1992,Danish
325344,21,19.0,2.0,2.0,2008.0,2008-03-23,Malaysian Grand Prix,17,17.0,12,12,12.0,0,55.0,11.0,+1 Lap,52,16,,01:37.0,205.8,0,15,0.0,1973,Italian
325361,831,949.0,2.0,3.0,2016.0,2016-04-03,Bahrain Grand Prix,22,21.0,14,14,14.0,0,56.0,11.0,+1 Lap,49,5,,01:35.4,204.312,0,19,0.0,1992,Brazilian
325418,831,953.0,6.0,6.0,2016.0,2016-05-29,Monaco Grand Prix,22,0.0,,R,17.0,0,48.0,31.0,Mechanical,46,17,,01:21.9,146.701,0,22,0.0,1992,Brazilian
325440,831,954.0,7.0,7.0,2016.0,2016-06-12,Canadian Grand Prix,20,18.0,18,18,18.0,0,68.0,12.0,>+1 Laps,66,16,,01:17.9,201.579,0,22,0.0,1992,Brazilian
325506,831,955.0,8.0,73.0,2016.0,2016-06-19,European Grand Prix,16,15.0,12,12,12.0,0,50.0,11.0,+1 Lap,48,11,,01:47.7,200.642,0,21,0.0,1992,Brazilian
325560,831,956.0,9.0,70.0,2016.0,2016-07-03,Austrian Grand Prix,22,21.0,13,13,13.0,0,70.0,11.0,+1 Lap,46,16,,01:10.4,221.168,0,22,0.0,1992,Brazilian
325680,831,945.0,19.0,24.0,2015.0,2015-11-29,Abu Dhabi Grand Prix,14,14.0,15,15,15.0,0,54.0,11.0,+1 Lap,46,10,,01:46.4,187.874,27,13,0.0,1992,Brazilian
325741,831,948.0,1.0,1.0,2016.0,2016-03-20,Australian Grand Prix,17,17.0,15,15,15.0,0,56.0,11.0,+1 Lap,48,13,,01:32.7,205.917,0,15,0.0,1992,Brazilian
325856,21,9.0,9.0,20.0,2009.0,2009-07-12,German Grand Prix,18,18.0,11,11,11.0,0,60.0,1.0,Finished,54,13,5865637,01:35.3,194.465,0,17,0.0,1973,Italian
326016,831,957.0,10.0,9.0,2016.0,2016-07-10,British Grand Prix,21,21.0,15,15,15.0,0,51.0,11.0,+1 Lap,43,17,,01:38.7,214.847,0,22,0.0,1992,Brazilian
326072,831,958.0,11.0,11.0,2016.0,2016-07-24,Hungarian Grand Prix,16,16.0,17,17,17.0,0,69.0,11.0,+1 Lap,66,15,,01:25.7,184.084,0,22,0.0,1992,Brazilian
326141,831,959.0,12.0,10.0,2016.0,2016-07-31,German Grand Prix,21,21.0,,R,21.0,0,57.0,131.0,Mechanical,45,19,,01:21.4,202.24,0,22,0.0,1992,Brazilian
326254,831,962.0,15.0,15.0,2016.0,2016-09-18,Singapore Grand Prix,18,16.0,13,13,13.0,0,60.0,11.0,+1 Lap,41,17,,01:51.7,163.265,0,22,0.0,1992,Brazilian
326255,831,960.0,13.0,13.0,2016.0,2016-08-28,Belgian Grand Prix,17,16.0,17,17,17.0,0,43.0,11.0,+1 Lap,31,17,,01:56.2,217.081,0,22,0.0,1992,Brazilian
326257,831,961.0,14.0,14.0,2016.0,2016-09-04,Italian Grand Prix,18,18.0,,R,22.0,0,6.0,130.0,Mechanical,,0,,,,0,22,0.0,1992,Brazilian
326303,831,964.0,17.0,22.0,2016.0,2016-10-09,Japanese Grand Prix,20,19.0,19,19,19.0,0,52.0,11.0,+1 Lap,28,22,,01:38.5,212.14,0,22,0.0,1992,Brazilian
326327,831,965.0,18.0,69.0,2016.0,2016-10-23,United States Grand Prix,21,21.0,15,15,15.0,0,55.0,11.0,+1 Lap,55,13,,01:44.1,190.62,0,22,0.0,1992,Brazilian
326351,831,966.0,19.0,32.0,2016.0,2016-10-30,Mexican Grand Prix,19,19.0,15,15,15.0,0,70.0,11.0,+1 Lap,58,15,,01:23.7,185.213,0,22,0.0,1992,Brazilian
326378,21,20.0,3.0,3.0,2008.0,2008-04-06,Bahrain Grand Prix,18,18.0,12,12,12.0,0,56.0,11.0,+1 Lap,56,11,,01:35.1,204.963,0,18,0.0,1973,Italian
326379,831,967.0,20.0,18.0,2016.0,2016-11-13,Brazilian Grand Prix,22,21.0,9,9,9.0,2,71.0,1.0,Finished,70,15,10903955,01:27.5,177.189,2,17,0.0,1992,Brazilian
326401,832,932.0,7.0,7.0,2015.0,2015-06-07,Canadian Grand Prix,11,11.0,12,12,12.0,0,69.0,11.0,+1 Lap,61,12,,01:18.8,199.205,9,13,0.0,1994,Spanish
326449,832,936.0,10.0,11.0,2015.0,2015-07-26,Hungarian Grand Prix,12,12.0,,R,17.0,0,60.0,10.0,Mechanical,38,18,,01:28.6,177.986,9,16,0.0,1994,Spanish
326464,832,938.0,12.0,14.0,2015.0,2015-09-06,Italian Grand Prix,13,17.0,11,11,11.0,0,52.0,11.0,+1 Lap,38,5,,01:27.5,238.313,9,16,0.0,1994,Spanish
326498,832,939.0,13.0,15.0,2015.0,2015-09-20,Singapore Grand Prix,14,14.0,9,9,9.0,2,61.0,1.0,Finished,43,6,7334978,01:50.4,165.161,11,16,0.0,1994,Spanish
326540,832,940.0,14.0,22.0,2015.0,2015-09-27,Japanese Grand Prix,12,10.0,10,10,10.0,1,52.0,11.0,+1 Lap,16,13,,01:38.7,211.835,12,15,0.0,1994,Spanish
326545,21,21.0,4.0,4.0,2008.0,2008-04-27,Spanish Grand Prix,19,19.0,10,10,10.0,0,65.0,11.0,+1 Lap,40,14,,01:23.4,200.841,0,16,0.0,1973,Italian
326561,832,942.0,16.0,69.0,2015.0,2015-10-25,United States Grand Prix,20,20.0,7,7,7.0,6,56.0,1.0,Finished,51,5,6683322,01:42.7,193.325,18,15,0.0,1994,Spanish
326646,831,963.0,16.0,2.0,2016.0,2016-10-02,Malaysian Grand Prix,18,18.0,,R,17.0,0,46.0,23.0,Mechanical,43,17,,01:40.5,198.574,0,22,0.0,1992,Brazilian
326808,832,933.0,8.0,70.0,2015.0,2015-06-21,Austrian Grand Prix,13,12.0,,R,16.0,0,35.0,75.0,Mechanical,28,15,,01:13.2,212.655,9,15,0.0,1994,Spanish
326981,832,943.0,17.0,32.0,2015.0,2015-11-01,Mexican Grand Prix,11,11.0,13,13,13.0,0,71.0,1.0,Finished,46,8,6203810,01:22.2,188.56,18,15,0.0,1994,Spanish
327030,832,948.0,1.0,1.0,2016.0,2016-03-20,Australian Grand Prix,7,7.0,9,9,9.0,2,57.0,1.0,Finished,23,7,6571245,01:31.7,208.253,2,9,0.0,1994,Spanish
327077,832,949.0,2.0,3.0,2016.0,2016-04-03,Bahrain Grand Prix,11,11.0,,R,18.0,0,29.0,31.0,Mechanical,22,18,,01:38.4,197.983,2,12,0.0,1994,Spanish
327079,832,950.0,3.0,17.0,2016.0,2016-04-17,Chinese Grand Prix,8,8.0,9,9,9.0,2,56.0,1.0,Finished,35,12,6018018,01:41.5,193.364,4,12,0.0,1994,Spanish
327121,832,952.0,5.0,4.0,2016.0,2016-05-15,Spanish Grand Prix,8,8.0,6,6,6.0,8,66.0,1.0,Finished,42,11,6161412,01:29.7,186.899,12,11,0.0,1994,Spanish
327127,832,953.0,6.0,6.0,2016.0,2016-05-29,Monaco Grand Prix,7,6.0,8,8,8.0,4,77.0,11.0,+1 Lap,70,5,,01:18.5,152.997,16,13,0.0,1994,Spanish
327155,832,954.0,7.0,7.0,2016.0,2016-06-12,Canadian Grand Prix,16,20.0,9,9,9.0,2,69.0,11.0,+1 Lap,54,7,,01:16.6,205.014,18,14,0.0,1994,Spanish
327185,832,955.0,8.0,73.0,2016.0,2016-06-19,European Grand Prix,13,18.0,,R,21.0,0,31.0,22.0,Mechanical,31,16,,01:48.8,198.621,18,14,0.0,1994,Spanish
327204,21,23.0,6.0,6.0,2008.0,2008-05-25,Monaco Grand Prix,20,20.0,,R,18.0,0,36.0,6.0,Mechanical,33,18,,01:32.8,129.5,0,18,0.0,1973,Italian
327222,832,957.0,10.0,9.0,2016.0,2016-07-10,British Grand Prix,8,7.0,8,8,8.0,4,52.0,1.0,Finished,43,10,5781689,01:37.4,217.734,26,12,0.0,1994,Spanish
327234,832,958.0,11.0,11.0,2016.0,2016-07-24,Hungarian Grand Prix,6,6.0,8,8,8.0,4,69.0,11.0,+1 Lap,67,10,,01:25.1,185.323,30,10,0.0,1994,Spanish
327275,832,959.0,12.0,10.0,2016.0,2016-07-31,German Grand Prix,13,15.0,14,14,14.0,0,66.0,11.0,+1 Lap,54,11,,01:20.0,205.94,30,11,0.0,1994,Spanish
327374,832,945.0,19.0,24.0,2015.0,2015-11-29,Abu Dhabi Grand Prix,10,10.0,11,11,11.0,0,55.0,1.0,Finished,38,15,6013700,01:47.0,186.867,18,15,0.0,1994,Spanish
327670,832,960.0,13.0,13.0,2016.0,2016-08-28,Belgian Grand Prix,15,14.0,,R,20.0,0,1.0,29.0,Mechanical,,0,,,,30,12,0.0,1994,Spanish
327671,832,961.0,14.0,14.0,2016.0,2016-09-04,Italian Grand Prix,16,15.0,15,15,15.0,0,52.0,11.0,+1 Lap,41,11,,01:26.8,240.398,30,12,0.0,1994,Spanish
327762,832,963.0,16.0,2.0,2016.0,2016-10-02,Malaysian Grand Prix,16,16.0,11,11,11.0,0,56.0,1.0,Finished,44,10,5931654,01:39.2,201.07,30,12,0.0,1994,Spanish
327763,832,962.0,15.0,15.0,2016.0,2016-09-18,Singapore Grand Prix,6,6.0,14,14,14.0,0,60.0,11.0,+1 Lap,56,7,,01:50.5,164.965,30,12,0.0,1994,Spanish
327766,21,24.0,7.0,7.0,2008.0,2008-06-08,Canadian Grand Prix,18,17.0,,R,14.0,0,51.0,20.0,Accident,41,16,,01:19.1,198.563,0,18,0.0,1973,Italian
327817,832,964.0,17.0,22.0,2016.0,2016-10-09,Japanese Grand Prix,14,14.0,17,17,17.0,0,52.0,11.0,+1 Lap,41,12,,01:37.7,213.923,30,12,0.0,1994,Spanish
327859,832,966.0,19.0,32.0,2016.0,2016-10-30,Mexican Grand Prix,10,10.0,16,16,16.0,0,70.0,11.0,+1 Lap,52,19,,01:24.5,183.437,38,12,0.0,1994,Spanish
327908,832,967.0,20.0,18.0,2016.0,2016-11-13,Brazilian Grand Prix,15,15.0,6,6,6.0,8,71.0,1.0,Finished,38,13,10890495,01:27.2,177.99,46,12,0.0,1994,Spanish
327923,832,969.0,1.0,1.0,2017.0,2017-03-26,Australian Grand Prix,8,8.0,8,8,8.0,4,56.0,11.0,+1 Lap,53,8,,01:27.7,217.74,4,8,0.0,1994,Spanish
327979,832,972.0,4.0,71.0,2017.0,2017-04-30,Russian Grand Prix,11,14.0,10,10,10.0,1,51.0,11.0,+1 Lap,51,11,,01:38.9,212.96,11,9,0.0,1994,Spanish
328008,832,993.0,5.0,4.0,2018.0,2018-05-13,Spanish Grand Prix,9,9.0,7,7,7.0,6,65.0,11.0,+1 Lap,61,9,,01:21.3,206.064,19,10,0.0,1994,Spanish
328034,21,25.0,8.0,8.0,2008.0,2008-06-22,French Grand Prix,19,17.0,18,18,18.0,0,69.0,11.0,+1 Lap,53,19,,01:18.6,202.141,0,19,0.0,1973,Italian
328075,832,994.0,6.0,6.0,2018.0,2018-05-27,Monaco Grand Prix,8,8.0,10,10,10.0,1,78.0,1.0,Finished,19,18,6243820,01:17.5,155.027,20,9,0.0,1994,Spanish
328206,832,965.0,18.0,69.0,2016.0,2016-10-23,United States Grand Prix,10,10.0,6,6,6.0,8,56.0,1.0,Finished,33,8,5988742,01:42.8,193.002,38,12,0.0,1994,Spanish
328382,832,1000.0,12.0,11.0,2018.0,2018-07-29,Hungarian Grand Prix,5,5.0,9,9,9.0,2,69.0,11.0,+1 Lap,58,13,,01:22.8,190.538,30,11,0.0,1994,Spanish
328452,832,1001.0,13.0,13.0,2018.0,2018-08-26,Belgian Grand Prix,16,14.0,11,11,11.0,0,43.0,11.0,+1 Lap,32,10,,01:48.7,232.027,30,12,0.0,1994,Spanish
328501,832,1002.0,14.0,14.0,2018.0,2018-09-02,Italian Grand Prix,7,7.0,8,8,8.0,4,53.0,1.0,Finished,43,5,4692624,01:23.5,249.671,34,12,0.0,1994,Spanish
328555,832,1003.0,15.0,15.0,2018.0,2018-09-16,Singapore Grand Prix,12,12.0,8,8,8.0,4,60.0,11.0,+1 Lap,50,12,,01:45.2,173.24,38,12,0.0,1994,Spanish
328584,832,1004.0,16.0,71.0,2018.0,2018-09-30,Russian Grand Prix,14,11.0,17,17,17.0,0,51.0,12.0,>+1 Laps,35,16,,01:39.7,211.095,38,12,0.0,1994,Spanish
328632,832,1005.0,17.0,22.0,2018.0,2018-10-07,Japanese Grand Prix,13,13.0,10,10,10.0,1,52.0,11.0,+1 Lap,50,11,,01:34.2,221.93,39,12,0.0,1994,Spanish
328685,832,1006.0,18.0,69.0,2018.0,2018-10-21,United States Grand Prix,11,11.0,7,7,7.0,6,56.0,1.0,Finished,45,11,5753637,01:39.9,198.75,45,12,0.0,1994,Spanish
