,driverId,raceId,constructorId,fastestLap,rank,fastestLapTime,fastestLapSpeed
24081,830,1004,9,45,4,136283,218.655
24082,817,1004,9,41,5,136345,218.514
24083,844,1004,15,52,9,138107,214.59
24084,825,1004,210,52,8,138015,214.791
24085,839,1004,10,52,12,138366,214.025
24086,815,1004,10,47,11,138300,214.168
24087,154,1004,210,46,10,138244,214.29
24088,807,1004,4,52,13,139108,212.422
24089,828,1004,15,39,7,137931,214.975
24090,4,1004,1,44,15,139590,211.394
24091,840,1004,3,44,14,139435,211.724
24092,838,1004,1,41,18,139922,210.692
24093,832,1004,4,35,16,139731,211.095
24094,845,1004,3,43,17,139838,210.869
24095,842,1004,5,3,19,144071,202.292
24096,843,1004,5,2,20,145852,198.889
24097,1,1005,131,51,2,132785,225.307
24098,822,1005,131,46,3,133110,224.521
24099,830,1005,9,50,6,133367,223.903
24100,817,1005,9,50,4,133187,224.336
24101,8,1005,6,28,12,134223,221.869
24102,20,1005,6,53,1,132318,226.447
24103,815,1005,10,43,9,134073,222.223
24104,154,1005,210,47,15,134786,220.551
24105,839,1005,10,50,14,134670,220.821
24106,832,1005,4,50,11,134197,221.93
24107,842,1005,5,35,10,134133,222.081
24108,828,1005,15,8,19,136294,217.097
24109,843,1005,5,30,16,134857,220.386
24110,4,1005,1,28,7,133943,222.53
24111,838,1005,1,25,18,135023,220.001
24112,845,1005,3,41,8,133985,222.431
24113,840,1005,3,41,5,133354,223.934
24114,844,1005,15,37,13,134515,221.183
24115,807,1005,4,32,17,134934,220.207
24116,825,1005,210,6,20,139908,209.244
24117,8,1006,6,45,5,138482,201.527
24118,830,1006,9,45,2,138246,202.011
24119,1,1006,131,40,1,137392,203.782
24120,20,1006,6,41,3,138280,201.941
24121,822,1006,131,46,4,138470,201.551
24122,807,1006,4,51,8,139548,199.369
24123,832,1006,4,45,11,139858,198.75
24124,815,1006,10,45,13,139992,198.483
24125,843,1006,5,32,6,138963,200.547
24126,828,1006,15,36,9,139569,199.327
24127,838,1006,1,52,12,139915,198.636
24128,842,1006,5,33,14,140098,198.273
24129,845,1006,3,42,7,139240,199.987
24130,840,1006,3,38,10,139646,199.173
24131,844,1006,15,12,16,140522,197.437
24132,817,1006,9,49,15,140433,197.612
24133,154,1006,210,12,18,141982,194.61
24134,4,1006,1,5,17,140933,196.633
24137,830,1007,9,66,2,119186,195.67
24138,20,1007,6,49,4,119522,194.844
24139,8,1007,6,19,5,120334,192.874
24140,1,1007,131,49,8,120728,191.933
24141,822,1007,131,65,1,118741,196.776
24142,807,1007,4,67,7,120637,192.15
24143,844,1007,15,67,6,120537,192.388
24144,838,1007,1,14,11,121921,189.138
24145,828,1007,15,18,14,122440,187.947
24146,842,1007,5,69,17,122755,187.232
24147,839,1007,10,6,15,122629,187.517
24148,840,1007,3,27,18,122983,186.717
24149,845,1007,3,66,16,122640,187.492
24150,843,1007,5,26,13,122438,187.952
24151,825,1007,210,45,10,121874,189.246
24152,154,1007,210,46,9,121370,190.419
24153,817,1007,9,57,3,119462,194.991
24154,815,1007,10,6,19,123545,185.461
24155,832,1007,4,6,12,122386,188.07
24156,4,1007,1,3,20,124197,184.025
24157,1,1008,131,70,7,111795,216.065
24158,830,1008,9,61,4,111578,216.72
24159,8,1008,6,64,6,111769,216.143
24160,817,1008,9,62,3,111343,217.434
24161,822,1008,131,65,1,110540,219.909
24162,20,1008,6,71,2,110831,219.005
24163,844,1008,15,70,8,112082,215.204
24164,154,1008,210,71,12,112362,214.372
24165,825,1008,210,67,10,112206,214.835
24166,815,1008,10,58,13,112472,214.046
24167,843,1008,5,53,15,112949,212.647
24168,832,1008,4,50,9,112169,214.945
24169,842,1008,5,55,17,113822,210.132
24170,838,1008,1,68,16,112968,212.591
24171,839,1008,10,70,11,112352,214.401
24172,845,1008,3,52,19,114262,208.887
24173,4,1008,1,57,14,112643,213.542
24174,840,1008,3,68,5,111751,216.197
24175,807,1008,4,30,18,114029,209.544
24176,828,1008,15,3,20,115281,206.059
24177,1,1009,131,53,5,141357,197.267
24178,20,1009,6,54,1,140867,198.225
24179,830,1009,9,51,6,141909,196.198
24180,817,1009,9,35,3,141249,197.477
24181,822,1009,131,42,2,140953,198.056
24182,832,1009,4,54,4,141351,197.278
24183,844,1009,15,54,10,142876,194.354
24184,815,1009,10,53,8,142816,194.467
24185,154,1009,210,54,11,143195,193.753
24186,825,1009,210,53,9,142822,194.456
24187,4,1009,1,53,7,142393,195.271
24188,843,1009,5,53,17,144174,191.932
24189,840,1009,3,53,16,144033,192.192
24190,838,1009,1,53,12,143249,193.652
24191,845,1009,3,54,14,143831,192.566
24192,842,1009,5,42,15,143988,192.276
24193,839,1009,10,41,13,143591,193.012
24194,828,1009,15,22,19,146077,188.489
24195,8,1009,6,5,18,145198,190.064
24197,822,1010,131,57,1,125580,223.075
24198,1,1010,131,57,2,126057,221.839
24199,830,1010,9,57,3,126256,221.327
24200,20,1010,6,16,8,127954,217.054
24201,844,1010,6,58,4,126926,219.621
24202,825,1010,210,56,9,128182,216.493
24203,807,1010,4,52,12,128444,215.851
24204,8,1010,51,52,11,128270,216.277
24205,840,1010,211,29,7,127568,218.011
24206,826,1010,5,39,6,127448,218.31
24207,842,1010,9,39,5,127229,218.858
24208,846,1010,1,17,16,128555,215.581
24209,815,1010,211,41,15,128485,215.751
24210,848,1010,5,43,10,128188,216.478
24211,841,1010,51,29,14,128479,215.766
24212,847,1010,3,55,17,128713,215.197
24213,9,1010,3,30,18,129284,213.821
24214,154,1010,210,17,13,128462,215.807
24215,817,1010,4,18,19,129848,212.478
24216,832,1010,1,9,20,130899,210.022
24217,1,1011,131,36,2,133528,208.314
24218,822,1011,131,42,3,134209,206.808
24219,844,1011,6,38,1,133411,208.575
24220,830,1011,9,47,9,135311,204.417
24221,20,1011,6,43,4,134895,205.313
24222,846,1011,1,14,12,135777,203.422
24223,8,1011,51,45,11,135589,203.822
24224,842,1011,9,42,8,135291,204.46
24225,848,1011,5,39,16,136752,201.372
24226,815,1011,211,51,14,136330,202.254
24227,841,1011,51,42,7,135237,204.575
24228,826,1011,5,40,5,134934,205.228
24229,825,1011,210,41,13,135892,203.178
24230,840,1011,211,31,17,137037,200.781
24231,847,1011,3,14,19,137313,200.211
24232,9,1011,3,13,20,137903,199.005
24233,807,1011,4,14,6,135215,204.623
24234,817,1011,4,42,15,136697,201.487
24235,832,1011,1,42,10,135586,203.829
24236,154,1011,210,3,18,137262,200.316
24237,1,1012,131,47,5,135892,204.642
24238,822,1012,131,38,4,134872,206.842
24239,20,1012,6,37,2,134836,206.921
24240,830,1012,9,45,6,136143,204.108
24241,844,1012,6,45,3,134860,206.869
24242,842,1012,9,55,1,134742,207.126
24243,817,1012,4,38,16,138632,198.957
24244,815,1012,211,37,17,138702,198.816
24245,8,1012,51,27,12,137812,200.625
24246,848,1012,5,22,18,138901,198.416
24247,154,1012,210,37,8,136873,202.57
24248,840,1012,211,46,7,136678,202.978
24249,825,1012,210,35,10,137471,201.327
24250,832,1012,1,44,11,137502,201.263
24251,841,1012,51,32,14,138048,200.142
24252,847,1012,3,51,9,137283,201.716
24253,9,1012,3,28,20,139772,196.684
24254,846,1012,1,37,15,138346,199.536
24255,826,1012,5,27,13,137975,200.291
24256,807,1012,4,14,19,139677,196.871
24257,822,1013,131,50,2,144024,207.748
24258,1,1013,131,48,3,144166,207.465
24259,20,1013,6,46,4,144629,206.546
24260,830,1013,9,39,5,144794,206.221
24261,844,1013,6,50,1,143009,209.795
24262,815,1013,211,49,7,145524,204.795
24263,832,1013,1,43,10,145807,204.247
24264,846,1013,1,43,6,145394,205.047
24265,840,1013,211,38,12,146009,203.858
24266,8,1013,51,48,13,146479,202.958
24267,848,1013,5,49,9,145754,204.349
24268,841,1013,51,45,11,145969,203.935
24269,825,1013,210,42,14,146682,202.572
24270,807,1013,4,43,17,147407,201.204
24271,847,1013,3,42,16,147251,201.497
24272,9,1013,3,45,19,147709,200.64
24273,842,1013,9,34,8,145712,204.43
24274,154,1013,210,33,20,148517,199.146
24275,826,1013,5,28,18,147681,200.692
24276,817,1013,4,29,15,146767,202.41
24277,1,1014,131,54,1,118492,213.499
24278,822,1014,131,55,2,118737,212.835
24279,830,1014,9,57,3,119769,210.081
24280,20,1014,6,64,4,119820,209.947
24281,844,1014,6,57,5,120002,209.469
24282,842,1014,9,57,6,120536,208.08
24283,825,1014,210,66,9,120770,207.478
24284,832,1014,1,59,10,120859,207.249
24285,826,1014,5,64,8,120726,207.591
24286,154,1014,210,64,12,121057,206.743
24287,848,1014,5,65,11,121028,206.817
24288,817,1014,4,56,7,120615,207.876
24289,807,1014,4,65,13,121282,206.171
24290,8,1014,51,66,14,121382,205.917
24291,815,1014,211,65,16,121859,204.717
24292,841,1014,51,64,15,121833,204.782
24293,847,1014,3,64,17,122382,203.418
24294,9,1014,3,65,19,123202,201.413
24295,840,1014,211,28,20,123226,201.355
24296,846,1014,1,28,18,122561,202.977
24300,1,1015,131,9,6,116167,157.721
24301,20,1015,6,9,9,116277,157.494
24302,822,1015,131,65,2,115163,159.828
24303,830,1015,9,9,7,116229,157.593
24304,842,1015,9,72,1,114279,161.73
24305,832,1015,1,32,5,115891,158.295
24306,826,1015,5,31,10,116288,157.471
24307,848,1015,5,43,3,115607,158.89
24308,817,1015,4,78,4,115697,158.701
24309,154,1015,210,41,16,116746,156.531
24310,846,1015,1,61,13,116413,157.214
24311,825,1015,210,61,17,116992,156.031
24312,815,1015,211,67,15,116613,156.803
24313,807,1015,4,65,8,116276,157.496
24314,847,1015,3,76,18,117038,155.938
24315,840,1015,211,45,12,116379,157.284
24316,8,1015,51,50,14,116436,157.166
24317,9,1015,3,32,19,117388,155.233
24318,841,1015,51,46,11,116299,157.448
24319,844,1015,6,6,20,119151,151.775
24320,1,1016,131,62,4,114813,209.851
24321,20,1016,6,57,5,114875,209.677
24322,844,1016,6,63,2,114356,211.14
24323,822,1016,131,69,1,113078,214.833
24324,830,1016,9,67,3,114767,209.98
24325,817,1016,4,55,9,116075,206.37
24326,807,1016,4,57,7,115995,206.587
24327,842,1016,9,51,10,116157,206.147
24328,840,1016,211,47,8,116043,206.456
24329,826,1016,5,44,11,116198,206.036
24330,832,1016,1,37,15,116471,205.301
24331,815,1016,211,61,13,116314,205.723
24332,841,1016,51,69,14,116365,205.586
24333,154,1016,210,60,12,116245,205.909
24334,8,1016,51,60,6,115442,208.101
24335,847,1016,3,58,17,117241,203.254
24336,825,1016,210,41,19,117309,203.075
24337,9,1016,3,64,18,117285,203.139
24338,848,1016,5,47,16,117151,203.491
24339,846,1016,1,4,20,118023,201.217
24340,1,1017,131,53,2,132764,226.717
24341,822,1017,131,43,3,133586,224.725
24342,844,1017,6,40,4,133828,224.146
24343,830,1017,9,38,5,134162,223.351
24344,20,1017,6,53,1,132740,226.775
24345,832,1017,1,52,6,134561,222.408
24346,8,1017,51,47,8,134873,221.677
24347,807,1017,4,46,10,134950,221.497
24348,846,1017,1,45,7,134754,221.955
24349,842,1017,9,47,15,135197,220.922
24350,817,1017,4,42,14,135150,221.032
24351,815,1017,211,42,11,135014,221.348
24352,840,1017,211,44,9,134924,221.558
24353,826,1017,5,43,16,135225,220.857
24354,848,1017,5,51,12,135029,221.313
24355,841,1017,51,50,13,135115,221.113
24356,825,1017,210,50,18,135692,219.78
24357,9,1017,3,50,20,136608,217.696
24358,847,1017,3,51,19,135830,219.463
24359,154,1017,210,42,17,135691,219.782
24360,830,1018,9,60,1,107475,230.378
24361,844,1018,6,58,3,107994,228.62
24362,822,1018,131,53,7,108565,226.716
24363,20,1018,6,62,2,107676,229.694
24364,1,1018,131,69,5,108050,228.432
24365,846,1018,1,69,8,108699,226.274
24366,842,1018,9,63,9,108790,225.974
24367,832,1018,1,53,6,108117,228.207
24368,8,1018,51,57,15,109126,224.876
24369,841,1018,51,57,13,109051,225.12
24370,815,1018,211,67,14,109061,225.087
24371,817,1018,4,65,4,108019,228.536
24372,807,1018,4,59,16,109248,224.48
24373,840,1018,211,57,17,109288,224.35
24374,848,1018,5,59,11,108946,225.463
24375,154,1018,210,56,12,108987,225.329
24376,826,1018,5,58,18,109498,223.672
24377,847,1018,3,52,19,109926,222.303
24378,825,1018,210,69,10,108903,225.604
24379,9,1018,3,55,20,110964,219.051
24380,1,1019,131,52,1,127369,242.735
24381,822,1019,131,47,2,127406,242.633
24382,844,1019,6,47,5,129313,237.452
24383,842,1019,9,48,8,129544,236.839
24384,830,1019,9,45,4,129272,237.561
24385,832,1019,1,50,11,129757,236.277
24386,817,1019,4,50,9,129624,236.628
24387,8,1019,51,51,14,130034,235.551
24388,826,1019,5,51,12,129910,235.875
24389,807,1019,4,51,13,129949,235.773
24390,846,1019,1,50,10,129636,236.596
24391,848,1019,5,46,15,130872,233.378
24392,840,1019,211,49,6,129390,237.248
24393,847,1019,3,50,16,131013,233.017
24394,9,1019,3,50,17,131509,231.754
24395,20,1019,6,46,3,128733,239.004
24396,815,1019,211,50,7,129456,237.072
24397,841,1019,51,17,18,132464,229.36
24398,154,1019,210,4,20,134350,224.775
24399,825,1019,210,5,19,133425,227.001
24400,830,1020,9,61,1,116645,214.839
24401,20,1020,6,63,2,116794,214.423
24402,826,1020,5,61,6,117708,211.9
24403,840,1020,211,61,8,117831,211.566
24404,832,1020,1,63,9,117841,211.538
24405,848,1020,5,63,10,117850,211.514
24406,154,1020,210,55,7,117746,211.797
24407,825,1020,210,62,5,117507,212.45
24408,1,1020,131,64,12,118811,208.935
24409,9,1020,3,63,13,119062,208.271
24410,847,1020,3,60,3,117485,212.51
24411,8,1020,51,60,15,119563,206.96
24412,841,1020,51,60,14,119300,207.646
24413,842,1020,9,56,4,117495,212.483
24414,822,1020,131,54,11,118272,210.374
24415,807,1020,4,18,17,129576,183.826
24416,844,1020,6,17,16,127697,187.764
24417,846,1020,1,16,18,131081,180.788
24418,817,1020,4,10,19,132654,177.719
24420,1,1021,131,60,2,118528,200.84
24421,830,1021,9,69,1,117103,204.552
24422,20,1021,6,65,4,119786,197.673
24423,844,1021,6,49,5,120493,195.937
24424,832,1021,1,66,10,121002,194.706
24425,842,1021,9,65,12,121045,194.602
24426,8,1021,51,65,9,120880,195.0
24427,822,1021,131,59,3,119331,198.807
24428,846,1021,1,65,13,121188,194.26
24429,848,1021,5,65,7,120621,195.626
24430,815,1021,211,47,15,121734,192.962
24431,807,1021,4,59,14,121650,193.161
24432,825,1021,210,67,11,121008,194.691
24433,817,1021,4,49,8,120839,195.098
24434,826,1021,5,55,16,121932,192.496
24435,847,1021,3,66,17,122386,191.435
24436,840,1021,211,52,6,120603,195.67
24437,841,1021,51,64,19,123134,189.712
24438,9,1021,3,42,20,123436,189.026
24439,154,1021,210,46,18,122809,190.457
24440,844,1022,6,23,4,146664,236.39
24441,1,1022,131,24,3,146580,236.577
24442,822,1022,131,27,2,146465,236.832
24443,20,1022,6,36,1,146409,236.957
24444,848,1022,9,41,5,147507,234.537
24445,815,1022,211,29,13,148781,231.79
24446,826,1022,5,26,7,148143,233.157
24447,807,1022,4,34,9,148349,232.714
24448,842,1022,5,21,17,149700,229.848
24449,840,1022,211,34,10,148357,232.697
24450,846,1022,1,21,8,148321,232.774
24451,825,1022,210,33,11,148677,232.012
24452,154,1022,210,18,16,149274,230.744
24453,817,1022,4,21,18,150451,228.285
24454,847,1022,3,34,14,148860,231.622
24455,8,1022,51,37,12,148753,231.85
24456,9,1022,3,33,15,149220,230.858
24457,841,1022,51,31,6,147560,234.421
24460,844,1023,6,47,4,123009,251.235
24461,822,1023,131,47,3,122859,251.69
24462,1,1023,131,51,1,121779,255.014
24463,817,1023,4,53,7,123466,249.859
24464,807,1023,4,53,8,123641,249.337
24465,848,1023,9,45,6,123364,250.165
24466,815,1023,211,35,9,123770,248.953
24467,830,1023,9,41,5,123143,250.83
24468,841,1023,51,44,15,124503,246.793
24469,846,1023,1,52,11,124044,248.141
24470,842,1023,5,51,10,123885,248.611
24471,840,1023,211,31,12,124165,247.784
24472,20,1023,6,50,2,122799,251.872
24473,847,1023,3,51,16,124842,245.807
24474,8,1023,51,52,13,124419,247.039
24475,154,1023,210,31,17,124985,245.393
24476,9,1023,3,47,18,124989,245.382
24477,825,1023,210,38,14,124443,246.968
24478,826,1023,5,19,20,125772,243.142
24479,832,1023,1,10,19,125637,243.525
24480,20,1024,6,57,5,144802,173.916
24481,844,1024,6,59,4,144723,174.047
24482,830,1024,9,56,8,145176,173.298
24483,1,1024,131,58,7,144914,173.73
24484,822,1024,131,58,2,143534,176.046
24485,848,1024,9,59,9,145260,173.159
24486,846,1024,1,58,11,145716,172.412
24487,842,1024,5,58,13,145769,172.326
24488,807,1024,4,59,12,145765,172.333
24489,841,1024,51,59,10,145630,172.553
24490,154,1024,210,54,16,146274,171.507
24491,832,1024,1,41,15,145969,172.001
24492,840,1024,211,57,6,144896,173.76
24493,817,1024,4,55,14,145915,172.088
24494,826,1024,5,57,3,144371,174.634
24495,9,1024,3,59,18,146793,170.674
24496,825,1024,210,58,1,142301,178.168
24497,8,1024,51,18,19,147062,170.245
24498,815,1024,211,15,17,146683,170.85
24499,847,1024,3,29,20,148285,168.322
24500,1,1025,131,51,1,135761,219.847
24501,822,1025,131,50,3,136316,218.58
24502,844,1025,6,52,2,136193,218.86
24503,830,1025,9,47,5,136937,217.18
24504,848,1025,9,50,4,136762,217.573
24505,832,1025,1,53,6,138020,214.78
24506,815,1025,211,49,7,138043,214.73
24507,846,1025,1,52,11,138301,214.166
24508,825,1025,210,53,8,138130,214.539
24509,807,1025,4,53,12,138519,213.692
24510,840,1025,211,53,15,138611,213.493
24511,826,1025,5,52,9,138228,214.325
24512,8,1025,51,51,13,138589,213.541
24513,842,1025,5,51,14,138606,213.504
24514,841,1025,51,51,16,138696,213.309
24515,9,1025,3,24,19,142327,205.74
24516,847,1025,3,18,18,141705,206.998
24517,20,1025,6,16,10,138245,214.288
24518,817,1025,4,22,17,141284,207.859
24520,822,1026,131,49,4,131862,227.571
24521,20,1026,6,38,5,132122,226.929
24522,1,1026,131,45,1,130983,229.77
24523,848,1026,9,36,8,132775,225.332
24524,832,1026,1,46,12,133563,223.434
24525,844,1026,6,48,2,131611,228.195
24526,842,1026,5,43,17,135321,219.313
24527,815,1026,211,46,7,132621,225.706
24528,840,1026,211,26,14,134713,220.721
24529,826,1026,5,47,10,133239,224.21
24530,846,1026,1,31,13,134116,222.121
24531,8,1026,51,50,9,133190,224.328
24532,154,1026,210,18,16,134988,220.082
24533,841,1026,51,51,6,132369,226.322
24534,825,1026,210,49,3,131732,227.894
24535,847,1026,3,27,18,135458,218.998
24536,9,1026,3,44,19,136332,217.012
24537,830,1026,9,10,20,137249,214.965
24538,817,1026,4,48,11,133481,223.63
24539,807,1026,4,47,15,134921,220.237
24540,1,1027,131,66,4,119461,194.993
24541,20,1027,6,68,3,119381,195.19
24542,822,1027,131,66,5,119494,194.912
24543,844,1027,6,53,1,119232,195.557
24544,848,1027,9,48,2,119325,195.328
24545,830,1027,9,65,11,120406,192.702
24546,815,1027,211,70,12,120485,192.512
24547,817,1027,4,53,9,120146,193.327
24548,842,1027,5,53,6,119530,194.824
24549,807,1027,4,59,14,120791,191.783
24550,826,1027,5,48,7,119905,193.91
24551,840,1027,211,68,15,120922,191.473
24552,832,1027,1,66,10,120311,192.929
24553,841,1027,51,65,16,121014,191.255
24554,825,1027,210,53,20,121682,189.691
24555,847,1027,3,69,17,121286,190.615
24556,154,1027,210,68,18,121581,189.926
24557,9,1027,3,63,13,120696,192.009
24558,8,1027,51,55,8,120082,193.481
24559,846,1027,1,46,19,121643,189.782
24560,822,1031,131,68,2,107657,229.758
24561,822,1028,131,37,2,136957,204.696
24562,1,1028,131,26,7,138446,201.6
24563,830,1028,9,42,5,138214,202.077
24564,844,1028,6,44,1,136169,206.374
24565,848,1028,9,42,3,138029,202.458
24566,817,1028,4,28,14,140564,197.354
24567,846,1028,1,44,4,138074,202.365
24568,832,1028,1,44,15,140844,196.806
24569,807,1028,4,47,6,138437,201.619
24570,815,1028,211,34,11,140165,198.141
24571,8,1028,51,46,9,139608,199.249
24572,826,1028,5,41,8,138969,200.535
24573,840,1028,211,42,13,140380,197.716
24574,841,1028,51,41,10,139964,198.539
24575,154,1028,210,52,18,141270,195.979
24576,842,1028,5,31,16,140850,196.795
24577,847,1028,3,54,17,141239,196.039
24578,825,1028,210,42,12,140347,197.781
24579,9,1028,3,22,20,143830,191.147
24580,20,1028,6,6,19,142165,194.262
24581,830,1029,9,61,2,110862,218.909
24582,842,1029,5,65,9,112425,214.185
24583,832,1029,1,63,16,113158,212.039
24584,8,1029,51,65,15,113135,212.106
24585,841,1029,51,49,14,113020,212.44
24586,817,1029,4,44,11,112733,213.278
24587,1,1029,131,46,3,111082,218.232
24588,846,1029,1,63,7,112328,214.472
24589,815,1029,211,64,12,112840,212.965
24590,826,1029,5,49,8,112385,214.304
24591,825,1029,210,65,17,113262,211.738
24592,847,1029,3,57,19,113752,210.331
24593,154,1029,210,29,18,113619,210.711
24594,848,1029,9,52,4,111087,218.217
24595,807,1029,4,64,13,112934,212.69
24596,9,1029,3,63,20,114553,208.072
24597,20,1029,6,51,5,111384,217.309
24598,844,1029,6,63,6,111423,217.19
24599,840,1029,211,65,10,112603,213.66
24600,822,1029,131,43,1,110698,219.417
24601,1,1030,131,53,1,139283,201.387
24602,830,1030,9,55,5,141119,197.731
24603,844,1030,6,44,4,140442,199.064
24604,822,1030,131,31,2,139715,200.515
24605,20,1030,6,55,3,140128,199.688
24606,848,1030,9,49,8,142219,195.603
24607,815,1030,211,39,11,142639,194.803
24608,846,1030,1,50,12,143026,194.071
24609,826,1030,5,42,9,142222,195.597
24610,832,1030,1,43,7,141294,197.389
24611,817,1030,4,51,6,141190,197.592
24612,807,1030,4,52,16,143274,193.605
24613,8,1030,51,25,14,143142,193.853
24614,825,1030,210,22,19,143790,192.642
24615,154,1030,210,33,18,143666,192.873
24616,841,1030,51,28,15,143256,193.639
24617,847,1030,3,50,13,143074,193.981
24618,842,1030,5,53,10,142414,195.231
24619,9,1030,3,51,20,144500,191.333
24620,840,1030,211,25,17,143326,193.507
24621,844,1031,6,64,4,107901,228.933
24622,846,1031,1,71,1,107475,230.378
24623,1,1031,131,67,3,107712,229.572
24624,832,1031,1,63,5,107974,228.687
24625,815,1031,211,63,6,108305,227.579
24626,842,1031,213,64,11,109025,225.205
24627,839,1031,4,64,10,108932,225.509
24628,841,1031,51,70,9,108796,225.954
24629,20,1031,6,71,8,108623,226.524
24630,849,1031,3,63,16,109662,223.146
24631,826,1031,213,50,13,109135,224.847
24632,848,1031,9,50,7,108432,227.156
24633,8,1031,51,48,12,109031,225.185
24634,847,1031,3,49,14,109317,224.256
24635,154,1031,210,46,17,110228,221.347
24636,825,1031,210,23,20,110720,219.807
24637,840,1031,211,4,18,110326,221.039
24638,817,1031,4,8,19,110610,220.15
24639,830,1031,9,5,15,109351,224.146
24640,1,1032,131,68,3,106719,232.989
24641,822,1032,131,62,7,107534,230.177
24642,830,1032,9,70,2,106145,235.01
24643,848,1032,9,67,6,107299,230.981
24644,846,1032,1,66,5,107193,231.345
24645,815,1032,211,68,4,107188,231.362
24646,840,1032,211,65,10,107833,229.162
24647,817,1032,4,65,9,107832,229.166
24648,832,1032,1,68,1,105619,236.894
24649,826,1032,213,60,13,108378,227.336
24650,8,1032,51,57,14,108382,227.322
24651,825,1032,210,69,11,108009,228.569
24652,154,1032,210,69,12,108047,228.442
24653,841,1032,51,54,15,108512,226.891
24654,842,1032,213,69,8,107827,229.183
24655,847,1032,3,36,16,108601,226.597
24656,849,1032,3,68,17,108806,225.922
24657,839,1032,4,22,18,109321,224.243
24658,844,1032,6,3,19,135379,162.979
24660,1,1033,131,70,1,116627,205.823
24661,830,1033,9,60,4,119184,199.176
24662,822,1033,131,66,2,117665,203.072
24663,840,1033,211,68,3,118973,199.708
24664,848,1033,9,68,5,119440,198.534
24665,20,1033,6,49,14,120363,196.254
24666,815,1033,211,39,10,120090,196.923
24667,817,1033,4,46,7,119532,198.305
24668,832,1033,1,68,15,120477,195.976
24669,825,1033,210,67,6,119457,198.492
24670,844,1033,6,64,16,120821,195.142
24671,826,1033,213,51,18,120946,194.841
24672,846,1033,1,42,8,119945,197.28
24673,839,1033,4,40,13,120261,196.503
24674,8,1033,51,67,17,120889,194.978
24675,154,1033,210,61,12,120232,196.574
24676,841,1033,51,44,11,120096,196.908
24677,847,1033,3,67,9,119984,197.184
24678,849,1033,3,64,19,121198,194.236
24679,842,1033,213,10,20,123939,187.893
24680,1,1034,131,45,3,129238,237.652
24681,830,1034,9,52,1,127097,243.494
24682,844,1034,6,49,9,129813,236.13
24683,817,1034,4,49,5,129482,237.004
24684,846,1034,1,41,12,130058,235.488
24685,839,1034,4,50,6,129491,236.98
24686,842,1034,213,52,7,129603,236.684
24687,848,1034,9,52,2,128689,239.123
24688,840,1034,211,44,13,130475,234.402
24689,20,1034,6,44,15,130537,234.242
24690,822,1034,131,41,4,129265,237.58
24691,847,1034,3,41,16,130862,233.404
24692,832,1034,1,47,10,129948,235.776
24693,841,1034,51,49,17,130977,233.109
24694,849,1034,3,44,14,130501,234.335
24695,154,1034,210,49,8,129782,236.212
24696,8,1034,51,49,11,129973,235.71
24697,826,1034,213,11,18,132443,229.412
24700,830,1035,9,46,2,129465,237.049
24701,1,1035,131,43,1,128451,239.766
24702,822,1035,131,44,4,129765,236.256
24703,844,1035,6,39,8,130552,234.203
24704,848,1035,9,46,3,129477,237.017
24705,840,1035,211,45,15,130877,233.365
24706,807,1035,211,52,6,130087,235.412
24707,839,1035,4,50,10,130575,234.144
24708,846,1035,1,49,11,130698,233.826
24709,826,1035,213,52,12,130738,233.723
24710,842,1035,213,52,7,130092,235.399
24711,20,1035,6,49,13,130785,233.602
24712,832,1035,1,49,9,130556,234.193
24713,817,1035,4,39,16,131168,232.621
24714,8,1035,51,30,18,131756,231.13
24715,154,1035,210,51,14,130793,233.581
24716,841,1035,51,37,19,131826,230.954
24717,847,1035,3,50,17,131408,232.01
24718,849,1035,3,48,5,129950,235.77
24719,825,1035,210,39,20,131830,230.944
24720,1,1036,131,63,2,119822,209.942
24721,830,1036,9,53,4,121477,205.677
24722,822,1036,131,66,1,118183,214.343
24723,840,1036,211,56,8,122024,204.306
24724,815,1036,211,58,16,122515,203.09
24725,832,1036,1,59,5,121771,204.938
24726,20,1036,6,48,18,122707,202.618
24727,848,1036,9,41,11,122194,203.883
24728,842,1036,213,44,17,122543,203.021
24729,846,1036,1,56,13,122392,203.393
24730,817,1036,4,51,14,122464,203.215
24731,826,1036,213,47,12,122336,203.531
24732,839,1036,4,65,10,122174,203.933
24733,8,1036,51,47,7,121888,204.645
24734,825,1036,210,64,19,123474,200.757
24735,841,1036,51,47,6,121801,204.863
24736,847,1036,3,37,15,122503,203.119
24737,849,1036,3,60,9,122030,204.291
24738,154,1036,210,64,3,120409,208.409
24739,844,1036,6,35,20,123968,199.576
24740,1,1037,131,28,2,147758,233.99
24741,822,1037,131,27,5,147983,233.503
24742,830,1037,9,27,8,148305,232.809
24743,817,1037,4,44,1,147483,234.589
24744,839,1037,4,44,10,148540,232.305
24745,848,1037,9,27,12,148736,231.886
24746,846,1037,1,39,11,148552,232.279
24747,842,1037,213,29,3,147839,233.815
24748,840,1037,211,34,13,149136,231.036
24749,815,1037,211,20,9,148389,232.628
24750,826,1037,213,28,15,149832,229.572
24751,8,1037,51,28,14,149822,229.593
24752,20,1037,6,31,16,149958,229.309
24753,844,1037,6,26,4,147840,233.813
24754,154,1037,210,28,17,150018,229.184
24755,849,1037,3,32,6,148048,233.362
24756,825,1037,210,37,7,148083,233.287
24757,841,1037,51,9,19,151793,225.545
