,driverId,raceId,constructorId,fastestLap,rank,fastestLapTime,fastestLapSpeed
0,1,18,1,39,2,127452,218.3
1,2,18,2,41,3,127739,217.586
2,3,18,3,41,5,128090,216.719
3,4,18,4,58,7,128603,215.464
4,5,18,1,43,1,127418,218.385
5,6,18,3,50,14,129639,212.974
6,7,18,5,22,12,129534,213.224
7,8,18,6,20,4,127903,217.18
8,9,18,2,15,9,128753,215.1
9,10,18,7,23,13,129558,213.166
10,11,18,8,24,15,130892,210.038
11,12,18,4,20,16,131384,208.907
12,13,18,6,23,6,128175,216.51
13,14,18,9,21,11,129502,213.3
14,15,18,7,18,10,129310,213.758
15,16,18,10,8,17,132021,207.461
21,22,18,11,44,8,128736,215.141
22,8,19,6,37,2,135405,209.158
23,9,19,2,39,6,135921,208.033
24,5,19,1,19,7,135922,208.031
25,15,19,7,53,8,136068,207.715
26,1,19,1,53,3,135462,209.033
27,2,19,2,55,1,135366,209.244
28,17,19,9,53,12,136696,206.366
29,4,19,4,40,10,136288,207.24
30,14,19,9,55,9,136206,207.417
31,18,19,11,56,4,135715,208.481
32,12,19,4,52,15,136956,205.812
33,21,19,10,52,16,136962,205.8
34,22,19,11,55,11,136693,206.372
35,3,19,3,55,13,136782,206.182
36,19,19,8,55,18,138171,203.265
37,11,19,8,53,19,138504,202.578
38,6,19,3,19,17,137711,204.222
39,20,19,5,37,14,136870,205.995
40,13,19,6,15,5,135914,208.048
41,16,19,10,3,20,140330,198.891
44,13,20,6,38,3,133600,208.153
45,8,20,6,35,4,133709,207.911
46,9,20,2,55,5,133775,207.765
47,2,20,2,48,2,133565,208.231
48,5,20,1,49,1,133193,209.062
49,15,20,7,45,7,134204,206.819
50,17,20,9,51,8,134305,206.597
51,3,20,3,57,6,134072,207.109
52,10,20,7,56,9,134807,205.503
53,4,20,4,35,13,135194,204.668
54,22,20,11,40,10,134855,205.399
55,21,20,10,56,11,135057,204.963
56,1,20,1,25,19,135520,203.969
57,6,20,3,30,17,135433,204.155
58,7,20,5,33,15,135333,204.369
59,19,20,8,45,14,135324,204.389
60,11,20,8,56,20,135891,203.18
61,14,20,9,43,16,135351,204.331
62,16,20,10,55,18,135442,204.136
63,12,20,4,31,12,135129,204.808
64,18,20,11,11,21,136125,202.686
66,8,21,6,46,1,121670,205.191
67,13,21,6,45,2,121801,204.863
68,1,21,1,20,3,122017,204.323
69,9,21,2,20,4,122106,204.102
70,17,21,9,19,8,122564,202.969
71,18,21,11,66,5,122353,203.489
72,6,21,3,48,15,123549,200.576
73,15,21,7,45,10,122758,202.494
74,2,21,2,21,7,122519,203.08
75,21,21,10,40,14,123439,200.841
76,10,21,7,57,12,123007,201.886
77,14,21,9,57,11,122842,202.288
78,11,21,8,34,17,124617,198.045
79,3,21,3,20,13,123319,201.13
80,4,21,4,15,9,122683,202.677
81,22,21,11,21,16,123858,199.837
82,5,21,1,19,6,122453,203.243
83,19,21,8,6,20,126864,192.922
84,7,21,5,6,19,125999,194.862
85,12,21,4,6,18,125444,196.128
88,13,22,6,16,3,126666,221.734
89,1,22,1,31,2,126529,222.085
90,8,22,6,20,1,126506,222.144
91,9,22,2,17,4,126780,221.442
92,2,22,2,20,5,127219,220.328
93,4,22,4,57,6,127280,220.174
94,17,22,9,14,7,127630,219.294
95,3,22,3,55,9,127795,218.882
96,14,22,9,41,12,127966,218.457
97,15,22,7,52,11,127926,218.556
98,18,22,11,57,13,127998,218.377
99,5,22,1,55,8,127640,219.269
100,10,22,7,28,16,128303,217.623
101,22,22,11,56,14,128017,218.33
102,12,22,4,40,10,127867,218.703
103,16,22,10,35,18,128780,216.454
104,20,22,5,38,15,128180,217.926
105,7,22,5,19,17,128745,216.539
108,1,23,1,71,6,118510,153.152
109,9,23,2,75,5,117933,154.286
110,13,23,6,76,4,117886,154.379
111,17,23,9,74,8,119036,152.133
112,20,23,5,74,7,118787,152.614
113,22,23,11,75,9,119574,151.104
114,6,23,3,75,13,119910,150.469
115,5,23,1,74,2,117282,155.586
116,8,23,6,74,1,116689,156.789
117,4,23,4,73,3,117869,154.413
118,18,23,11,74,10,119582,151.089
119,10,23,7,75,11,119618,151.021
120,15,23,7,75,12,119830,150.62
121,2,23,2,72,14,120251,149.829
122,16,23,10,60,16,122039,146.564
123,3,23,3,58,15,121270,147.951
124,12,23,4,40,17,131187,131.86
125,21,23,10,33,18,132849,129.5
126,14,23,9,7,20,142112,117.753
127,7,23,5,7,19,141150,118.872
128,9,24,2,47,4,117539,202.473
129,2,24,2,25,2,117430,202.758
130,14,24,9,36,7,118085,201.057
131,10,24,7,31,17,119087,198.51
132,13,24,6,11,6,118006,201.261
133,15,24,7,38,15,118870,199.056
134,22,24,11,35,10,118301,200.503
135,20,24,5,33,12,118532,199.913
136,5,24,1,62,11,118462,200.091
137,3,24,3,14,5,117977,201.336
138,18,24,11,58,19,119352,197.847
139,17,24,9,51,8,118201,200.759
140,7,24,5,34,13,118620,199.689
141,21,24,10,41,16,119066,198.563
142,6,24,3,30,14,118784,199.273
143,4,24,4,16,9,118225,200.697
144,12,24,4,16,18,119239,198.129
145,8,24,6,14,1,117387,202.871
146,1,24,1,4,3,117506,202.559
147,16,24,10,7,20,120666,194.624
148,13,25,6,20,2,116729,206.956
149,8,25,6,16,1,116630,207.224
150,15,25,7,12,7,117567,204.721
151,5,25,1,46,3,117134,205.87
152,9,25,2,16,4,117172,205.768
153,17,25,9,22,6,117507,204.879
154,12,25,4,24,10,117758,204.218
155,4,25,4,39,8,117641,204.525
156,14,25,9,23,12,117818,204.06
157,1,25,1,40,5,117453,205.022
158,10,25,7,45,13,117836,204.013
159,20,25,5,36,11,117760,204.212
160,2,25,2,46,9,117716,204.328
161,22,25,11,54,14,117969,203.665
162,6,25,3,60,15,118054,203.443
163,3,25,3,38,17,118311,202.776
164,7,25,5,28,16,118216,203.022
165,21,25,10,53,19,118557,202.141
166,16,25,10,41,18,118462,202.385
167,18,25,11,15,20,120876,196.345
168,1,26,1,16,3,132817,199.398
169,2,26,2,21,2,132719,199.609
170,22,26,11,21,11,133386,198.183
171,8,26,6,18,1,132150,200.842
172,5,26,1,17,5,133130,198.728
173,4,26,4,17,6,133133,198.722
174,15,26,7,22,13,133808,197.292
175,6,26,3,21,14,134277,196.31
176,3,26,3,21,16,134797,195.234
177,17,26,9,17,4,132952,199.109
178,7,26,5,21,9,133367,198.224
179,10,26,7,19,15,134610,195.619
180,13,26,6,19,8,133257,198.458
181,9,26,2,22,12,133539,197.859
182,18,26,11,21,10,133376,198.205
183,12,26,4,21,7,133203,198.573
184,21,26,10,21,17,134930,194.96
185,16,26,10,5,18,138160,188.545
188,1,27,1,17,2,116039,216.552
189,12,27,4,66,9,116910,214.099
190,13,27,6,19,5,116502,215.241
191,2,27,2,52,1,115987,216.7
192,5,27,1,63,4,116495,215.261
193,8,27,6,66,3,116342,215.692
194,9,27,2,17,6,116610,214.937
195,20,27,5,20,8,116772,214.484
196,15,27,7,17,12,117023,213.785
197,3,27,3,34,15,117380,212.799
198,4,27,4,17,13,117115,213.53
199,7,27,5,63,10,116969,213.935
200,14,27,9,18,11,116994,213.866
201,6,27,3,23,17,117691,211.947
202,16,27,10,66,18,117889,211.408
203,21,27,10,67,20,118208,210.546
204,18,27,11,56,16,117636,212.097
205,22,27,11,30,19,117986,211.145
206,17,27,9,20,14,117206,213.278
207,10,27,7,24,7,116712,214.652
208,5,28,1,19,7,121753,192.917
209,10,28,7,42,6,121671,193.111
210,8,28,6,61,1,121195,194.243
211,4,28,4,47,8,121793,192.823
212,1,28,1,15,3,121493,193.533
213,12,28,4,64,4,121537,193.428
214,15,28,7,65,5,121638,193.189
215,9,28,2,70,9,121941,192.475
216,17,28,9,67,10,122125,192.043
217,2,28,2,67,11,122183,191.908
218,14,28,9,67,16,122732,190.634
219,18,28,11,63,13,122397,191.409
220,6,28,3,67,18,123307,189.319
221,3,28,3,57,12,122397,191.409
222,21,28,10,68,15,122641,190.844
223,22,28,11,65,14,122436,191.319
224,13,28,6,16,2,121355,193.861
225,7,28,5,29,17,123220,189.516
226,16,28,10,29,19,123650,188.542
227,20,28,5,17,20,124222,187.262
228,13,29,6,36,1,138708,197.637
229,1,29,1,16,2,138884,197.285
230,9,29,2,38,4,139330,196.399
231,5,29,1,19,3,139112,196.831
232,15,29,7,37,12,139657,195.755
233,20,29,5,36,6,139485,196.093
234,10,29,7,54,8,139535,195.995
235,3,29,3,35,10,139577,195.912
236,2,29,2,57,7,139526,196.013
237,7,29,5,35,11,139639,195.79
238,12,29,4,29,9,139544,195.977
239,17,29,9,27,14,140264,194.57
240,18,29,11,21,18,140763,193.606
241,21,29,10,54,15,140353,194.397
242,6,29,3,56,13,139803,195.469
243,22,29,11,56,16,140593,193.933
244,14,29,9,13,19,140978,193.194
245,8,29,6,34,5,139424,196.214
246,16,29,10,28,17,140661,193.802
248,13,30,6,26,3,148222,232.987
249,2,30,2,36,7,149067,231.182
250,1,30,1,20,2,148135,233.175
251,4,30,4,25,9,149238,230.82
252,20,30,5,16,8,149086,231.142
253,9,30,2,36,5,148965,231.399
254,7,30,5,31,6,149002,231.32
255,17,30,9,34,10,149515,230.236
256,10,30,7,37,12,150255,228.691
257,5,30,1,35,4,148223,232.985
258,14,30,9,19,11,150177,228.853
259,3,30,3,32,15,150656,227.862
260,16,30,10,27,13,150487,228.211
261,6,30,3,35,17,150970,227.218
262,18,30,11,19,16,150671,227.832
263,15,30,7,32,14,150543,228.095
264,21,30,10,17,19,151701,225.731
265,8,30,6,24,1,147930,233.618
266,22,30,11,10,20,152072,224.983
267,12,30,4,12,18,151118,226.915
268,20,31,5,53,14,130510,230.414
269,5,31,1,53,13,130300,230.95
270,9,31,2,52,12,130298,230.955
271,4,31,4,51,9,129961,231.82
272,2,31,2,53,6,129807,232.217
273,13,31,6,52,4,129696,232.505
274,1,31,1,52,5,129721,232.44
275,17,31,9,52,3,129681,232.544
276,8,31,6,53,1,128047,236.859
277,12,31,4,53,16,130918,229.38
278,10,31,7,53,8,129948,231.853
279,6,31,3,53,11,130215,231.167
280,15,31,7,52,15,130853,229.544
281,3,31,3,53,10,130019,231.671
282,18,31,11,52,7,129827,232.166
283,14,31,9,49,17,132459,225.557
284,22,31,11,42,19,133918,222.053
285,7,31,5,52,2,129258,233.646
286,16,31,10,51,18,133458,223.146
287,21,31,10,6,20,137304,214.326
288,4,32,4,55,3,145768,172.464
289,3,32,3,39,5,146454,171.352
290,1,32,1,14,4,146072,171.969
291,10,32,7,50,8,147044,170.408
292,20,32,5,13,9,147271,170.047
293,2,32,2,14,11,147306,169.992
294,14,32,9,41,13,147562,169.587
295,6,32,3,13,10,147287,170.022
296,18,32,11,61,15,148128,168.7
297,5,32,1,14,12,147337,169.943
298,9,32,2,14,6,146899,170.639
299,7,32,5,29,14,147820,169.181
300,13,32,6,13,2,145757,172.482
301,21,32,10,28,16,149101,167.195
302,8,32,6,14,1,145599,172.74
303,15,32,7,32,7,146972,170.523
304,16,32,10,38,18,149270,166.936
305,17,32,9,13,17,149183,167.069
306,22,32,11,13,19,150320,165.348
307,12,32,4,13,20,150449,165.154
308,4,33,4,41,3,119101,207.668
309,9,33,2,16,7,119292,207.168
310,8,33,6,66,2,118995,207.947
311,12,33,4,54,4,119199,207.411
312,15,33,7,18,9,119524,206.564
313,20,33,5,21,12,119617,206.322
314,13,33,6,55,1,118426,209.456
315,17,33,9,30,13,119820,205.798
316,2,33,2,67,8,119461,206.727
317,7,33,5,49,6,119262,207.246
318,3,33,3,66,10,119531,206.545
319,1,33,1,65,11,119560,206.47
320,22,33,11,66,16,120575,203.869
321,18,33,11,66,17,120849,203.178
322,6,33,3,32,15,120364,204.404
323,21,33,10,20,19,121577,201.365
324,5,33,1,12,5,119258,207.257
325,16,33,10,6,18,121189,202.327
326,10,33,7,4,14,120254,204.685
328,1,34,1,13,1,136325,203.722
329,13,34,6,36,4,136591,203.161
330,8,34,6,14,2,136483,203.389
331,4,34,4,56,5,136659,203.018
332,2,34,2,56,3,136498,203.357
333,9,34,2,56,7,136854,202.61
334,10,34,7,56,6,136727,202.876
335,12,34,4,56,8,136996,202.313
336,20,34,5,55,9,137212,201.863
337,14,34,9,27,14,137753,200.746
338,22,34,11,56,16,137845,200.558
339,6,34,3,54,17,138019,200.202
340,7,34,5,36,12,137452,201.366
341,17,34,9,10,13,137680,200.896
342,3,34,3,38,10,137246,201.793
343,18,34,11,54,15,137773,200.705
344,21,34,10,54,18,138372,199.483
345,5,34,1,32,11,137302,201.677
346,16,34,10,13,19,139683,196.86
347,15,34,7,2,20,239612,122.945
348,13,35,6,36,1,113736,210.377
349,4,35,4,39,8,114229,208.98
350,8,35,6,59,3,114117,209.296
351,20,35,5,25,7,114214,209.022
352,1,35,1,31,4,114159,209.177
353,10,35,7,32,2,114057,209.465
354,5,35,1,36,6,114207,209.042
355,15,35,7,40,5,114167,209.155
356,17,35,9,40,14,115033,206.741
357,2,35,2,41,10,114652,207.796
358,9,35,2,61,9,114375,208.57
359,3,35,3,35,12,114934,207.014
360,18,35,11,59,11,114759,207.498
361,7,35,5,57,13,114951,206.967
362,22,35,11,35,16,115414,205.696
363,16,35,10,60,17,115773,204.721
364,6,35,3,50,18,115865,204.473
365,21,35,10,36,15,115212,206.249
368,8,36,6,41,1,125235,223.978
369,4,36,1,20,2,126314,221.178
370,1,36,1,20,3,126351,221.083
371,2,36,2,37,6,126722,220.137
372,21,36,4,18,7,126892,219.707
373,13,36,6,28,8,127044,219.323
374,3,36,3,40,5,126721,220.14
375,23,36,7,42,12,127796,217.444
376,15,36,7,45,13,128034,216.857
377,5,36,4,44,10,127592,217.951
378,22,36,11,17,14,128098,216.699
379,11,36,8,20,18,128487,215.746
380,17,36,9,21,9,127501,218.178
381,24,36,5,44,15,128282,216.247
382,18,36,11,42,17,128387,215.991
383,19,36,8,41,19,128489,215.742
384,16,36,12,40,20,128687,215.26
385,25,36,3,24,16,128303,216.196
386,14,36,9,44,11,127706,217.668
387,9,36,2,19,4,126642,220.341
388,26,36,5,22,21,128953,214.616
389,27,36,12,9,22,130899,210.022
390,4,37,1,42,2,136861,206.014
391,1,37,1,22,1,136701,206.355
392,8,37,6,40,4,137228,205.237
393,2,37,2,55,5,137417,204.838
394,13,37,6,42,3,137199,205.298
395,21,37,4,44,9,137879,203.872
396,15,37,7,40,10,138016,203.587
397,5,37,4,41,7,137810,204.015
398,25,37,3,19,8,137864,203.903
399,17,37,9,55,14,138540,202.504
400,22,37,11,32,15,138566,202.451
401,18,37,11,54,16,138658,202.262
402,11,37,8,37,13,138496,202.595
403,26,37,5,54,18,139098,201.364
404,23,37,7,52,19,139243,201.07
405,19,37,8,32,20,139566,200.417
406,24,37,5,21,12,138447,202.695
407,9,37,2,53,17,138874,201.82
408,3,37,3,18,6,137704,204.237
409,14,37,9,28,11,138098,203.416
410,27,37,12,5,21,141495,196.608
412,13,38,6,42,1,134067,207.12
413,1,38,1,18,2,134270,206.674
414,8,38,6,39,3,134357,206.483
415,2,38,2,38,5,134470,206.236
416,4,38,1,46,4,134420,206.346
417,9,38,2,46,6,134819,205.477
418,15,38,7,40,7,135153,204.756
419,21,38,4,51,8,135200,204.655
420,5,38,4,27,10,135475,204.065
421,3,38,3,51,11,135556,203.893
422,25,38,3,27,16,135992,202.966
423,23,38,7,37,15,135845,203.278
424,22,38,11,50,14,135842,203.284
425,27,38,12,40,20,137184,200.477
426,16,38,12,45,19,136772,201.33
427,19,38,8,27,17,136111,202.715
428,17,38,9,37,12,135705,203.575
429,14,38,9,34,9,135384,204.26
430,11,38,8,23,18,136359,202.193
431,24,38,5,23,13,135723,203.537
434,13,39,6,14,1,122680,202.685
435,1,39,1,20,2,122876,202.205
436,4,39,1,17,3,122966,201.986
437,9,39,2,20,5,123129,201.59
438,14,39,9,18,8,123524,200.636
439,3,39,3,60,10,123693,200.231
440,5,39,4,32,4,122980,201.952
441,11,39,8,23,12,124110,199.239
442,21,39,4,57,9,123560,200.55
443,22,39,11,16,14,124287,198.82
444,19,39,8,59,15,124291,198.811
445,18,39,11,64,13,124186,199.059
446,16,39,12,57,16,125191,196.71
447,27,39,12,61,18,125260,196.551
448,2,39,2,22,7,123483,200.735
449,23,39,7,37,11,124003,199.492
450,24,39,5,18,17,125207,196.673
451,26,39,5,6,20,126238,194.322
452,8,39,6,7,6,123475,200.754
453,15,39,7,6,19,126094,194.647
454,17,39,9,4,21,126323,194.131
456,4,40,1,44,1,115284,159.715
457,1,40,1,28,2,115372,159.528
458,13,40,6,47,4,116183,157.83
459,21,40,4,54,5,116254,157.683
460,9,40,2,39,3,116006,158.198
461,2,40,2,30,12,117041,156.072
462,25,40,3,40,7,116658,156.852
463,8,40,6,62,6,116592,156.987
464,26,40,5,73,10,116867,156.426
465,22,40,11,69,13,117080,155.993
466,18,40,11,40,9,116802,156.558
467,3,40,3,70,11,116991,156.174
468,5,40,4,72,14,117100,155.953
469,14,40,9,75,8,116786,156.591
470,15,40,7,53,18,117495,155.158
471,23,40,7,47,17,117231,155.688
472,11,40,8,74,15,117183,155.785
473,19,40,8,63,16,117223,155.704
474,27,40,12,70,20,117689,154.77
475,16,40,12,34,19,117678,154.792
476,17,40,9,17,21,118998,152.206
478,1,41,1,37,2,116494,205.239
479,2,41,2,19,3,116696,204.699
480,25,41,3,67,11,117947,201.413
481,5,41,4,67,13,118368,200.331
482,8,41,6,21,5,116861,204.259
483,11,41,8,47,12,118035,201.186
484,4,41,1,46,1,116367,205.58
485,23,41,7,38,10,117910,201.509
486,17,41,9,47,9,117618,202.267
487,3,41,3,42,6,117156,203.478
488,19,41,8,36,15,118780,199.284
489,22,41,11,62,14,118543,199.885
490,15,41,7,12,17,119092,198.497
491,24,41,5,9,19,119375,197.79
492,27,41,12,21,18,119254,198.092
493,14,41,9,19,16,118981,198.776
494,9,41,2,19,8,117529,202.499
495,16,41,12,20,20,119452,197.598
496,26,41,5,6,21,120092,196.019
498,13,41,6,22,4,116849,204.291
499,21,41,4,22,7,117411,202.808
500,1,42,1,20,2,113222,206.101
501,4,42,1,21,3,113257,206.003
502,13,42,6,50,4,113380,205.658
503,8,42,6,49,1,113117,206.397
504,5,42,4,67,7,113998,203.94
505,15,42,7,30,10,114016,203.891
506,17,42,9,57,8,114004,203.924
507,20,42,2,53,6,113862,204.316
508,21,42,4,67,9,114009,203.91
509,25,42,3,41,13,114486,202.604
510,19,42,8,55,12,114066,203.753
511,18,42,11,42,14,114703,202.015
512,26,42,5,66,16,115092,200.969
513,16,42,12,49,15,114858,201.597
514,27,42,12,65,18,115902,198.824
515,3,42,3,34,11,114066,203.753
516,24,42,5,64,17,115426,200.079
517,2,42,2,20,5,113414,205.562
518,11,42,8,8,19,116680,196.807
522,8,43,6,20,2,116207,208.374
523,13,43,6,42,1,116099,208.67
524,1,43,1,39,4,116587,207.34
525,9,43,2,44,10,117153,205.819
526,2,43,2,70,7,116875,206.563
527,21,43,4,70,5,116703,207.027
528,4,43,1,36,3,116495,207.59
529,18,43,11,70,6,116770,206.846
530,3,43,3,69,9,117011,206.199
531,23,43,7,68,8,116966,206.319
532,22,43,11,68,12,117220,205.641
533,17,43,9,69,14,117249,205.563
534,14,43,9,68,15,117447,205.038
535,25,43,3,69,13,117240,205.587
536,5,43,4,69,11,117206,205.678
537,11,43,8,39,16,117796,204.118
538,16,43,12,27,18,118091,203.347
539,26,43,5,51,17,117934,203.757
540,27,43,12,27,19,118955,201.122
544,8,44,6,17,1,120638,229.514
545,4,44,1,35,3,121117,228.159
546,1,44,1,11,4,121675,226.6
547,9,44,2,14,6,122105,225.413
548,13,44,6,17,2,120858,228.89
549,2,44,2,17,5,121991,225.727
550,5,44,4,11,9,122552,224.193
551,21,44,4,13,7,122136,225.328
552,22,44,11,28,13,123387,221.948
553,18,44,11,29,16,123581,221.433
554,14,44,9,40,12,123118,222.666
555,3,44,3,49,11,122896,223.262
556,25,44,3,57,10,122693,223.81
557,11,44,8,42,14,123413,221.879
558,27,44,12,56,21,124390,219.31
559,24,44,5,46,17,123628,221.308
560,15,44,7,17,18,123708,221.097
561,19,44,8,26,20,124144,219.951
562,26,44,5,19,15,123570,221.462
563,23,44,7,12,8,122510,224.307
564,16,44,12,16,22,125015,217.698
565,17,44,9,6,19,123767,220.941
566,4,45,1,35,2,133231,198.783
567,13,45,6,34,1,132853,199.592
568,17,45,9,29,8,134449,196.22
569,25,45,3,33,5,134235,196.665
570,14,45,9,48,6,134316,196.496
571,2,45,2,49,7,134354,196.417
572,9,45,2,49,9,134451,196.216
573,5,45,4,48,11,134603,195.9
574,1,45,1,29,3,133401,198.421
575,21,45,4,48,12,134893,195.302
576,22,45,11,37,14,135632,193.792
577,19,45,8,46,13,135282,194.504
578,15,45,7,29,10,134496,196.122
579,8,45,6,32,4,133904,197.359
580,11,45,8,18,16,137401,190.273
581,23,45,7,18,15,136195,192.658
582,28,45,12,13,17,142783,180.309
583,18,45,11,2,18,220041,132.338
584,16,45,12,2,19,225798,127.112
585,3,45,3,2,20,250950,108.41
586,26,45,5,2,21,301900,101.884
587,24,45,5,2,22,322300,91.61
588,1,46,1,13,2,120171,196.724
589,8,46,6,70,1,120047,197.029
590,2,46,2,16,5,120582,195.721
591,4,46,1,49,3,120324,196.349
592,9,46,2,40,4,120419,196.117
593,23,46,7,69,9,120961,194.804
594,3,46,3,68,6,120672,195.502
595,5,46,4,69,8,120935,194.867
596,17,46,9,63,7,120915,194.915
597,15,46,7,48,12,121253,194.104
598,14,46,9,67,14,121553,193.39
599,21,46,4,66,15,121695,193.054
600,13,46,6,37,11,120981,194.756
601,25,46,3,49,13,121264,194.078
602,11,46,8,66,10,120980,194.759
603,20,46,5,65,16,121915,192.536
604,16,46,12,67,19,122263,191.721
605,22,46,11,34,17,122004,192.327
606,24,46,5,35,20,122410,191.379
607,19,46,8,39,18,122166,191.948
608,18,46,11,25,21,122906,190.234
609,29,46,12,4,22,126741,181.824
610,13,47,6,18,2,127922,218.566
611,8,47,6,57,1,127295,220.136
612,4,47,1,39,4,128070,218.199
613,2,47,2,39,5,128319,217.583
614,1,47,1,17,3,127963,218.464
615,5,47,4,20,7,128603,216.886
616,3,47,3,37,6,128536,217.05
617,9,47,2,11,11,128918,216.118
618,21,47,4,56,9,128793,216.422
619,14,47,9,54,13,129068,215.754
620,25,47,3,55,8,128737,216.559
621,23,47,7,55,12,128924,216.103
622,18,47,11,34,10,128873,216.227
623,19,47,8,38,17,129658,214.334
624,24,47,5,56,16,129563,214.561
625,15,47,7,39,14,129459,214.811
626,22,47,11,35,15,129513,214.681
627,11,47,8,56,18,129916,213.719
628,20,47,5,39,19,129983,213.56
629,29,47,12,21,22,130951,211.287
630,16,47,12,52,20,130617,212.066
631,17,47,9,4,21,130808,211.62
632,4,48,1,15,1,122871,251.653
633,1,48,1,17,2,122936,251.456
634,8,48,6,21,3,123370,250.147
635,2,48,2,19,4,123681,249.217
636,9,48,2,22,5,123908,248.543
637,3,48,3,52,8,124472,246.884
638,5,48,4,53,7,124226,247.605
639,18,48,11,32,9,124532,246.708
640,17,48,9,46,13,124824,245.859
641,22,48,11,52,12,124767,246.024
642,15,48,7,49,10,124622,246.446
643,21,48,4,32,14,124849,245.787
644,25,48,3,42,16,125000,245.35
645,19,48,8,46,17,125116,245.016
646,23,48,7,49,15,124951,245.492
647,11,48,8,49,11,124669,246.309
648,24,48,5,45,19,125373,244.278
649,20,48,5,47,18,125313,244.45
650,16,48,12,30,20,125377,244.267
651,29,48,12,34,21,125478,243.978
652,13,48,6,8,6,123971,248.357
654,8,49,6,12,2,148095,233.261
655,13,49,6,34,1,148036,233.388
656,4,49,1,44,3,148182,233.073
657,1,49,1,41,4,148215,233.002
658,2,49,2,33,5,148663,232.042
659,3,49,3,29,9,149769,229.704
660,17,49,9,12,11,150049,229.119
661,5,49,4,21,8,149600,230.058
662,9,49,2,32,6,148894,231.549
663,23,49,7,43,10,150022,229.175
664,15,49,7,43,7,148990,231.345
665,24,49,5,40,13,150730,227.71
666,22,49,11,43,12,150678,227.817
667,16,49,12,29,15,150902,227.357
668,11,49,8,32,14,150886,227.39
669,19,49,8,43,19,151391,226.359
670,29,49,12,30,20,151648,225.838
671,18,49,11,22,16,151141,226.868
672,25,49,3,18,18,151270,226.605
673,14,49,9,24,17,151156,226.837
674,20,49,5,4,21,152724,223.682
676,1,50,1,27,1,128193,186.259
677,5,50,4,34,9,129655,183.222
678,8,50,6,29,8,129619,183.295
679,14,50,9,56,11,130086,182.345
680,21,50,4,33,12,130387,181.738
681,13,50,6,32,7,129588,183.359
682,9,50,2,32,4,129021,184.527
683,16,50,12,54,18,131891,178.763
684,24,50,5,35,13,130653,181.205
685,22,50,11,57,15,131060,180.395
686,18,50,11,58,19,131951,178.647
687,29,50,12,33,20,132130,178.3
688,15,50,7,55,21,132414,177.752
689,2,50,2,28,6,129084,184.396
690,11,50,8,54,16,131507,179.514
691,23,50,7,33,14,130865,180.782
692,19,50,8,27,17,131803,178.935
693,3,50,3,27,10,129926,182.67
694,20,50,5,31,5,129057,184.452
695,17,50,9,30,3,128940,184.695
696,4,50,1,25,2,128511,185.59
697,25,50,3,19,22,205636,130.749
698,8,51,6,52,3,138285,199.66
699,4,51,1,54,2,137991,200.259
700,13,51,6,56,1,137454,201.362
701,20,51,5,52,13,139890,196.452
702,18,51,11,39,5,138913,198.392
703,24,51,5,53,11,139654,196.917
704,2,51,2,55,7,139325,197.569
705,14,51,9,55,10,139640,196.945
706,5,51,4,52,8,139331,197.557
707,17,51,9,55,9,139371,197.478
708,21,51,4,39,4,138900,198.418
709,25,51,3,54,12,139743,196.741
710,15,51,7,55,14,139911,196.41
711,11,51,8,54,15,140126,195.989
712,22,51,11,55,16,140516,195.228
713,3,51,3,54,6,139233,197.752
714,29,51,12,52,17,140764,194.748
715,9,51,2,32,18,140926,194.435
716,1,51,1,22,19,143131,190.278
717,23,51,7,25,20,144062,188.576
718,16,51,12,22,21,147603,182.37
719,19,51,8,9,22,151765,175.579
720,8,52,6,66,1,112445,214.126
721,13,52,6,71,3,112584,213.716
722,4,52,1,59,6,113150,212.062
723,3,52,3,56,7,113159,212.036
724,9,52,2,61,4,112686,213.416
725,2,52,2,53,10,113452,211.19
726,1,52,1,58,2,112506,213.946
727,15,52,7,68,8,113361,211.452
728,14,52,9,22,13,114195,209.076
729,6,52,3,69,5,113116,212.161
730,23,52,7,65,9,113368,211.432
731,11,52,8,39,19,114914,207.069
732,24,52,5,56,11,113643,210.643
733,19,52,8,64,14,114329,208.699
734,16,52,12,13,20,115202,206.276
735,22,52,11,32,17,114742,207.545
736,5,52,4,31,18,114891,207.133
737,20,52,5,18,16,114423,208.435
738,18,52,11,20,12,114039,209.516
739,17,52,9,13,15,114398,208.505
740,29,52,12,2,21,150404,140.505
741,21,52,4,2,22,202680,126.446
742,4,53,4,21,3,132534,210.551
743,30,53,6,38,2,132523,210.576
744,8,53,1,29,8,132864,209.803
745,18,53,11,39,5,132729,210.109
746,31,53,1,21,7,132771,210.013
747,17,53,3,25,4,132660,210.265
748,3,53,3,42,1,132408,210.838
749,32,53,9,40,10,133212,209.02
750,13,53,6,28,6,132739,210.086
751,14,53,9,26,11,133376,208.653
752,24,53,5,26,12,133480,208.421
753,2,53,2,26,14,133772,207.772
754,26,53,5,45,9,133108,209.253
755,23,53,7,25,16,134112,207.021
756,22,53,11,14,15,133840,207.621
757,15,53,7,24,18,134852,205.406
758,33,53,13,41,19,135940,203.076
759,11,53,8,17,20,137104,200.642
760,34,53,8,11,21,138302,198.197
761,35,53,2,20,13,133694,207.945
762,21,53,4,15,17,134320,206.564
764,21,54,4,16,2,135294,209.402
765,4,54,4,45,1,134803,210.487
766,18,54,11,35,4,135604,208.723
