,driverId,raceId,lap,pit_ms
2275,820,883,23,24141
2276,4,883,24,21123
2277,20,883,25,21290
2278,823,883,24,22252
2279,817,883,25,22028
2280,807,883,26,22400
2281,154,883,27,21608
2282,13,883,28,21569
2283,822,883,29,28408
2284,3,883,33,21183
2285,821,883,33,22438
2286,8,883,34,21723
2287,18,883,34,21696
2288,819,883,35,23263
2289,814,883,36,22475
2290,13,883,36,27757
2291,824,883,36,22817
2292,17,883,37,21031
2293,820,883,37,26004
2294,1,883,38,21600
2295,815,883,39,21319
2296,4,883,39,21189
2297,813,883,39,22066
2298,823,883,39,22380
2299,807,883,41,22814
2300,817,883,41,22623
2301,20,883,42,21906
2302,154,883,42,21556
2303,16,883,42,22346
2304,821,883,43,22246
2305,3,883,44,21267
2306,18,883,46,21230
2307,820,883,46,22552
2308,822,883,47,23837
2309,823,883,47,23375
2310,824,883,48,23803
2311,824,884,2,29994
2312,17,884,7,19668
2313,13,884,8,19490
2314,807,884,8,19993
2315,813,884,8,20205
2316,819,884,8,20734
2317,4,884,9,18909
2318,1,884,9,22018
2319,814,884,9,20615
2320,818,884,9,19772
2321,823,884,9,21686
2322,822,884,9,21171
2323,3,884,10,19414
2324,20,884,10,18606
2325,8,884,10,19978
2326,815,884,10,19250
2327,817,884,10,19795
2328,18,884,11,18810
2329,821,884,13,22144
2330,813,884,13,13266
2331,820,884,15,25294
2332,824,884,16,20656
2333,814,884,19,19792
2334,13,884,20,19373
2335,17,884,20,19151
2336,818,884,20,20671
2337,813,884,20,23139
2338,823,884,20,22029
2339,4,884,21,19952
2340,807,884,21,19402
2341,16,884,22,20306
2342,815,884,23,20578
2343,819,884,23,20870
2344,20,884,24,18708
2345,817,884,24,20100
2346,1,884,25,20132
2347,822,884,25,20533
2348,8,884,26,19743
2349,3,884,27,20032
2350,821,884,28,19988
2351,18,884,28,19196
2352,824,884,29,19904
2353,820,884,30,21582
2354,807,884,34,22324
2355,818,884,34,25362
2356,807,884,35,24001
2357,813,884,35,20800
2358,4,884,36,19519
2359,13,884,36,19326
2360,17,884,36,19170
2361,1,884,36,19700
2362,16,884,36,19591
2363,818,884,37,29740
2364,814,884,38,19822
2365,815,884,38,19866
2366,807,884,38,28971
2367,20,884,39,19551
2368,817,884,39,19498
2369,819,884,41,21202
2370,821,884,42,20082
2371,822,884,43,19908
2372,8,884,45,20184
2373,18,884,46,19290
2374,824,884,46,19830
2375,3,884,47,19352
2376,820,884,47,21340
2377,4,884,49,18471
2378,16,884,49,22931
2379,17,884,50,18931
2380,815,884,50,19993
2381,1,884,50,19457
2382,13,884,51,19001
2383,20,884,51,18694
2384,817,884,51,19857
2385,814,884,53,19481
2386,813,884,53,19723
2387,807,884,53,20314
2388,821,884,54,19324
2389,813,885,1,40507
2390,823,885,1,35100
2391,814,885,9,25643
2392,817,885,22,25225
2393,824,885,22,25098
2394,820,885,23,25337
2395,823,885,24,25676
2396,17,885,25,24316
2397,8,885,26,24420
2398,18,885,26,24585
2399,13,885,26,25331
2400,807,885,27,24974
2401,4,885,28,24489
2402,821,885,28,25364
2403,815,885,29,24672
2404,818,885,29,24827
2405,20,885,30,24375
2406,16,885,30,25274
2407,822,885,30,29063
2408,154,885,30,24565
2409,813,885,30,26146
2410,3,885,31,25200
2411,1,885,31,24801
2412,824,885,35,25215
2413,823,885,35,25862
2414,820,885,48,19553
2415,154,885,62,39980
2416,821,885,63,25926
2417,820,885,63,26198
2418,8,885,70,25125
2419,814,881,20,123124
2420,16,881,22,89401
2421,18,881,35,104833
2422,16,884,8,74026
2423,823,886,8,22323
2424,16,886,9,22789
2425,819,886,11,22184
2426,817,886,12,21223
2427,807,886,12,21623
2428,813,886,12,24557
2429,17,886,13,20716
2430,818,886,13,21900
2431,815,886,13,20427
2432,3,886,14,21125
2433,822,886,14,22242
2434,20,886,16,20835
2435,4,886,16,20512
2436,13,886,17,20473
2437,813,886,17,14446
2438,1,886,19,20879
2439,821,886,21,22017
2440,8,886,22,25182
2441,18,886,27,20212
2442,3,886,31,20832
2443,823,886,32,22039
2444,819,886,36,22033
2445,16,886,37,21000
2446,807,886,38,21014
2447,820,886,38,21374
2448,817,886,39,21315
2449,823,886,38,29056
2450,822,886,40,24418
2451,13,886,41,20372
2452,824,886,41,21378
2453,823,886,40,24510
2454,154,886,42,20859
2455,815,886,43,20805
2456,17,886,46,22709
2457,4,886,47,20636
2458,1,886,48,20656
2459,20,886,49,20898
2460,813,886,49,21637
2461,154,886,53,21574
2462,814,886,56,21066
2463,3,886,57,21459
2464,818,886,57,20739
2465,16,886,61,14489
2466,821,886,63,21524
2467,1,887,8,29026
2468,154,887,9,24725
2469,814,887,9,25004
2470,4,887,10,24572
2471,17,887,10,31448
2472,821,887,10,25330
2473,823,887,10,26515
2474,13,887,10,35210
2475,8,887,11,24992
2476,817,887,11,29446
2477,18,887,11,24745
2478,824,887,11,25729
2479,3,887,12,24990
2480,16,887,12,24807
2481,807,887,12,29684
2482,820,887,12,26031
2483,20,887,13,24159
2484,815,887,13,24596
2485,818,887,14,29418
2486,813,887,15,25244
2487,822,887,15,30231
2488,819,887,15,26191
2489,13,887,16,24680
2490,807,887,25,26256
2491,818,887,25,26317
2492,821,887,27,26040
2493,823,887,28,25814
2494,8,887,29,24428
2495,821,887,29,31937
2496,4,887,30,24789
2497,154,887,30,24751
2498,17,887,31,24781
2499,817,887,32,26229
2500,18,887,32,24357
2501,820,887,32,25701
2502,16,887,33,25158
2503,815,887,33,25028
2504,814,887,33,25099
2505,824,887,33,25927
2506,3,887,34,24893
2507,819,887,34,26371
2508,20,887,35,24092
2509,1,887,36,24635
2510,13,887,36,24400
2511,813,887,37,25275
2512,807,887,37,24863
2513,822,887,38,31851
2514,821,887,40,25087
2515,823,887,40,26391
2516,4,887,41,25018
2517,3,887,42,25436
2518,17,887,42,24473
2519,154,887,42,25911
2520,814,887,42,33401
2521,13,887,42,24872
2522,814,888,4,20547
2523,818,888,4,23147
2524,819,888,4,22699
2525,817,888,5,19846
2526,16,888,5,19910
2527,823,888,5,21900
2528,824,888,5,20840
2529,1,888,6,19487
2530,821,888,6,19816
2531,20,888,7,18979
2532,815,888,7,20432
2533,17,888,8,162042
2534,8,888,8,19378
2535,820,888,8,21021
2536,4,888,12,20199
2537,154,888,13,20273
2538,3,888,16,19690
2539,807,888,17,21226
2540,817,888,18,19952
2541,824,888,18,20371
2542,823,888,19,20974
2543,820,888,20,19953
2544,18,888,21,20812
2545,813,888,21,20331
2546,1,888,22,19321
2547,822,888,22,33796
2548,821,888,22,19869
2549,20,888,24,20039
2550,154,888,24,20007
2551,8,888,24,20528
2552,4,888,24,19539
2553,815,888,24,20433
2554,16,888,24,20204
2555,814,888,24,21483
2556,3,888,24,22207
2557,17,888,23,19991
2558,819,888,24,21388
2559,820,888,26,20272
2560,819,888,34,22986
2561,807,888,37,20364
2562,820,888,37,21433
2563,17,888,38,19921
2564,823,888,38,20545
2565,154,888,40,19591
2566,817,888,40,20196
2567,20,888,41,19118
2568,821,888,41,21160
2569,16,888,43,21799
2570,1,888,45,19316
2571,18,888,47,19692
2572,3,888,48,19684
2573,8,888,49,19390
2574,4,888,49,19476
2575,807,888,49,20557
2576,813,888,50,36196
2577,822,888,54,45695
2578,818,890,8,22745
2579,823,890,8,23200
2580,1,890,9,21840
2581,813,890,9,22103
2582,814,890,9,22754
2583,817,890,10,24033
2584,3,890,10,22015
2585,822,890,10,22023
2586,20,890,11,21343
2587,13,890,11,23012
2588,807,890,11,22303
2589,4,890,12,21599
2590,154,890,13,22054
2591,8,890,13,22161
2592,819,890,13,22465
2593,824,890,20,22159
2594,820,890,21,22323
2595,17,890,23,21762
2596,815,890,23,22323
2597,821,890,23,22425
2598,18,890,24,22107
2599,154,890,25,22267
2600,814,890,26,22723
2601,823,890,27,22831
2602,813,890,28,21880
2603,3,890,29,22628
2604,818,890,30,22282
2605,1,890,31,21454
2606,13,890,31,21753
2607,822,890,33,22612
2608,20,890,34,21863
2609,4,890,34,22249
2610,824,890,33,22221
2611,807,890,35,22606
2612,820,890,34,22301
2613,154,890,37,16453
2614,18,890,37,22496
2615,815,890,38,22722
2616,817,890,38,21996
2617,819,890,38,22450
2618,807,890,40,16512
2619,8,890,42,21643
2620,17,890,43,22349
2621,823,890,44,22384
2622,154,890,47,22451
2623,824,890,46,23030
2624,4,890,48,21753
2625,13,890,48,21612
2626,3,890,48,21854
2627,814,890,48,23027
2628,1,890,50,22136
2629,818,890,50,23756
2630,813,890,51,24796
2631,820,890,50,23257
2632,20,890,55,21666
2633,17,890,59,22022
2634,807,891,9,24219
2635,13,891,9,22872
2636,814,891,10,23475
2637,818,891,10,24070
2638,1,891,11,23397
2639,16,891,11,23327
2640,813,891,11,27059
2641,3,891,12,22893
2642,4,891,13,22631
2643,17,891,13,23004
2644,815,891,13,17378
2645,20,891,14,22685
2646,8,891,14,23744
2647,822,891,14,23411
2648,824,891,14,24083
2649,823,891,15,24968
2650,820,891,15,24013
2651,817,891,16,23144
2652,18,891,17,22465
2653,815,891,18,22597
2654,821,891,19,22761
2655,154,891,22,23445
2656,807,891,24,23334
2657,818,891,24,24539
2658,3,891,25,23723
2659,814,891,25,23540
2660,1,891,26,22682
2661,13,891,26,22634
2662,16,891,26,23655
2663,813,891,27,35228
2664,4,891,28,22444
2665,821,891,28,22712
2666,822,891,28,23540
2667,824,891,28,23961
2668,17,891,29,23477
2669,823,891,29,23998
2670,20,891,30,22884
2671,820,891,29,23916
2672,817,891,33,22871
2673,820,891,32,17427
2674,18,891,34,23317
2675,813,891,38,30894
2676,821,891,41,17433
2677,8,892,1,30975
2678,1,892,13,24460
2679,819,892,17,25569
2680,823,892,18,26302
2681,154,892,20,27040
2682,18,892,21,24450
2683,817,892,22,24319
2684,815,892,22,25933
2685,824,892,22,25541
2686,20,892,23,24305
2687,17,892,23,24205
2688,820,892,23,26146
2689,13,892,24,24692
2690,807,892,24,25633
2691,16,892,24,26873
2692,813,892,24,25397
2693,822,892,25,24665
2694,3,892,26,24079
2695,4,892,27,24208
2696,821,892,27,24668
2697,8,892,30,24764
2698,1,892,38,24315
2699,819,892,38,26363
2700,823,892,39,33200
2701,4,893,25,29176
2702,154,893,25,30293
2703,13,893,25,29136
2704,18,893,25,30085
2705,8,893,25,33013
2706,815,893,25,29396
2707,807,893,25,30253
2708,821,893,25,31706
2709,16,893,25,30166
2710,813,893,25,30444
2711,819,893,25,32008
2712,823,893,26,37700
2713,154,893,33,73009
2714,818,893,39,29999
2715,17,893,40,28909
2716,16,893,40,31230
2717,824,893,40,29421
2718,3,893,41,29616
2719,813,893,41,30175
2720,820,893,41,29687
2721,814,893,42,29777
2722,13,893,42,29573
2723,822,893,42,33836
2724,823,893,42,30141
2725,1,893,43,30085
2726,20,893,44,28934
2727,819,893,54,31546
2728,8,893,10,29469
2729,824,893,10,29573
2730,821,893,11,29364
2731,818,893,11,29736
2732,819,893,11,31841
2733,820,893,11,30497
2734,824,893,11,32243
2735,13,893,12,29040
2736,16,893,12,29678
2737,17,893,13,29031
2738,18,893,13,29284
2739,807,893,13,29910
2740,823,893,13,30161
2741,822,893,13,31792
2742,4,893,14,29436
2743,815,893,14,28709
2744,3,893,15,29212
2745,154,893,15,29702
2746,1,893,15,29032
2747,817,893,15,32097
2748,813,893,16,29966
2749,20,893,17,28787
2750,814,893,20,29667
2751,824,893,23,29823
2752,818,893,24,30714
2753,822,893,24,30790
2754,820,893,24,31173
2755,16,894,3,29829
2756,18,894,4,26948
2757,13,894,6,22474
2758,813,894,7,23470
2759,814,894,7,23814
2760,821,894,7,23096
2761,822,894,8,23912
2762,1,894,9,22270
2763,4,894,9,22208
2764,819,894,9,24320
2765,154,894,10,22519
2766,3,894,10,23412
2767,807,894,10,23654
2768,815,894,10,22901
2769,823,894,10,17513
2770,824,894,10,23097
2771,20,894,11,22662
2772,8,894,11,22924
2773,823,894,11,23987
2774,17,894,12,22587
2775,818,894,12,24477
2776,820,894,12,23761
2777,817,894,18,23892
2778,18,894,22,25946
2779,813,894,23,23642
2780,814,894,23,23854
2781,818,894,24,23845
2782,8,894,25,23236
2783,807,894,26,24112
2784,3,894,28,42432
2785,4,894,28,22807
2786,16,894,28,23155
2787,822,894,28,24240
2788,1,894,29,22251
2789,13,894,29,22401
2790,17,894,30,22718
2791,20,894,31,22935
2792,819,894,30,24366
2793,154,894,31,22767
2794,824,894,30,23814
2795,820,894,30,26299
2796,823,894,30,24548
2797,817,894,31,23194
2798,17,894,31,23490
2799,821,894,31,23408
2800,815,894,31,38893
2801,818,894,38,24016
2802,16,894,38,71445
2803,16,894,41,18979
2804,819,895,1,17935
2805,1,895,1,25297
2806,818,895,7,25816
2807,18,895,8,23462
2808,822,895,8,23421
2809,16,895,8,23803
2810,821,895,9,23887
2811,813,895,9,23524
2812,807,895,10,23383
2813,814,895,10,23476
2814,17,895,11,23617
2815,13,895,11,22946
2816,8,895,11,23313
2817,820,895,11,23648
2818,154,895,12,23282
2819,3,895,12,22812
2820,815,895,12,26423
2821,4,895,13,22645
2822,20,895,14,22916
2823,3,895,16,17806
2824,819,895,17,24380
2825,817,895,21,24608
2826,818,895,21,24087
2827,18,895,23,26263
2828,3,895,24,22771
2829,17,895,25,22774
2830,814,895,26,23858
2831,822,895,27,23483
2832,16,895,27,23484
2833,13,895,28,22871
2834,813,895,28,24202
2835,154,895,29,23086
2836,807,895,29,23831
2837,820,895,29,24373
2838,4,895,30,22839
2839,821,895,30,23184
2840,815,895,30,27707
2841,8,895,31,23290
2842,817,895,32,17801
2843,13,895,34,17822
2844,819,895,35,24381
2845,20,895,37,22873
2846,818,895,38,24876
2847,3,895,39,22551
2848,18,895,40,23105
2849,17,895,42,23094
2850,815,895,42,25585
2851,817,895,44,24178
2852,814,896,1,23662
2853,818,896,1,24232
2854,819,896,1,29082
2855,20,896,2,24000
2856,4,896,2,29800
2857,807,896,5,24096
2858,824,896,5,33937
2859,18,896,6,23517
2860,3,896,7,23685
2861,8,896,7,26989
2862,13,896,8,23579
2863,1,896,8,23546
2864,813,896,8,25530
2865,18,896,12,23774
2866,154,896,13,23648
2867,821,896,16,18423
2868,819,896,16,26970
2869,821,896,26,25660
2870,818,896,26,24128
2871,3,896,27,23895
2872,17,896,28,23487
2873,815,896,28,23541
2874,820,896,29,24757
2875,13,896,30,23332
2876,1,896,30,23574
2877,814,896,30,24024
2878,4,896,30,23595
2879,20,896,31,23568
2880,822,896,31,27619
2881,17,896,32,23459
2882,18,896,32,24754
2883,817,896,33,25608
2884,815,896,33,24910
2885,807,896,33,24834
2886,824,896,33,25383
2887,4,896,36,24066
2888,817,896,38,24471
2889,813,896,38,26312
2890,16,896,41,23891
2891,821,896,47,24415
2892,822,896,49,25909
2893,807,896,53,29057
2894,820,896,52,24445
2895,8,896,58,24141
2896,18,897,2,27176
2897,813,897,5,22886
2898,824,897,5,24064
2899,815,897,6,21503
2900,820,897,6,23490
2901,1,897,7,21372
2902,817,897,7,22194
2903,823,897,7,22834
2904,17,897,8,21175
2905,154,897,8,21627
2906,819,897,8,22498
2907,807,897,9,22363
2908,3,897,10,21653
2909,18,897,11,21516
2910,20,897,14,22275
2911,4,897,16,21530
2912,818,897,17,21930
2913,13,897,18,21485
2914,821,897,18,22685
2915,814,897,20,22270
2916,822,897,24,23361
2917,813,897,25,23410
2918,807,897,27,22863
2919,815,897,27,21370
2920,16,897,28,22048
2921,817,897,28,22946
2922,1,897,29,21609
2923,821,897,30,22070
2924,824,897,31,23576
2925,819,897,32,24005
2926,17,897,33,21911
2927,3,897,33,21633
2928,820,897,32,22802
2929,823,897,33,22286
2930,807,897,34,16147
2931,20,897,37,21298
2932,154,897,37,22286
2933,13,897,38,22315
2934,4,897,44,21453
2935,822,897,45,26680
2936,818,897,51,23608
2937,821,898,1,24859
2938,820,898,5,18737
2939,813,898,8,32794
2940,5,898,17,25323
2941,18,898,20,24589
2942,819,898,20,27568
2943,13,898,21,23936
2944,824,898,21,26205
2945,823,898,21,25268
2946,815,898,22,23808
2947,814,898,22,24444
2948,3,898,22,23806
2949,817,898,22,24226
2950,822,898,23,25014
2951,1,898,25,23904
2952,4,898,26,23817
2953,20,898,27,24086
2954,820,898,26,24293
2955,807,898,27,24030
2956,818,898,27,24381
2957,17,898,28,23537
2958,154,898,29,23876
2959,5,898,31,36333
2960,821,898,36,25027
2961,13,898,38,24116
2962,814,898,49,24914
2963,819,898,50,18692
2964,818,899,10,23455
2965,817,899,14,22721
2966,5,899,15,23019
2967,822,899,17,24166
2968,16,899,17,23161
2969,13,899,19,22342
2970,815,899,19,22591
2971,18,899,20,22746
2972,807,899,20,23887
2973,814,899,20,23237
2974,4,899,21,22755
2975,1,899,21,22655
2976,824,899,21,24657
2977,3,899,22,23328
2978,821,899,22,23857
2979,17,899,23,25012
2980,813,899,23,23600
2981,20,899,24,22510
2982,823,899,24,23732
2983,819,899,25,24099
2984,820,899,26,25060
2985,818,899,28,24183
2986,13,899,34,17367
2987,5,899,34,22646
2988,16,899,37,24001
2989,822,899,41,23695
2990,817,899,42,23340
2991,18,899,43,23788
2992,13,899,43,22655
2993,813,899,43,26734
2994,3,899,44,22753
2995,815,899,44,22397
2996,807,899,46,23237
2997,20,899,47,32899
2998,17,899,47,26718
2999,818,899,46,23451
3000,4,899,47,22732
3001,1,899,47,24423
3002,814,899,47,23330
3003,821,899,47,23138
3004,823,899,47,27107
3005,824,899,47,23403
3006,820,899,48,23449
3007,1,899,52,17385
3008,823,899,52,17339
3009,16,899,54,22981
3010,820,899,66,23222
3011,154,900,1,17255
3012,821,900,1,32657
3013,815,900,1,25541
3014,18,900,11,22411
3015,815,900,11,22497
3016,3,900,12,24331
3017,817,900,12,22994
3018,825,900,12,23150
3019,807,900,12,22615
3020,4,900,12,22887
3021,8,900,12,25543
3022,818,900,12,23124
3023,826,900,12,30514
3024,828,900,23,23238
3025,820,900,24,24209
3026,824,900,20,23821
3027,154,900,28,22264
3028,813,900,29,22847
3029,821,900,30,23797
3030,18,900,32,22399
3031,815,900,32,22526
3032,807,900,33,22933
3033,818,900,33,22978
3034,4,900,35,21978
3035,817,900,36,22427
3036,8,900,36,21825
3037,826,900,36,23920
3038,825,900,37,22273
3039,3,900,38,23673
3040,820,900,41,23493
3041,824,900,35,22656
3042,822,900,10,34921
3043,16,900,35,24305
3044,822,900,36,23117
3045,824,901,1,52836
3046,818,901,2,45629
3047,8,901,2,26399
3048,825,901,9,37116
3049,826,901,10,25109
3050,821,901,10,29420
3051,820,901,10,25639
3052,4,901,11,24466
3053,16,901,11,25998
3054,828,901,11,30040
3055,817,901,12,24709
3056,13,901,12,24637
3057,154,901,12,25046
3058,20,901,13,24432
3059,18,901,13,24841
3060,3,901,14,24723
3061,822,901,14,25020
3062,1,901,15,24604
3063,155,901,15,27124
3064,807,901,16,25336
3065,818,901,17,26598
3066,8,901,18,24417
3067,826,901,22,27473
3068,821,901,23,26325
3069,825,901,24,30661
3070,16,901,24,25493
3071,18,901,25,24524
3072,154,901,25,25596
3073,828,901,26,26515
3074,4,901,27,24222
3075,13,901,27,24577
3076,820,901,27,29210
3077,817,901,28,24775
3078,822,901,29,24964
3079,20,901,31,24728
3080,155,901,31,26505
3081,3,901,32,25287
3082,1,901,33,25296
3083,807,901,34,24887
3084,826,901,34,25289
3085,8,901,34,24246
3086,828,901,38,26030
3087,18,901,39,25028
3088,825,901,39,24415
3089,817,901,40,109329
3090,154,901,40,25735
3091,4,901,42,24641
3092,820,901,41,27828
3093,13,901,42,24526
3094,817,901,42,34697
3095,822,901,44,24498
3096,817,901,44,34480
3097,20,901,49,25186
3098,3,901,50,24654
3099,1,901,51,24484
3100,818,902,1,33895
3101,16,902,7,25293
3102,822,902,10,25040
3103,826,902,10,26064
3104,824,902,10,25756
3105,828,902,11,25367
3106,820,902,11,25858
3107,4,902,12,25770
3108,821,902,12,25543
3109,13,902,13,24528
3110,8,902,13,25009
3111,154,902,13,25192
3112,824,902,13,29729
3113,825,902,14,24611
3114,16,902,13,40747
3115,818,902,14,25897
3116,807,902,15,24757
3117,155,902,15,27124
3118,815,902,16,24697
3119,20,902,16,24964
3120,18,902,17,24476
3121,817,902,18,24706
3122,1,902,19,24687
3123,813,902,19,25395
3124,824,902,18,18989
3125,3,902,21,24851
3126,826,902,24,25340
3127,822,902,25,25068
3128,825,902,25,24559
3129,828,902,26,25819
3130,821,902,27,25633
3131,13,902,28,25896
3132,4,902,28,24576
3133,154,902,28,25032
3134,820,902,28,27233
3135,824,902,31,25866
3136,8,902,33,25415
3137,815,902,34,24737
3138,20,902,34,26186
3139,807,902,35,24440
3140,18,902,35,25245
3141,817,902,35,24816
3142,155,902,35,26628
3143,154,902,37,25693
3144,13,902,38,24575
3145,825,902,38,25572
3146,813,902,39,26440
3147,826,902,39,25345
3148,822,902,40,25980
3149,1,902,41,25146
3150,3,902,41,24907
3151,813,902,40,34249
3152,820,902,40,25981
3153,4,902,41,24493
3154,8,902,41,24453
3155,824,902,40,25383
3156,813,902,47,32874
3157,18,903,7,22408
3158,154,903,9,23213
3159,13,903,10,78277
3160,8,903,10,22994
3161,815,903,10,22914
3162,828,903,10,23677
3163,4,903,11,22776
3164,807,903,11,23438
3165,155,903,11,24883
3166,813,903,11,24010
3167,824,903,11,24784
3168,20,903,12,22570
3169,822,903,12,24780
3170,820,903,12,23781
3171,3,903,13,23277
3172,826,903,14,23521
3173,821,903,14,22988
3174,817,903,15,23186
3175,818,903,15,24119
3176,1,903,17,22968
3177,825,903,17,23670
3178,821,903,27,23252
3179,828,903,27,23730
3180,18,903,28,22548
3181,824,903,28,24320
3182,815,903,30,23636
3183,155,903,30,25402
3184,807,903,31,22764
3185,822,903,31,23639
3186,8,903,31,23291
3187,826,903,31,23628
3188,825,903,31,22579
3189,13,903,31,23830
3190,818,903,32,24417
3191,813,903,32,23022
3192,4,903,33,22947
3193,820,903,32,23878
3194,20,903,34,22246
3195,3,903,37,23089
3196,817,903,37,22498
3197,1,903,38,23999
3198,821,903,40,22734
3199,155,903,40,24722
3200,828,903,42,23969
3201,820,903,48,23886
3202,20,904,12,21974
3203,817,904,14,21969
3204,154,904,15,22126
3205,13,904,15,22890
3206,813,904,15,27851
3207,4,904,16,21970
3208,818,904,16,22976
3209,8,904,17,22056
3210,807,904,17,22355
3211,18,904,17,21810
3212,16,904,17,28013
3213,820,904,17,24337
3214,1,904,18,22951
3215,815,904,18,22367
3216,826,904,18,22703
3217,821,904,18,23063
3218,828,904,18,23091
3219,825,904,19,21894
3220,822,904,20,22824
3221,3,904,21,22254
3222,824,904,21,22928
3223,155,904,23,22789
3224,13,904,28,22381
3225,820,904,31,23232
3226,20,904,33,21599
3227,154,904,34,22078
3228,4,904,35,22014
3229,16,904,35,23378
3230,807,904,36,22724
3231,18,904,36,24408
3232,826,904,36,22841
3233,821,904,36,24780
3234,815,904,37,22282
3235,813,904,37,22024
3236,828,904,40,26671
3237,825,904,41,21768
3238,824,904,41,22568
3239,1,904,43,23590
3240,8,904,43,22727
3241,820,904,42,23586
3242,3,904,45,22309
3243,817,904,45,21830
3244,822,904,45,22701
3245,13,904,46,22304
3246,20,904,52,21608
3247,821,904,52,23025
3248,4,904,53,21664
3249,826,904,53,22984
3250,154,905,1,26312
3251,16,905,1,33207
3252,20,905,4,66065
3253,154,905,23,25029
3254,820,905,24,33074
3255,18,905,25,25992
3256,821,905,25,25906
3257,155,905,25,25421
3258,824,905,25,32658
3259,3,905,26,24672
3260,1,905,26,27509
3261,828,905,25,28091
3262,8,905,26,25282
3263,817,905,26,26584
3264,4,905,26,26499
3265,825,905,26,28943
3266,818,905,26,25444
3267,807,905,26,25714
3268,822,905,26,25595
3269,8,905,28,25684
3270,820,905,27,37352
3271,818,905,37,19385
3272,13,905,45,24264
3273,828,905,51,25585
3274,155,905,62,25116
3275,820,905,66,26137
3276,8,905,73,31896
3277,821,906,1,24370
3278,821,906,2,24768
3279,154,906,11,23943
3280,817,906,13,23606
3281,822,906,14,23448
3282,18,906,14,23493
3283,20,906,15,23904
3284,13,906,15,27949
3285,818,906,15,24433
3286,825,906,15,23479
3287,16,906,15,23703
3288,4,906,16,23932
3289,8,906,17,23925
3290,3,906,18,23882
3291,1,906,19,24417
3292,826,906,29,25235
3293,821,906,32,24403
3294,815,906,34,23907
3295,822,906,35,24491
3296,20,906,36,23340
3297,817,906,37,23274
3298,18,906,38,25050
3299,818,906,39,23975
3300,8,906,39,24221
3301,16,906,40,24068
3302,807,906,41,23902
3303,3,906,44,25102
3304,4,906,44,23790
3305,1,906,45,23554
3306,825,906,45,23907
3307,154,906,46,23856
3308,826,906,46,25698
3309,13,906,48,24012
3310,154,907,3,21884
3311,818,907,8,22232
3312,807,907,9,21920
3313,825,907,10,21670
3314,826,907,10,21906
3315,817,907,10,21467
3316,3,907,11,21474
3317,16,907,11,22960
3318,821,907,12,55222
3319,1,907,13,22226
3320,13,907,14,21896
3321,4,907,14,21234
3322,155,907,14,22480
3323,822,907,15,21133
3324,8,907,15,21914
3325,20,907,20,21381
3326,821,907,21,29067
3327,813,907,26,23343
3328,18,907,27,21505
3329,154,907,27,24212
3330,828,907,28,23177
3331,815,907,29,23770
3332,20,907,28,29844
3333,820,907,37,22977
3334,1,907,39,22555
3335,807,907,39,22246
3336,818,907,39,22374
3337,3,907,40,21664
3338,825,907,40,21882
3339,822,907,41,22208
3340,824,907,40,24452
3341,13,907,43,22096
3342,817,907,43,21398
3343,16,907,43,22449
3344,828,907,43,25178
3345,8,907,44,21618
3346,821,907,45,22530
3347,4,907,47,21276
3348,815,907,55,21960
3349,813,907,56,22612
3350,18,907,58,21242
3351,820,908,2,23154
3352,20,908,10,28558
3353,826,908,14,28700
3354,817,908,15,28483
3355,3,908,18,28329
3356,155,908,18,29507
3357,16,908,23,29956
3358,1,908,24,29679
3359,4,908,25,34410
3360,815,908,26,29599
3361,813,908,26,28831
3362,825,908,27,28745
3363,818,908,27,30218
3364,18,908,28,28645
3365,807,908,29,29579
3366,824,908,29,30353
3367,155,908,29,29540
3368,154,908,30,29710
3369,822,908,31,29104
3370,820,908,29,29737
3371,20,908,33,28787
3372,826,908,35,28575
3373,1,908,41,29291
3374,825,909,1,25859
3375,828,909,3,27495
3376,826,909,9,20313
3377,4,909,12,19174
3378,18,909,13,22604
3379,817,909,13,19050
3380,818,909,13,20274
3381,20,909,14,19607
3382,807,909,14,19564
3383,815,909,14,21802
3384,821,909,14,21002
3385,3,909,15,20055
3386,822,909,15,20115
3387,155,909,15,20121
3388,16,909,16,20031
3389,820,909,16,23883
3390,813,909,18,19099
3391,828,909,18,19890
3392,8,909,20,19737
3393,824,909,20,20031
3394,154,909,24,18928
3395,1,909,26,19710
3396,825,909,29,19135
3397,18,909,31,18916
3398,821,909,31,23305
3399,16,909,32,19638
3400,826,909,32,20251
3401,155,909,32,20092
3402,820,909,32,20920
3403,4,909,33,19032
3404,20,909,34,19061
3405,8,909,34,19867
3406,815,909,34,19843
3407,817,909,35,19358
3408,818,909,37,26711
3409,813,909,38,19126
3410,807,909,39,19514
3411,822,909,40,20206
3412,3,909,41,20257
3413,1,909,42,19918
3414,828,909,41,20423
3415,20,909,45,18879
3416,824,909,45,20575
3417,817,909,46,18868
3418,16,909,47,20424
3419,820,909,47,20632
3420,155,909,48,20358
3421,818,909,49,20431
3422,1,909,50,19868
3423,821,909,50,19779
3424,815,909,52,19932
3425,825,909,53,19427
3426,8,909,53,19740
3427,4,909,55,19308
3428,18,909,61,19221
3429,18,910,8,26737
3430,817,910,8,22205
3431,807,910,8,24040
3432,13,910,8,22851
3433,818,910,8,23809
3434,815,910,8,25535
3435,821,910,8,24050
3436,16,910,8,31956
3437,1,910,8,23800
3438,8,910,8,23214
3439,154,910,8,23979
