,driverId,raceId,position,q1,q2,q3
8022,826,1014,9,1:17.914,1:17.243,1:17.573
8023,817,1014,10,1:18.385,1:17.299,1:18.106
8024,846,1014,11,1:17.611,1:17.338,\N
8025,848,1014,12,1:17.796,1:17.445,\N
8026,832,1014,13,1:17.760,1:17.599,\N
8027,8,1014,14,1:18.132,1:17.788,\N
8028,815,1014,15,1:18.286,1:17.886,\N
8029,807,1014,16,1:18.404,\N,\N
8030,840,1014,17,1:18.471,\N,\N
8031,841,1014,18,1:18.664,\N,\N
8032,847,1014,19,1:19.072,\N,\N
8033,9,1014,20,1:20.254,\N,\N
8034,1,1015,1,1:11.542,1:10.835,1:10.166
8035,822,1015,2,1:11.562,1:10.701,1:10.252
8036,830,1015,3,1:11.597,1:10.618,1:10.641
8037,20,1015,4,1:11.434,1:11.227,1:10.947
8038,842,1015,5,1:11.740,1:11.457,1:11.041
8039,825,1015,6,1:11.865,1:11.363,1:11.109
8040,817,1015,7,1:11.767,1:11.543,1:11.218
8041,826,1015,8,1:11.602,1:11.412,1:11.271
8042,832,1015,9,1:11.872,1:11.608,1:11.417
8043,848,1015,10,1:12.007,1:11.429,1:11.653
8044,807,1015,11,1:12.097,1:11.670,\N
8045,846,1015,12,1:11.845,1:11.724,\N
8046,154,1015,13,1:11.837,1:12.027,\N
8047,8,1015,14,1:11.993,1:12.115,\N
8048,841,1015,15,1:11.976,1:12.185,\N
8049,844,1015,16,1:12.149,\N,\N
8050,815,1015,17,1:12.233,\N,\N
8051,840,1015,18,1:12.846,\N,\N
8052,847,1015,19,1:13.477,\N,\N
8053,9,1015,20,1:13.751,\N,\N
8054,20,1016,1,1:11.200,1:11.142,1:10.240
8055,1,1016,2,1:11.518,1:11.010,1:10.446
8056,844,1016,3,1:11.214,1:11.205,1:10.920
8057,817,1016,4,1:11.837,1:11.532,1:11.071
8058,842,1016,5,1:12.023,1:11.196,1:11.079
8059,822,1016,6,1:11.229,1:11.095,1:11.101
8060,807,1016,7,1:11.720,1:11.553,1:11.324
8061,846,1016,8,1:11.780,1:11.735,1:11.863
8062,832,1016,9,1:11.750,1:11.572,1:13.981
8063,825,1016,10,1:12.107,1:11.786,\N
8064,830,1016,11,1:11.619,1:11.800,\N
8065,826,1016,12,1:11.965,1:11.921,\N
8066,841,1016,13,1:12.122,1:12.136,\N
8067,848,1016,14,1:12.020,1:12.193,\N
8068,154,1016,15,1:12.109,\N,\N
8069,815,1016,16,1:12.197,\N,\N
8070,8,1016,17,1:12.230,\N,\N
8071,840,1016,18,1:12.266,\N,\N
8072,847,1016,19,1:13.617,\N,\N
8073,9,1016,20,1:14.393,\N,\N
8074,1,1017,1,1:30.609,1:29.520,1:28.319
8075,822,1017,2,1:30.550,1:29.437,1:28.605
8076,844,1017,3,1:30.647,1:29.699,1:28.965
8077,830,1017,4,1:31.327,1:30.099,1:29.409
8078,846,1017,5,1:30.989,1:30.019,1:29.418
8079,832,1017,6,1:31.073,1:30.319,1:29.522
8080,20,1017,7,1:31.075,1:29.506,1:29.799
8081,817,1017,8,1:30.954,1:30.369,1:29.918
8082,842,1017,9,1:31.152,1:30.421,1:30.184
8083,841,1017,10,1:31.180,1:30.408,1:33.420
8084,848,1017,11,1:31.445,1:30.461,\N
8085,8,1017,12,1:30.972,1:30.533,\N
8086,807,1017,13,1:30.865,1:30.544,\N
8087,815,1017,14,1:30.964,1:30.738,\N
8088,825,1017,15,1:31.166,1:31.440,\N
8089,826,1017,16,1:31.564,\N,\N
8090,154,1017,17,1:31.626,\N,\N
8091,840,1017,18,1:31.726,\N,\N
8092,847,1017,19,1:32.789,\N,\N
8093,9,1017,20,1:33.205,\N,\N
8094,844,1018,1,1:04.138,1:03.378,1:03.003
8095,1,1018,2,1:03.818,1:03.803,1:03.262
8096,830,1018,3,1:03.807,1:03.835,1:03.439
8097,822,1018,4,1:04.084,1:03.863,1:03.537
8098,825,1018,5,1:04.778,1:04.466,1:04.072
8099,846,1018,6,1:04.361,1:04.211,1:04.099
8100,8,1018,7,1:04.615,1:04.056,1:04.166
8101,841,1018,8,1:04.450,1:04.194,1:04.179
8102,842,1018,9,1:04.412,1:03.988,1:04.199
8103,20,1018,10,1:04.430,1:03.667,\N
8104,154,1018,11,1:04.552,1:04.490,\N
8105,807,1018,12,1:04.733,1:04.516,\N
8106,848,1018,13,1:04.708,1:04.665,\N
8107,817,1018,14,1:04.647,1:04.790,\N
8108,832,1018,15,1:04.453,1:13.601,\N
8109,815,1018,16,1:04.789,\N,\N
8110,840,1018,17,1:04.832,\N,\N
8111,826,1018,18,1:05.324,\N,\N
8112,847,1018,19,1:05.904,\N,\N
8113,9,1018,20,1:06.206,\N,\N
8114,822,1019,1,1:25.750,1:25.672,1:25.093
8115,1,1019,2,1:25.513,1:25.840,1:25.099
8116,844,1019,3,1:25.533,1:25.546,1:25.172
8117,830,1019,4,1:25.700,1:25.848,1:25.276
8118,842,1019,5,1:26.273,1:26.038,1:25.590
8119,20,1019,6,1:25.898,1:26.023,1:25.787
8120,817,1019,7,1:26.428,1:26.283,1:26.182
8121,846,1019,8,1:26.079,1:26.385,1:26.224
8122,848,1019,9,1:26.482,1:26.403,1:26.345
8123,807,1019,10,1:26.568,1:26.397,1:26.386
8124,841,1019,11,1:26.449,1:26.519,\N
8125,8,1019,12,1:26.558,1:26.546,\N
8126,832,1019,13,1:26.203,1:26.578,\N
8127,154,1019,14,1:26.347,1:26.757,\N
8128,815,1019,15,1:26.649,1:26.928,\N
8129,825,1019,16,1:26.662,\N,\N
8130,826,1019,17,1:26.721,\N,\N
8131,840,1019,18,1:26.762,\N,\N
8132,847,1019,19,1:27.789,\N,\N
8133,9,1019,20,1:28.257,\N,\N
8134,1,1020,1,1:12.852,1:12.149,1:11.767
8135,830,1020,2,1:12.593,1:12.427,1:12.113
8136,822,1020,3,1:13.075,1:12.424,1:12.129
8137,842,1020,4,1:12.991,1:12.385,1:12.522
8138,8,1020,5,1:13.066,1:12.519,1:12.538
8139,154,1020,6,1:13.146,1:12.769,1:12.851
8140,832,1020,7,1:13.221,1:12.632,1:12.897
8141,815,1020,8,1:13.194,1:12.776,1:13.065
8142,807,1020,9,1:13.186,1:12.766,1:13.126
8143,844,1020,10,1:12.229,1:12.344,
8144,841,1020,11,1:13.170,1:12.786,
8145,825,1020,12,1:13.103,1:12.789,
8146,817,1020,13,1:13.131,1:12.799,
8147,826,1020,14,1:13.278,1:13.135,
8148,840,1020,15,1:13.256,1:13.450,
8149,846,1020,16,1:13.333,,
8150,848,1020,17,1:13.461,,
8151,847,1020,18,1:14.721,,
8152,9,1020,19,1:14.839,,
8153,20,1020,20,,,
8154,830,1021,1,1:15.817,1:15.573,1:14.572
8155,822,1021,2,1:16.078,1:15.669,1:14.590
8156,1,1021,3,1:16.068,1:15.548,1:14.769
8157,844,1021,4,1:16.337,1:15.792,1:15.043
8158,20,1021,5,1:16.452,1:15.885,1:15.071
8159,842,1021,6,1:16.716,1:16.393,1:15.450
8160,846,1021,7,1:16.697,1:16.060,1:15.800
8161,832,1021,8,1:16.493,1:16.308,1:15.852
8162,154,1021,9,1:16.978,1:16.319,1:16.013
8163,8,1021,10,1:16.506,1:16.518,1:16.041
8164,807,1021,11,1:16.790,1:16.565,\N
8165,848,1021,12,1:16.912,1:16.687,\N
8166,826,1021,13,1:16.750,1:16.692,\N
8167,841,1021,14,1:16.894,1:16.804,\N
8168,825,1021,15,1:16.122,1:17.081,\N
8169,847,1021,16,1:17.031,\N,\N
8170,815,1021,17,1:17.109,\N,\N
8171,817,1021,18,1:17.257,\N,\N
8172,840,1021,19,1:17.542,\N,\N
8173,9,1021,20,1:18.324,\N,\N
8174,844,1022,1,1:43.587,1:42.938,1:42.519
8175,20,1022,2,1:44.109,1:43.037,1:43.267
8176,1,1022,3,1:45.260,1:43.592,1:43.282
8177,822,1022,4,1:45.141,1:43.980,1:43.415
8178,830,1022,5,1:44.622,1:44.132,1:43.690
8179,817,1022,6,1:45.560,1:44.103,1:44.257
8180,807,1022,7,1:45.899,1:44.549,1:44.542
8181,8,1022,8,1:45.842,1:44.140,1:44.557
8182,815,1022,9,1:45.732,1:44.707,1:44.706
8183,825,1022,10,1:45.839,1:44.738,1:45.086
8184,154,1022,11,1:45.694,1:44.797,
8185,846,1022,12,1:46.154,1:44.847,
8186,840,1022,13,1:46.000,1:45.047,
8187,848,1022,14,1:45.528,1:45.799,
8188,841,1022,15,1:45.637,,
8189,842,1022,16,1:46.435,,
8190,832,1022,17,1:46.507,,
8191,826,1022,18,1:46.518,,
8192,847,1022,19,1:47.548,,
8193,9,1022,20,\N,\N,\N
8194,844,1023,1,1:20.126,1:19.553,1:19.307
8195,1,1023,2,1:20.272,1:19.464,1:19.346
8196,822,1023,3,1:20.156,1:20.018,1:19.354
8197,20,1023,4,1:20.378,1:19.715,1:19.457
8198,817,1023,5,1:20.374,1:19.833,1:19.839
8199,807,1023,6,1:20.155,1:20.275,1:20.049
8200,832,1023,7,1:20.413,1:20.202,1:20.455
8201,848,1023,8,1:20.382,1:20.021,
8202,840,1023,9,1:20.643,1:20.498,
8203,8,1023,10,1:20.634,1:20.515,
8204,841,1023,11,1:20.657,1:20.517,
8205,825,1023,12,1:20.616,1:20.615,
8206,826,1023,13,1:20.723,1:20.630,
8207,846,1023,14,1:20.646,1:21.068,
8208,842,1023,15,1:20.508,1:21.125,
8209,154,1023,16,1:20.784,,
8210,815,1023,17,1:21.291,,
8211,847,1023,18,1:21.800,,
8212,9,1023,19,1:22.356,,
8213,830,1023,20,\N,\N,\N
8214,844,1024,1,1:38.014,1:36.650,1:36.217
8215,1,1024,2,1:37.565,1:36.933,1:36.408
8216,20,1024,3,1:38.374,1:36.720,1:36.437
8217,830,1024,4,1:38.540,1:37.089,1:36.813
8218,822,1024,5,1:37.317,1:37.142,1:37.146
8219,848,1024,6,1:39.106,1:37.865,1:37.411
8220,832,1024,7,1:38.882,1:37.982,1:37.818
8221,807,1024,8,1:39.001,1:38.580,1:38.264
8222,846,1024,9,1:38.606,1:37.572,1:38.329
8223,815,1024,10,1:39.909,1:38.520,
8224,841,1024,11,1:39.272,1:38.697,
8225,842,1024,12,1:39.085,1:38.699,
8226,8,1024,13,1:39.454,1:38.858,
8227,825,1024,14,1:39.942,1:39.650,
8228,826,1024,15,1:39.957,,
8229,840,1024,16,1:39.979,,
8230,154,1024,17,1:40.277,,
8231,847,1024,18,1:40.867,,
8232,9,1024,19,1:41.186,,
8233,817,1024,20,,,
8234,844,1025,1,1:33.613,1:32.434,1:31.628
8235,1,1025,2,1:33.230,1:33.134,1:32.030
8236,20,1025,3,1:33.032,1:32.536,1:32.053
8237,830,1025,4,1:33.368,1:32.634,1:32.310
8238,822,1025,5,1:33.413,1:33.281,1:32.632
8239,832,1025,6,1:34.184,1:33.807,1:33.222
8240,807,1025,7,1:34.236,1:33.898,1:33.289
8241,846,1025,8,1:34.201,1:33.725,1:33.301
8242,154,1025,9,1:34.283,1:33.643,1:33.517
8243,817,1025,10,1:34.138,1:33.862,1:33.661
8244,842,1025,11,1:34.456,1:33.950,
8245,815,1025,12,1:34.336,1:33.958,
8246,841,1025,13,1:34.755,1:34.037,
8247,825,1025,14,1:33.889,1:34.082,
8248,840,1025,15,1:34.287,1:34.233,
8249,8,1025,16,1:34.840,,
8250,847,1025,17,1:35.356,,
8251,9,1025,18,1:36.474,,
8252,848,1025,19,1:39.197,,
8253,826,1025,20,1:39.544,,
8254,20,1026,1,1:28.988,1:28.174,1:27.064
8255,844,1026,2,1:28.405,1:28.179,1:27.253
8256,822,1026,3,1:28.896,1:27.688,1:27.293
8257,1,1026,4,1:28.735,1:27.826,1:27.302
8258,830,1026,5,1:28.754,1:28.499,1:27.851
8259,848,1026,6,1:29.351,1:28.156,1:27.851
8260,832,1026,7,1:29.018,1:28.577,1:28.304
8261,846,1026,8,1:28.873,1:28.571,1:28.464
8262,842,1026,9,1:29.411,1:28.779,1:28.836
8263,154,1026,10,1:29.572,1:29.144,1:29.341
8264,841,1026,11,1:29.604,1:29.254,
8265,840,1026,12,1:29.594,1:29.345,
8266,8,1026,13,1:29.636,1:29.358,
8267,826,1026,14,1:29.723,1:29.563,
8268,807,1026,15,1:29.619,1:30.112,
8269,817,1026,16,1:29.822,,
8270,815,1026,17,1:30.344,,
8271,847,1026,18,1:30.364,,
8272,825,1026,19,\N,\N,\N
8273,9,1026,20,\N,\N,\N
8274,830,1027,1,1:15.949,1:16.136,1:14.758
8275,844,1027,2,1:16.364,1:16.219,1:15.024
8276,20,1027,3,1:16.696,1:15.914,1:15.170
8277,1,1027,4,1:16.424,1:15.721,1:15.262
8278,848,1027,5,1:16.175,1:16.574,1:15.336
8279,822,1027,6,1:17.062,1:15.852,1:15.338
8280,832,1027,7,1:17.044,1:16.267,1:16.014
8281,846,1027,8,1:17.092,1:16.447,1:16.322
8282,826,1027,9,1:17.041,1:16.657,1:16.469
8283,842,1027,10,1:17.065,1:16.679,1:16.586
8284,815,1027,11,1:17.465,1:16.687,\N
8285,807,1027,12,1:17.608,1:16.885,\N
8286,817,1027,13,1:17.270,1:16.933,\N
8287,8,1027,14,1:17.225,1:16.967,\N
8288,841,1027,15,1:17.794,1:17.269,\N
8289,840,1027,16,1:18.065,\N,\N
8290,825,1027,17,1:18.436,\N,\N
8291,154,1027,18,1:18.599,\N,\N
8292,847,1027,19,1:18.823,\N,\N
8293,9,1027,20,1:20.179,\N,\N
8294,822,1028,1,1:33.750,1:33.160,1:32.029
8295,20,1028,2,1:33.766,1:33.782,1:32.041
8296,830,1028,3,1:33.549,1:33.120,1:32.096
8297,844,1028,4,1:33.988,1:32.760,1:32.137
8298,1,1028,5,1:33.454,1:33.045,1:32.321
8299,848,1028,6,1:33.984,1:32.898,1:32.548
8300,832,1028,7,1:33.916,1:33.422,1:32.847
8301,846,1028,8,1:33.353,1:33.316,1:33.175
8302,817,1028,9,1:33.835,1:33.608,1:33.488
8303,842,1028,10,1:33.556,1:33.715,1:33.601
8304,807,1028,11,1:34.092,1:33.815,\N
8305,825,1028,12,1:33.812,1:33.979,\N
8306,826,1028,13,1:34.138,1:33.989,\N
8307,840,1028,14,1:33.921,1:34.100,\N
8308,154,1028,15,1:34.161,1:34.158,\N
8309,841,1028,16,1:34.226,\N,\N
8310,8,1028,17,1:34.369,\N,\N
8311,847,1028,18,1:35.372,\N,\N
8312,815,1028,19,1:35.808,\N,\N
8313,9,1028,20,1:35.889,\N,\N
8314,830,1029,1,1:08.242,1:07.503,1:07.508
8315,20,1029,2,1:08.556,1:08.050,1:07.631
8316,1,1029,3,1:08.614,1:08.088,1:07.699
8317,844,1029,4,1:08.496,1:07.888,1:07.728
8318,822,1029,5,1:08.545,1:08.232,1:07.874
8319,848,1029,6,1:08.503,1:08.117,1:07.935
8320,842,1029,7,1:08.909,1:08.770,1:08.837
8321,154,1029,8,1:09.197,1:08.705,1:08.854
8322,8,1029,9,1:09.276,1:08.858,1:08.984
8323,825,1029,10,1:08.875,1:08.803,1:09.037
8324,846,1029,11,1:08.891,1:08.868,
8325,817,1029,12,1:09.086,1:08.903,
8326,841,1029,13,1:09.175,1:08.919,
8327,807,1029,14,1:09.050,1:08.921,
8328,815,1029,15,1:09.288,1:09.035,
8329,826,1029,16,1:09.320,,
8330,840,1029,17,1:09.536,,
8331,847,1029,18,1:10.126,,
8332,9,1029,19,1:10.614,,
8333,832,1029,20,\N,\N,\N
8334,1,1030,1,1:35.851,1:35.634,1:34.779
8335,822,1030,2,1:36.200,1:35.674,1:34.973
8336,830,1030,3,1:36.390,1:36.275,1:35.139
8337,844,1030,4,1:36.478,1:35.543,1:35.219
8338,20,1030,5,1:36.963,1:35.786,1:35.339
8339,848,1030,6,1:36.102,1:36.718,1:35.682
8340,846,1030,7,1:37.545,1:36.764,1:36.436
8341,817,1030,8,1:37.106,1:36.785,1:36.456
8342,832,1030,9,1:37.358,1:36.308,1:36.459
8343,807,1030,10,1:37.506,1:36.859,1:36.710
8344,815,1030,11,1:36.961,1:37.055,\N
8345,842,1030,12,1:37.198,1:37.089,\N
8346,840,1030,13,1:37.528,1:37.103,\N
8347,826,1030,14,1:37.683,1:37.141,\N
8348,825,1030,15,1:37.710,1:37.254,\N
8349,154,1030,16,1:38.051,\N,\N
8350,841,1030,17,1:38.114,\N,\N
8351,8,1030,18,1:38.383,\N,\N
8352,847,1030,19,1:38.717,\N,\N
8353,9,1030,20,1:39.236,\N,\N
8354,822,1031,1,1:04.111,1:03.015,1:02.939
8355,1,1031,2,1:04.198,1:03.096,1:02.951
8356,830,1031,3,1:04.024,1:04.000,1:03.477
8357,846,1031,4,1:04.606,1:03.819,1:03.626
8358,848,1031,5,1:04.661,1:03.746,1:03.868
8359,815,1031,6,1:04.543,1:03.860,1:03.868
8360,844,1031,7,1:04.500,1:04.041,1:03.923
8361,832,1031,8,1:04.537,1:03.971,1:03.971
8362,840,1031,9,1:04.309,1:03.955,1:04.029
8363,817,1031,10,1:04.556,1:04.023,1:04.239
8364,20,1031,11,1:04.554,1:04.206,\N
8365,842,1031,12,1:04.603,1:04.305,\N
8366,826,1031,13,1:05.031,1:04.431,\N
8367,839,1031,14,1:04.933,1:04.643,\N
8368,154,1031,15,1:05.094,1:04.691,\N
8369,825,1031,16,1:05.164,\N,\N
8370,847,1031,17,1:05.167,\N,\N
8371,841,1031,18,1:05.175,\N,\N
8372,8,1031,19,1:05.224,\N,\N
8373,849,1031,20,1:05.757,\N,\N
8374,1,1032,1,1:18.188,1:17.825,1:19.273
8375,830,1032,2,1:18.297,1:17.938,1:20.489
8376,832,1032,3,1:18.590,1:18.836,1:20.671
8377,822,1032,4,1:18.791,1:18.657,1:20.701
8378,839,1032,5,1:19.687,1:18.764,1:20.922
8379,846,1032,6,1:18.504,1:18.448,1:20.925
8380,848,1032,7,1:20.882,1:19.014,1:21.011
8381,842,1032,8,1:20.192,1:18.744,1:21.028
8382,817,1032,9,1:19.662,1:19.229,1:21.192
8383,20,1032,10,1:20.243,1:19.545,1:21.651
8384,844,1032,11,1:20.871,1:19.628,\N
8385,847,1032,12,1:20.382,1:19.636,\N
8386,840,1032,13,1:19.697,1:19.645,\N
8387,826,1032,14,1:19.824,1:19.717,\N
8388,825,1032,15,1:21.140,1:20.211,\N
8389,8,1032,16,1:21.140,\N,\N
8390,815,1032,17,1:21.607,\N,\N
8391,849,1032,18,1:21.759,\N,\N
8392,841,1032,19,1:21.831,\N,\N
8393,154,1032,20,\N,\N,\N
8394,822,1033,2,1:15.474,1:14.530,1:13.554
8395,840,1033,3,1:14.895,1:15.176,1:14.377
8396,815,1033,4,1:14.681,1:15.394,1:14.545
8397,20,1033,5,1:15.455,1:15.131,1:14.774
8398,844,1033,6,1:15.793,1:15.006,1:14.817
8399,830,1033,7,1:15.495,1:14.976,1:14.849
8400,846,1033,8,1:15.444,1:15.085,1:14.966
8401,832,1033,9,1:15.281,1:15.267,1:15.027
8402,842,1033,10,1:15.767,1:15.508,\N
8403,817,1033,11,1:15.848,1:15.661,\N
8404,847,1033,12,1:15.585,1:15.698,\N
8405,848,1033,13,1:15.722,1:15.715,\N
8406,839,1033,14,1:15.719,1:15.742,\N
8407,849,1033,15,1:16.105,1:16.544,\N
8408,825,1033,16,1:16.152,\N,\N
8409,826,1033,17,1:16.204,\N,\N
8410,154,1033,18,1:16.407,\N,\N
8411,841,1033,19,1:16.506,\N,\N
8412,8,1033,20,1:16.614,\N,\N
8413,1,1033,1,1:14.907,1:14.261,1:13.447
8414,1,1034,1,1:25.900,1:25.347,1:24.303
8415,822,1034,2,1:25.801,1:25.015,1:24.616
8416,830,1034,3,1:26.115,1:26.144,1:25.325
8417,844,1034,4,1:26.550,1:26.203,1:25.427
8418,846,1034,5,1:26.855,1:26.420,1:25.782
8419,840,1034,6,1:26.243,1:26.501,1:25.839
8420,832,1034,7,1:26.715,1:26.149,1:25.965
8421,817,1034,8,1:26.677,1:26.339,1:26.009
8422,839,1034,9,1:26.396,1:26.252,1:26.209
8423,20,1034,10,1:26.469,1:26.455,1:26.339
8424,842,1034,11,1:26.343,1:26.501,\N
8425,848,1034,12,1:26.565,1:26.545,\N
8426,807,1034,13,1:26.327,1:26.566,\N
8427,826,1034,14,1:26.774,1:26.744,\N
8428,847,1034,15,1:26.732,1:27.092,\N
8429,825,1034,16,1:27.158,\N,\N
8430,841,1034,17,1:27.164,\N,\N
8431,8,1034,18,1:27.366,\N,\N
8432,154,1034,19,1:27.643,\N,\N
8433,849,1034,20,1:27.705,\N,\N
8434,822,1035,1,1:26.738,1:25.785,1:25.154
8435,1,1035,2,1:26.818,1:26.266,1:25.217
8436,807,1035,3,1:27.279,1:26.261,1:26.082
8437,830,1035,4,1:27.154,1:26.779,1:26.176
8438,817,1035,5,1:27.442,1:26.636,1:26.297
8439,840,1035,6,1:27.187,1:26.674,1:26.428
8440,842,1035,7,1:27.154,1:26.523,1:26.534
8441,844,1035,8,1:27.427,1:26.709,1:26.614
8442,848,1035,9,1:27.153,1:26.642,1:26.669
8443,846,1035,10,1:27.217,1:26.885,1:26.778
8444,839,1035,11,1:27.278,1:27.011,\N
8445,20,1035,12,1:27.612,1:27.078,\N
8446,832,1035,13,1:27.450,1:27.083,\N
8447,154,1035,14,1:27.519,1:27.254,\N
8448,847,1035,15,1:27.757,1:27.455,\N
8449,826,1035,16,1:27.882,\N,\N
8450,825,1035,17,1:28.236,\N,\N
8451,849,1035,18,1:28.430,\N,\N
8452,841,1035,19,1:28.433,\N,\N
8453,8,1035,20,1:28.493,\N,\N
8454,1,1036,1,1:16.872,1:16.013,1:15.584
8455,822,1036,2,1:17.243,1:16.152,1:15.643
8456,830,1036,3,1:17.213,1:16.518,1:16.292
8457,815,1036,4,1:17.117,1:16.936,1:16.482
8458,840,1036,5,1:17.316,1:16.666,1:16.589
8459,848,1036,6,1:17.419,1:17.163,1:17.029
8460,832,1036,7,1:17.438,1:16.876,1:17.044
8461,846,1036,8,1:17.577,1:17.166,1:17.084
8462,844,1036,9,1:17.256,1:16.953,1:17.087
8463,842,1036,10,1:17.356,1:16.800,1:17.136
8464,20,1036,11,1:17.573,1:17.168,\N
8465,826,1036,12,1:17.676,1:17.192,\N
8466,817,1036,13,1:17.667,1:17.198,\N
8467,8,1036,14,1:17.797,1:17.386,\N
8468,839,1036,15,1:17.765,1:17.567,\N
8469,825,1036,16,1:17.908,\N,\N
8470,154,1036,17,1:18.089,\N,\N
8471,847,1036,18,1:18.099,\N,\N
8472,849,1036,19,1:18.532,\N,\N
8473,841,1036,20,1:18.697,\N,\N
8474,1,1037,1,1:42.323,1:42.014,1:41.252
8475,822,1037,2,1:42.534,1:42.126,1:41.763
8476,830,1037,3,1:43.197,1:42.473,1:41.778
8477,817,1037,4,1:43.309,1:42.487,1:42.061
8478,848,1037,5,1:43.418,1:42.193,1:42.264
8479,839,1037,6,1:43.505,1:42.534,1:42.396
8480,832,1037,7,1:43.322,1:42.478,1:42.438
8481,815,1037,8,1:43.349,1:42.670,1:42.532
8482,840,1037,9,1:43.265,1:42.491,1:42.603
8483,846,1037,10,1:43.514,1:42.722,1:42.657
8484,826,1037,11,1:43.267,1:42.730,\N
8485,842,1037,12,1:43.262,1:42.745,\N
8486,844,1037,13,1:43.656,1:42.996,\N
8487,20,1037,14,1:43.567,1:43.261,\N
8488,847,1037,15,1:43.630,1:43.468,\N
8489,8,1037,16,1:43.743,\N,\N
8490,154,1037,17,1:43.838,\N,\N
8491,841,1037,18,1:43.950,\N,\N
8492,849,1037,19,1:44.138,\N,\N
8493,825,1037,20,1:44.314,\N,\N
8494,1,1038,1,1:19.514,1:19.092,1:18.887
8495,822,1038,2,1:19.786,1:18.952,1:18.956
8496,832,1038,3,1:20.099,1:19.705,1:19.695
8497,815,1038,4,1:20.048,1:19.718,1:19.720
8498,830,1038,5,1:20.193,1:19.780,1:19.795
8499,846,1038,6,1:20.344,1:19.962,1:19.820
8500,817,1038,7,1:20.548,1:20.031,1:19.864
8501,840,1038,8,1:20.400,1:19.924,1:20.049
8502,848,1038,9,1:21.104,1:20.064,1:20.090
8503,842,1038,10,1:20.145,1:19.909,1:20.177
8504,826,1038,11,1:20.307,1:20.169,\N
8505,839,1038,12,1:20.747,1:20.234,\N
8506,844,1038,13,1:20.443,1:20.273,\N
8507,8,1038,14,1:21.010,1:20.926,\N
8508,825,1038,15,1:20.869,1:21.573,\N
8509,154,1038,16,1:21.139,\N,\N
8510,20,1038,17,1:21.151,\N,\N
8511,841,1038,18,1:21.206,\N,\N
8512,847,1038,19,1:21.587,\N,\N
8513,849,1038,20,1:21.717,\N,\N
8514,1,1039,1,1:15.778,1:15.309,1:15.144
8515,822,1039,2,1:15.749,1:15.322,1:15.203
8516,830,1039,3,1:16.335,1:15.471,1:15.509
8517,848,1039,4,1:16.527,1:15.914,1:15.954
8518,844,1039,5,1:16.698,1:16.324,1:16.270
8519,815,1039,6,1:16.596,1:16.489,1:16.311
8520,840,1039,7,1:16.701,1:16.271,1:16.356
8521,817,1039,8,1:16.981,1:16.243,1:16.543
8522,832,1039,9,1:16.993,1:16.522,1:17.870
8523,839,1039,10,1:16.825,1:16.297,\N
8524,846,1039,11,1:16.895,1:16.640,\N
8525,826,1039,12,1:16.928,1:16.854,\N
8526,8,1039,13,1:17.059,1:16.854,\N
8527,20,1039,14,1:17.072,1:16.858,\N
8528,154,1039,15,1:17.069,1:17.254,\N
8529,842,1039,16,1:17.125,\N,\N
8530,841,1039,17,1:17.220,\N,\N
8531,847,1039,18,1:17.232,\N,\N
8532,849,1039,19,1:17.320,\N,\N
8533,825,1039,20,1:17.348,\N,\N
8534,1,1040,1,1:32.983,1:32.835,1:31.304
8535,830,1040,2,1:33.630,1:33.157,1:31.867
8536,822,1040,3,1:32.656,1:32.405,1:31.956
8537,815,1040,4,1:33.704,1:33.038,1:32.317
8538,817,1040,5,1:33.650,1:32.218,1:32.364
8539,832,1040,6,1:33.967,1:32.757,1:32.550
8540,839,1040,7,1:33.557,1:33.196,1:32.624
8541,846,1040,8,1:33.804,1:33.081,1:32.847
8542,842,1040,9,1:33.734,1:33.139,1:33.000
8543,848,1040,10,1:33.919,1:33.153,1:33.008
8544,844,1040,11,1:34.071,1:33.239,\N
8545,826,1040,12,1:33.511,1:33.249,\N
8546,840,1040,13,1:33.852,1:33.364,\N
8547,847,1040,14,1:34.020,1:33.583,\N
8548,20,1040,15,1:34.134,1:33.609,\N
8549,154,1040,16,1:34.592,\N,\N
8550,841,1040,17,1:34.594,\N,\N
8551,825,1040,18,1:34.681,\N,\N
8552,849,1040,19,1:35.066,\N,\N
8553,8,1040,20,1:35.267,\N,\N
8554,822,1041,1,1:26.573,1:25.971,1:25.269
8555,1,1041,2,1:26.620,1:25.390,1:25.525
8556,830,1041,3,1:26.319,1:25.467,1:25.562
8557,844,1041,4,1:26.857,1:26.240,1:26.035
8558,848,1041,5,1:27.126,1:26.285,1:26.047
8559,817,1041,6,1:26.836,1:26.096,1:26.223
8560,839,1041,7,1:27.086,1:26.364,1:26.242
8561,846,1041,8,1:26.829,1:26.316,1:26.458
8562,815,1041,9,1:27.120,1:26.330,1:26.704
8563,832,1041,10,1:27.378,1:26.361,1:26.709
8564,20,1041,11,1:27.107,1:26.738,\N
8565,842,1041,12,1:27.072,1:26.776,\N
8566,826,1041,13,1:27.285,1:26.848,\N
8567,841,1041,14,1:27.532,1:26.936,\N
8568,825,1041,15,1:27.231,1:27.125,\N
8569,154,1041,16,1:27.552,\N,\N
8570,847,1041,17,1:27.564,\N,\N
8571,849,1041,18,1:27.812,\N,\N
8572,8,1041,19,1:27.817,\N,\N
8573,807,1041,20,1:28.021,\N,\N
8574,840,1042,12,1:17.667,1:17.626,
8575,839,1042,11,1:17.775,1:17.614,
