driverId,raceId,constructorId,fastestLap,rank,fastestLapTime,fastestLapSpeed
31,102,3,49,7,120715,195.398
18,102,16,47,4,120425,196.103
11,102,16,10,10,121030,194.639
42,102,3,48,5,120501,195.918
21,102,15,53,9,121022,194.658
14,102,1,67,11,121134,194.389
17,102,19,45,8,120825,195.132
44,102,7,50,12,121310,193.968
2,102,17,68,13,121518,193.473
32,102,19,45,17,122530,191.101
46,102,18,65,19,124601,186.423
47,102,18,63,20,124855,185.865
45,102,17,43,18,122927,190.186
15,102,4,10,6,120705,195.422
41,102,7,13,16,122525,191.112
13,102,15,14,15,121856,192.674
8,102,1,6,14,121678,193.094
8,103,1,42,1,145108,238.931
30,103,6,28,2,145503,238.036
22,103,6,43,3,145666,237.669
13,103,15,29,13,147624,233.345
21,103,15,11,9,146758,235.238
32,103,19,11,11,147509,233.595
14,103,1,11,7,146579,235.633
44,103,7,29,14,147765,233.04
15,103,4,9,5,145898,237.148
41,103,7,26,12,147576,233.449
2,103,17,40,15,150471,227.332
31,103,3,36,6,146547,235.704
42,103,3,26,8,146740,235.278
18,103,16,26,10,147151,234.375
47,103,18,25,16,151031,226.185
4,103,4,9,4,145870,237.211
22,104,6,41,1,121046,257.32
30,104,6,35,2,121361,256.324
18,104,16,13,6,122671,252.262
11,104,16,32,5,122660,252.296
31,104,3,32,10,122929,251.477
14,104,1,24,9,122889,251.599
42,104,3,32,3,122246,253.566
21,104,15,51,4,122615,252.433
17,104,19,53,12,123090,250.99
15,104,4,52,7,122855,251.702
41,104,7,52,14,123410,250.027
13,104,15,50,11,122941,251.441
32,104,19,29,15,123432,249.961
2,104,17,23,17,124166,247.781
47,104,18,31,18,126356,241.497
4,104,4,31,8,122881,251.623
45,104,17,13,16,124061,248.091
46,104,18,24,19,126371,241.456
8,104,1,11,13,123365,250.162
22,105,6,28,2,132455,212.25
18,105,16,33,4,132935,211.154
8,105,1,53,3,132876,211.288
4,105,4,55,10,133625,209.597
31,105,3,34,5,133108,210.761
11,105,16,36,8,133533,209.804
21,105,15,25,7,133520,209.833
13,105,15,43,6,133483,209.916
14,105,1,26,11,133727,209.369
17,105,19,32,15,134893,206.797
35,105,4,55,17,134950,206.672
30,105,6,55,1,132238,212.749
2,105,17,55,14,134717,207.181
44,105,7,51,13,134603,207.431
10,105,17,54,16,134931,206.714
47,105,18,51,20,137578,201.106
46,105,18,23,19,137377,201.521
23,105,3,31,9,133546,209.774
41,105,7,24,12,134269,208.165
32,105,19,10,18,136888,202.539
30,106,6,41,2,132796,225.281
23,106,3,23,3,133467,223.663
18,106,16,33,7,133819,222.824
11,106,16,28,5,133742,223.007
4,106,4,29,12,134279,221.737
8,106,1,35,10,133920,222.585
31,106,3,30,6,133779,222.919
21,106,15,44,8,133850,222.751
13,106,15,40,4,133614,223.312
35,106,4,28,16,135290,219.385
15,106,7,52,14,134626,220.924
32,106,19,32,15,135261,219.451
2,106,17,25,17,135524,218.847
44,106,7,11,13,134438,221.364
10,106,17,14,18,136667,216.259
46,106,18,27,19,139352,210.415
47,106,18,26,20,139434,210.241
14,106,1,14,9,133917,222.592
22,106,6,30,1,132730,225.441
17,106,19,13,11,134229,221.855
31,107,3,49,1,111473,217.038
8,107,1,52,2,111562,216.768
22,107,6,22,3,111672,216.435
4,107,4,42,9,112118,215.097
23,107,3,23,5,111764,216.158
11,107,16,51,7,111941,215.626
30,107,6,49,4,111763,216.161
13,107,15,68,8,112066,215.252
21,107,15,69,6,111877,215.818
35,107,4,68,10,112210,214.823
14,107,1,40,12,112522,213.899
15,107,7,65,11,112435,214.156
41,107,7,69,14,112961,212.612
32,107,19,49,13,112891,212.816
10,107,17,68,16,113905,209.896
47,107,18,45,17,114743,207.543
46,107,18,50,18,114756,207.507
17,107,19,20,15,113197,211.926
2,107,17,11,19,115855,204.5
18,107,16,2,20,124440,183.709
18,1,23,17,3,128020,216.891
22,1,23,43,14,129066,214.344
15,1,7,50,10,128916,214.706
10,1,7,53,6,128416,215.92
4,1,4,53,9,128712,215.199
3,1,3,48,1,127706,217.668
67,1,5,34,16,129230,213.95
7,1,5,50,17,129823,212.537
16,1,10,43,11,128943,214.64
2,1,2,48,5,128283,216.245
21,1,10,51,12,129005,214.491
17,1,9,38,8,128508,215.695
20,1,9,8,4,128140,216.596
9,1,2,36,2,127988,216.97
8,1,6,35,7,128488,215.744
13,1,6,30,15,129141,214.164
12,1,4,17,19,130502,210.943
6,1,3,6,18,129923,212.301
1,1,1,39,13,129020,214.455
18,2,23,18,1,136641,206.483
2,2,2,17,10,139084,201.392
10,2,7,18,16,139406,200.74
15,2,7,12,3,137591,204.473
22,2,23,17,2,137484,204.698
17,2,9,14,5,137672,204.304
1,2,1,17,11,139141,201.276
3,2,3,13,4,137598,204.459
13,2,6,17,13,139250,201.055
7,2,5,17,12,139242,201.072
4,2,4,17,9,139006,201.551
6,2,3,17,15,139387,200.778
12,2,4,18,14,139268,201.019
8,2,6,17,7,138453,202.683
20,2,9,10,6,138427,202.737
67,2,5,16,8,138938,201.689
16,2,10,17,18,139464,200.623
21,2,10,16,17,139407,200.738
20,3,9,42,2,152627,174.235
17,3,9,42,4,152980,173.69
18,3,23,44,6,153546,172.825
22,3,23,42,1,152592,174.289
5,3,1,41,10,154516,171.361
1,3,1,39,12,154665,171.138
10,3,7,42,3,152703,174.117
67,3,5,42,11,154590,171.25
4,3,4,38,9,154481,171.413
8,3,6,38,15,155396,170.054
7,3,5,43,5,153474,172.934
2,3,2,40,7,154158,171.898
9,3,2,44,14,155350,170.122
21,3,10,37,18,156239,168.821
3,3,3,55,8,154243,171.77
12,3,4,42,16,155535,169.849
16,3,10,41,13,154777,170.971
6,3,3,38,17,156167,168.925
13,3,6,16,19,156484,168.466
15,3,7,14,20,200330,163.081
18,4,23,11,3,134588,205.979
20,4,9,16,4,134756,205.614
15,4,7,10,1,134556,206.049
1,4,1,13,6,134915,205.269
22,4,23,25,5,134901,205.3
8,4,6,42,11,135498,204.016
10,4,7,6,2,134574,206.01
4,4,4,29,14,135722,203.539
3,4,3,37,15,135816,203.339
12,4,4,37,10,135441,204.138
17,4,9,50,8,135165,204.73
5,4,1,54,12,135520,203.969
7,4,5,30,9,135410,204.205
13,4,6,41,7,135065,204.946
21,4,10,9,19,136376,202.158
16,4,10,28,18,136219,202.488
67,4,5,38,20,136473,201.954
9,4,2,50,13,135706,203.573
2,4,2,52,16,135924,203.11
6,4,3,39,17,136153,202.627
18,5,23,17,2,122899,202.149
22,5,23,28,1,122762,202.484
17,5,9,18,5,123112,201.631
20,5,9,41,4,123090,201.684
4,5,4,14,6,123420,200.887
13,5,6,14,3,123089,201.687
2,5,2,29,10,123878,199.79
3,5,3,24,7,123621,200.404
1,5,1,29,9,123839,199.883
10,5,7,44,12,124134,199.182
9,5,2,26,11,124078,199.314
12,5,4,41,14,124286,198.823
6,5,3,38,13,124155,199.132
21,5,10,63,8,123796,199.985
8,5,6,16,15,124490,198.342
5,5,1,6,16,128719,188.888
18,6,23,49,2,115190,159.914
22,6,23,46,7,115685,158.868
8,6,6,47,5,115382,159.507
13,6,6,50,1,115154,159.991
17,6,9,45,3,115321,159.636
3,6,3,48,9,115772,158.686
4,6,4,64,4,115371,159.53
7,6,5,47,13,116178,157.84
21,6,10,74,16,116419,157.343
10,6,7,72,12,116066,158.073
2,6,2,49,15,116268,157.654
1,6,1,65,8,115706,158.824
15,6,7,57,11,116011,158.187
16,6,10,66,14,116245,157.702
6,6,3,73,10,115792,158.644
5,6,1,48,6,115672,158.896
9,6,2,25,17,117558,155.032
20,6,9,15,18,117634,154.88
12,6,4,7,19,118514,153.144
67,6,5,7,20,118582,153.012
18,7,23,40,1,127579,219.422
17,7,9,42,3,127809,218.847
20,7,9,51,2,127622,219.314
15,7,7,40,4,127868,218.7
3,7,3,36,11,128222,217.823
13,7,6,41,9,128176,217.936
9,7,2,58,7,128008,218.352
10,7,7,56,5,127883,218.663
8,7,6,58,8,128061,218.221
4,7,4,57,13,128389,217.411
2,7,2,43,10,128214,217.842
6,7,3,58,6,127988,218.402
1,7,1,53,15,128562,216.986
5,7,1,41,18,129174,215.497
67,7,5,57,16,128624,216.835
12,7,4,45,12,128340,217.532
16,7,10,55,19,129192,215.454
7,7,5,53,17,129022,215.865
22,7,23,37,14,128526,217.075
21,7,10,3,20,134070,204.281
20,8,9,16,1,120735,229.238
17,8,9,57,2,120915,228.728
22,8,23,18,5,121429,227.285
13,8,6,22,6,121509,227.062
3,8,3,17,3,121054,228.336
18,8,23,54,4,121189,227.956
15,8,7,17,9,121806,226.237
8,8,6,14,7,121656,226.653
10,8,7,51,8,121671,226.611
21,8,10,20,10,121810,226.226
6,8,3,14,11,121845,226.129
12,8,4,25,17,122505,224.32
9,8,2,41,14,122182,225.202
4,8,4,36,12,121852,226.11
2,8,2,59,13,121956,225.823
1,8,1,24,18,122576,224.128
16,8,10,50,20,123475,221.714
67,8,5,24,19,122711,223.762
7,8,5,26,16,122466,224.427
5,8,1,32,15,122418,224.557
17,9,9,37,3,134003,197.151
20,9,9,42,4,134089,196.97
13,9,6,53,8,134458,196.201
3,9,3,50,7,134403,196.315
18,9,23,53,6,134252,196.63
22,9,23,54,11,134676,195.749
4,9,4,49,1,133365,198.498
5,9,1,59,17,135524,194.011
10,9,7,40,16,135369,194.327
2,9,2,42,10,134559,195.991
21,9,10,54,13,135301,194.465
6,9,3,49,5,134238,196.659
12,9,4,46,12,134876,195.337
9,9,2,47,9,134537,196.037
16,9,10,43,14,135366,194.333
67,9,5,24,19,136279,192.49
15,9,7,52,2,133654,197.885
1,9,1,46,15,135367,194.331
8,9,6,4,18,136080,192.889
7,9,5,10,20,137498,190.083
1,10,1,16,4,122479,191.219
8,10,6,70,2,122434,191.323
17,10,9,65,1,121931,192.498
3,10,3,65,3,122468,191.245
5,10,1,63,8,122958,190.115
10,10,7,63,5,122506,191.157
18,10,23,57,6,122706,190.694
15,10,7,65,13,123261,189.423
6,10,3,55,11,123180,189.608
22,10,23,55,9,123024,189.964
2,10,2,65,14,123282,189.375
12,10,4,65,15,123418,189.067
9,10,2,65,12,123224,189.507
21,10,10,40,10,123174,189.621
153,10,5,69,16,123444,189.008
67,10,5,69,7,122955,190.122
20,10,9,18,17,123457,188.978
4,10,4,4,18,123529,188.815
22,11,23,39,3,138990,197.074
1,11,1,57,4,139056,196.943
8,11,6,39,5,139207,196.643
5,11,1,56,7,139341,196.378
3,11,3,52,6,139329,196.401
4,11,4,46,10,139494,196.076
18,11,23,46,2,138874,197.305
9,11,2,55,8,139374,196.312
17,11,9,50,11,139528,196.009
16,11,10,36,12,139622,195.824
2,11,2,53,13,139704,195.663
21,11,10,53,17,140111,194.867
15,11,7,52,15,139941,195.199
10,11,7,55,1,138683,197.687
154,11,4,41,9,139428,196.206
153,11,5,29,19,140935,193.276
69,11,6,52,18,140590,193.939
6,11,3,53,14,139747,195.578
67,11,5,37,20,141042,193.072
20,11,9,13,16,139992,195.099
8,12,6,42,4,147674,234.173
21,12,10,43,6,147737,234.036
20,12,9,38,1,147263,235.07
9,12,2,41,3,147664,234.195
2,12,2,35,2,147371,234.834
5,12,1,24,13,148348,232.716
22,12,23,37,12,148257,232.912
3,12,3,41,8,147766,233.973
17,12,9,39,9,147783,233.936
10,12,7,40,5,147736,234.038
16,12,10,42,10,147859,233.771
67,12,5,42,7,147763,233.98
6,12,3,42,11,148205,233.024
69,12,6,41,15,149803,229.633
4,12,4,23,14,148634,232.104
15,12,7,16,16,150029,229.161
22,13,23,48,5,124967,245.445
18,13,23,46,4,124935,245.538
8,13,6,36,2,124761,246.042
16,13,10,36,1,124739,246.106
4,13,4,50,8,125199,244.777
5,13,1,51,6,125109,245.036
2,13,2,30,9,125488,243.95
20,13,9,50,7,125194,244.791
21,13,6,28,10,125498,243.921
6,13,3,51,16,125976,242.565
10,13,7,50,14,125751,243.201
1,13,1,52,3,124802,245.923
67,13,5,50,11,125564,243.733
15,13,7,49,13,125700,243.346
154,13,4,51,12,125609,243.605
3,13,3,50,15,125901,242.777
24,13,10,22,17,126041,242.382
153,13,5,17,19,127846,237.401
9,13,2,12,18,127819,237.474
1,14,1,36,2,148345,168.561
10,14,7,34,6,148396,168.482
4,14,4,53,1,148240,168.725
20,14,9,10,7,148398,168.479
18,14,23,54,4,148369,168.524
22,14,23,50,8,148598,168.168
5,14,1,36,11,149283,167.114
9,14,2,44,10,148847,167.784
6,14,3,45,13,149371,166.98
8,14,6,54,5,148391,168.49
3,14,3,9,3,148352,168.55
15,14,7,54,9,148816,167.831
21,14,6,49,14,149417,166.91
24,14,10,48,15,149852,166.249
153,14,5,32,18,152483,162.36
67,14,5,17,16,150636,165.071
17,14,9,35,12,149319,167.059
16,14,10,15,19,152623,162.158
2,14,2,18,17,151346,164.018
154,14,4,2,20,157192,155.836
20,15,9,43,2,132572,225.826
15,15,7,38,4,133152,224.42
1,15,1,13,6,133259,224.162
8,15,6,33,3,132999,224.789
3,15,3,43,9,133595,223.358
2,15,2,13,10,133600,223.346
22,15,23,17,13,133910,222.608
18,15,23,42,5,133251,224.182
9,15,2,44,7,133334,223.982
4,15,4,28,14,133946,222.523
5,15,1,35,12,133801,222.867
21,15,6,33,8,133479,223.635
16,15,10,36,11,133668,223.184
24,15,10,36,16,134294,221.702
6,15,3,26,18,134783,220.558
154,15,4,39,17,134643,220.884
17,15,9,50,1,132569,225.833
153,15,5,34,15,134049,222.279
67,15,5,5,19,135392,219.15
17,16,9,25,1,113733,210.386
9,16,2,38,4,114155,209.188
1,16,1,59,6,114345,208.654
20,16,9,59,2,113890,209.939
18,16,23,46,7,114353,208.631
8,16,6,47,9,114558,208.058
67,16,5,58,10,114563,208.044
22,16,23,20,3,113950,209.768
5,16,1,68,5,114303,208.772
155,16,7,71,11,114676,207.729
21,16,6,55,14,114931,207.022
24,16,10,43,16,114990,206.859
154,16,4,54,12,114789,207.415
153,16,5,59,13,114861,207.216
6,16,3,21,17,115073,206.63
3,16,3,16,8,114370,208.584
2,16,2,19,15,114988,206.865
20,17,9,54,1,140279,199.387
17,17,9,14,5,140571,198.808
18,17,23,49,6,140642,198.668
22,17,23,54,4,140449,199.05
2,17,2,54,7,140672,198.609
155,17,7,55,11,140779,198.398
15,17,7,49,8,140723,198.508
67,17,5,55,2,140326,199.294
3,17,3,49,15,140997,197.97
9,17,2,54,14,140924,198.113
5,17,1,53,18,141316,197.346
8,17,6,54,12,140843,198.272
6,17,3,54,9,140754,198.447
4,17,4,54,10,140757,198.441
24,17,10,54,17,141277,197.422
21,17,6,54,16,141132,197.705
16,17,10,34,13,140904,198.152
154,17,4,47,19,142274,195.498
1,17,1,16,3,140367,199.212
153,17,5,16,20,143318,193.522
4,337,6,45,1,158287,191.706
13,337,6,38,5,159732,189.392
1,337,1,42,4,159560,189.665
20,337,9,32,12,200218,188.627
3,337,131,45,13,200236,188.599
30,337,131,45,11,200204,188.649
18,337,1,45,9,159970,189.017
17,337,9,45,3,159487,189.781
24,337,10,39,7,159906,189.118
22,337,3,47,6,159833,189.233
9,337,4,33,14,200474,188.226
16,337,10,49,2,159393,189.93
153,337,5,28,8,159964,189.026
807,337,3,34,15,201401,186.789
5,337,205,47,17,202701,184.81
67,337,5,41,10,200080,188.844
15,337,205,34,18,202930,184.465
37,337,15,27,16,201650,186.406
811,337,164,14,22,209127,175.613
10,337,166,11,21,207062,178.467
808,337,4,7,19,204307,182.422
155,337,15,4,20,205044,181.347
810,337,166,2,23,209361,175.295
18,338,1,52,6,129291,213.804
9,338,4,52,8,129570,213.138
13,338,6,52,7,129537,213.216
4,338,6,47,10,129707,212.812
3,338,131,53,2,128489,215.742
1,338,1,47,3,128506,215.7
24,338,10,55,9,129685,212.865
22,338,3,58,5,129210,213.998
17,338,9,47,1,128358,216.061
30,338,131,58,4,129185,214.058
153,338,5,49,11,129713,212.798
37,338,15,54,12,130587,210.745
5,338,205,52,14,133638,203.878
812,338,164,48,16,135045,200.86
10,338,166,37,15,134230,202.597
810,338,166,17,17,136607,197.613
20,338,9,22,13,131556,208.515
16,338,10,6,19,143223,184.947
808,338,4,6,18,143132,185.11
811,338,164,4,20,227276,129.626
20,339,9,53,6,137813,204.009
17,339,9,53,1,137054,205.605
3,339,131,53,8,138129,203.352
9,339,4,55,7,138074,203.466
16,339,10,55,9,138160,203.288
1,339,1,32,4,137745,204.151
13,339,6,48,5,137784,204.07
18,339,1,49,10,138501,202.584
153,339,5,44,13,139489,200.572
807,339,3,51,11,139124,201.311
67,339,5,54,3,137610,204.433
22,339,3,46,12,139428,200.695
4,339,6,41,2,137231,205.23
810,339,166,28,18,143224,193.315
812,339,164,40,21,144790,190.426
811,339,164,39,22,145334,189.443
15,339,205,31,20,143753,192.329
5,339,205,44,17,142701,194.299
808,339,4,32,14,140693,198.174
24,339,10,9,16,142594,194.502
30,339,131,9,15,142084,195.474
155,339,15,6,19,143340,193.098
10,339,166,2,23,146388,187.566
18,340,1,14,4,142886,190.731
1,340,1,13,1,142061,192.273
3,340,131,14,5,143245,190.068
4,340,6,14,9,144134,188.445
9,340,4,14,6,143630,189.362
20,340,9,14,2,142358,191.715
808,340,4,14,8,143801,189.05
17,340,9,14,3,142609,191.246
13,340,6,14,13,144594,187.616
30,340,131,14,10,144298,188.149
16,340,10,14,11,144364,188.03
22,340,3,17,14,145559,185.901
153,340,5,14,7,143755,189.134
5,340,205,14,15,147141,183.156
807,340,3,13,12,144549,187.697
811,340,164,16,17,148216,181.337
812,340,164,15,18,148788,180.383
15,340,205,14,19,149675,178.925
810,340,166,7,20,153185,173.376
37,340,15,6,16,147739,182.14
17,341,9,62,2,124828,197.552
4,341,6,57,3,124846,197.51
20,341,9,56,5,125176,196.745
30,341,131,64,10,125529,195.933
18,341,1,64,4,125166,196.768
13,341,6,64,9,125497,196.006
16,341,10,65,13,125845,195.212
9,341,4,66,7,125466,196.077
22,341,3,59,12,125728,195.478
153,341,5,63,11,125655,195.645
808,341,4,63,8,125470,196.068
155,341,15,62,15,126083,194.672
3,341,131,50,6,125455,196.103
1,341,1,59,1,124357,198.655
24,341,10,63,14,125924,195.032
807,341,3,63,17,126863,192.924
15,341,205,56,18,129564,187.106
10,341,166,60,19,129776,186.664
810,341,166,47,20,129904,186.398
67,341,5,41,16,126724,193.233
812,341,164,26,22,132041,182.071
37,341,15,9,21,130411,185.353
17,342,9,63,2,115318,159.643
20,342,9,71,1,115192,159.91
9,342,4,72,3,115353,159.568
13,342,6,68,4,115503,159.251
1,342,1,68,10,116219,157.755
4,342,6,73,6,115905,158.408
3,342,131,65,7,115959,158.295
16,342,10,72,8,115963,158.287
24,342,10,72,9,116142,157.915
67,342,5,68,13,116493,157.19
153,342,5,73,11,116381,157.421
30,342,131,71,5,115580,159.089
808,342,4,60,12,116405,157.371
812,342,164,69,19,119553,151.144
15,342,205,69,18,119340,151.55
5,342,205,57,14,118401,153.365
811,342,164,58,20,120130,150.056
22,342,3,22,16,119074,152.06
155,342,15,24,15,118775,152.637
810,342,166,19,22,122255,146.179
10,342,166,11,21,120775,148.857
37,342,15,21,17,119270,151.684
18,342,1,2,23,214285,89.54
1,343,1,54,12,130075,213.342
18,343,1,42,7,129895,213.769
17,343,9,54,2,129195,215.447
30,343,131,53,6,129810,213.971
3,343,131,52,9,129977,213.574
9,343,4,57,4,129580,214.521
13,343,6,58,10,129996,213.529
4,343,6,56,11,130011,213.493
16,343,10,55,8,129959,213.617
155,343,15,42,16,130891,211.426
37,343,15,50,14,130421,212.525
153,343,5,50,3,129535,214.628
24,343,10,53,18,131421,210.201
22,343,3,53,17,130933,211.329
808,343,4,57,1,129165,215.519
67,343,5,57,5,129588,214.501
807,343,3,51,15,130620,212.059
10,343,166,48,19,132265,208.278
810,343,166,55,20,133257,206.062
812,343,164,37,24,134585,203.169
811,343,164,35,21,134247,203.898
20,343,9,37,13,130181,213.091
5,343,205,26,22,134363,203.647
15,343,205,26,23,134463,203.432
1,344,1,62,2,117806,201.778
18,344,1,66,4,118144,200.906
4,344,6,44,6,118207,200.744
20,344,9,62,8,118417,200.206
17,344,9,62,5,118148,200.895
3,344,131,68,3,117832,201.711
9,344,4,67,1,116972,203.965
67,344,5,39,15,119784,196.776
24,344,10,66,11,119349,197.855
16,344,10,68,13,119530,197.404
30,344,131,44,14,119577,197.288
153,344,5,69,16,119842,196.633
807,344,3,64,9,118912,198.95
22,344,3,65,10,119175,198.289
13,344,6,45,7,118325,200.441
5,344,205,65,18,120654,194.653
808,344,4,58,12,119453,197.596
812,344,164,47,21,121884,191.729
810,344,166,49,22,121937,191.605
10,344,166,43,20,121669,192.234
15,344,205,38,19,120791,194.323
37,344,15,21,17,120574,194.846
811,344,164,5,23,124524,185.741
20,345,9,52,3,139141,196.774
1,345,1,56,4,139156,196.744
18,345,1,54,1,138766,197.521
22,345,3,56,5,139489,196.085
9,345,4,55,7,139542,195.981
16,345,10,52,8,139803,195.469
155,345,15,57,6,139517,196.03
4,345,6,50,10,139889,195.3
67,345,5,53,11,140084,194.92
3,345,131,57,9,139878,195.322
13,345,6,52,13,140208,194.679
37,345,15,56,16,140430,194.248
153,345,5,55,15,140327,194.448
808,345,4,57,12,140100,194.889
30,345,131,53,2,138968,197.118
24,345,10,52,14,140305,194.49
810,345,166,45,20,142414,190.485
812,345,164,51,22,143820,187.905
10,345,166,48,19,142319,190.662
811,345,164,55,21,142927,189.536
15,345,205,53,18,141770,191.691
807,345,3,46,17,140790,193.554
5,345,205,8,24,146130,183.816
17,345,9,5,23,144064,187.465
17,346,9,45,4,132364,229.608
1,346,1,43,6,132758,228.633
3,346,131,50,7,132952,228.156
18,346,1,52,9,133003,228.031
22,346,3,50,11,133615,226.54
155,346,15,52,10,133558,226.678
20,346,9,52,3,131967,230.6
16,346,10,42,16,134337,224.806
30,346,131,47,15,134171,225.203
807,346,3,48,13,133989,225.639
24,346,10,51,14,134018,225.569
67,346,5,52,8,132980,228.087
808,346,4,52,5,132484,229.311
4,346,6,52,1,130874,233.373
13,346,6,52,2,131646,231.407
15,346,205,44,20,136519,219.724
5,346,205,48,18,136251,220.336
10,346,166,49,19,136415,219.961
812,346,164,40,23,138798,214.656
29,346,164,50,22,138309,215.723
153,346,5,43,12,133748,226.219
37,346,15,23,17,135883,221.182
9,346,4,12,21,136846,218.982
810,346,166,7,24,140641,210.725
4,347,6,66,2,115880,217.005
13,347,6,66,3,116097,216.386
20,347,9,67,1,115824,217.166
1,347,1,65,5,116503,215.238
18,347,1,65,4,116451,215.385
17,347,9,57,9,116678,214.747
9,347,4,62,16,117166,213.389
3,347,131,66,8,116609,214.94
30,347,131,66,14,117088,213.605
808,347,4,62,17,117198,213.3
155,347,15,63,15,117100,213.571
22,347,3,63,13,117029,213.768
807,347,3,61,11,116836,214.305
37,347,15,61,6,116527,215.171
153,347,5,66,12,116971,213.929
24,347,10,64,7,116596,214.977
16,347,10,65,10,116687,214.722
10,347,166,62,18,118211,210.538
811,347,164,57,21,120861,203.638
5,347,205,51,19,120664,204.135
810,347,166,49,20,120703,204.037
29,347,164,16,22,123541,197.105
15,347,205,2,23,214452,122.47
17,348,9,46,2,122651,190.821
4,348,6,67,4,123195,189.573
20,348,9,70,1,122362,191.491
13,348,6,69,5,123329,189.269
808,348,4,61,6,123799,188.207
807,348,3,66,7,124204,187.302
37,348,15,65,10,124342,186.995
18,348,1,61,8,124205,187.3
155,348,15,68,9,124282,187.128
22,348,3,68,3,122811,190.452
30,348,131,64,12,125372,184.739
67,348,5,58,13,125449,184.573
24,348,10,58,11,125358,184.77
5,348,205,64,18,127457,180.335
15,348,205,58,17,127429,180.393
10,348,166,59,19,127674,179.889
811,348,164,61,21,128093,179.033
810,348,166,62,16,127287,180.686
29,348,164,59,23,129278,176.657
1,348,1,22,14,126258,182.842
9,348,4,21,15,126825,181.648
3,348,131,13,20,127954,179.316
16,348,10,12,22,128177,178.862
1,349,1,32,1,149069,231.178
17,349,9,32,2,149395,230.489
9,349,4,29,3,149807,229.624
13,349,6,26,4,150111,228.99
16,349,10,25,5,150477,228.232
3,349,131,31,10,151688,225.757
30,349,131,32,13,151914,225.301
155,349,15,29,11,151749,225.634
808,349,4,32,7,151175,226.799
24,349,10,31,14,152267,224.593
37,349,15,31,15,152537,224.054
67,349,5,30,17,152966,223.203
153,349,5,31,9,151576,225.984
807,349,3,28,12,151864,225.402
20,349,9,22,6,150868,227.427
5,349,205,23,22,155797,217.746
810,349,166,25,21,155705,217.919
10,349,166,31,19,155268,218.745
15,349,205,24,18,155103,219.059
29,349,164,31,20,155484,218.336
4,349,6,29,8,151374,226.393
18,349,1,6,16,152879,223.375
811,349,164,5,23,220201,179.844
4,350,6,52,1,124139,247.861
18,350,1,46,8,124598,246.516
13,350,6,51,6,124575,246.583
20,350,9,50,4,124493,246.822
3,350,131,52,3,124491,246.828
17,350,9,52,2,124278,247.452
807,350,3,52,7,124576,246.58
9,350,4,48,5,124560,246.627
30,350,131,49,11,124947,245.503
22,350,3,48,14,125239,244.662
67,350,5,51,13,125224,244.705
24,350,10,51,12,125102,245.056
808,350,4,53,9,124644,246.382
37,350,15,47,16,126325,241.584
153,350,5,51,15,125472,243.995
16,350,10,51,10,124937,245.532
10,350,166,50,17,127765,237.62
5,350,205,50,18,127822,237.466
29,350,164,45,20,128875,234.653
810,350,166,46,19,128171,236.526
15,350,205,30,21,129017,234.278
811,350,164,10,22,130880,229.476
4,351,6,58,1,147976,169.137
20,351,9,59,2,148141,168.879
17,351,9,54,5,149706,166.47
18,351,1,61,7,149711,166.462
3,351,131,55,8,150125,165.837
22,351,3,52,9,150334,165.522
9,351,4,56,3,149255,167.157
13,351,6,45,12,152079,162.945
16,351,10,45,15,152473,162.374
807,351,3,45,13,152213,162.751
808,351,4,46,11,151903,163.202
153,351,5,43,14,152333,162.577
30,351,131,54,4,149680,166.509
67,351,5,59,6,149710,166.464
810,351,166,55,17,152513,162.317
5,351,205,53,18,153051,161.544
10,351,166,38,19,153559,160.822
2,351,15,29,16,152475,162.372
1,351,1,31,10,150750,164.901
32,351,164,23,22,157766,155.077
155,351,15,22,20,153957,160.26
811,351,164,19,23,157962,154.819
15,351,205,20,21,156386,156.915
20,352,9,51,3,133653,223.219
17,352,9,53,1,133474,223.647
4,352,6,53,4,133823,222.815
18,352,1,53,2,133529,223.515
1,352,1,35,9,135182,219.633
30,352,131,52,7,134853,220.395
155,352,15,50,6,134486,221.251
2,352,15,52,10,135521,218.854
22,352,3,53,11,135597,218.68
67,352,5,52,8,135116,219.786
153,352,5,49,5,134365,221.535
5,352,205,51,14,137620,214.148
15,352,205,28,15,139710,209.66
10,352,166,51,17,139813,209.443
811,352,164,49,18,140329,208.366
29,352,164,33,16,139806,209.458
3,352,131,44,12,136108,217.517
16,352,10,43,13,136319,217.041
9,352,4,2,19,241378,129.541
4,353,6,42,1,150257,183.335
1,353,1,42,3,150430,183.048
13,353,6,44,4,150502,182.928
30,353,131,43,8,151835,180.748
9,353,4,45,7,151604,181.122
24,353,10,45,5,151371,181.501
22,353,3,45,6,151564,181.187
155,353,15,42,14,153086,178.748
2,353,15,42,15,153263,178.469
807,353,3,43,10,151982,180.511
153,353,5,43,9,151962,180.543
18,353,1,42,11,152193,180.171
5,353,205,43,16,155018,175.746
811,353,164,30,20,159290,169.452
29,353,164,36,19,158313,170.851
16,353,10,40,12,152601,179.518
20,353,9,44,2,150375,183.139
808,353,4,39,13,153031,178.835
10,353,166,29,18,158102,171.157
67,353,5,27,17,156768,173.112
810,353,166,25,23,202635,164.83
15,353,205,20,24,205161,161.503
17,353,9,18,21,200025,168.414
3,353,131,18,22,200652,167.539
20,354,9,70,6,114283,208.828
17,354,9,69,4,114047,209.493
4,354,6,67,2,113855,210.038
1,354,1,66,1,113851,210.049
