driverId,raceId,points,position,wins
122,296,2.0,13,0
81,296,0.0,18,0
94,296,2.0,15,0
91,296,3.0,11,0
104,296,0.0,22,0
108,296,0.0,25,0
84,296,9.0,7,0
129,296,0.0,21,0
95,297,76.0,1,7
119,297,40.0,2,0
102,297,18.0,5,1
30,297,29.0,3,0
77,297,20.0,4,1
65,297,2.0,14,0
100,297,3.0,12,0
88,297,0.0,17,0
57,297,5.0,8,0
105,297,5.0,9,0
127,297,0.0,19,0
79,297,0.0,23,0
128,297,0.0,26,0
110,297,4.0,10,0
109,297,0.0,20,0
123,297,0.0,24,0
92,297,1.0,16,0
55,297,11.0,7,0
122,297,2.0,13,0
81,297,0.0,18,0
94,297,2.0,15,0
91,297,3.0,11,0
104,297,0.0,22,0
108,297,0.0,25,0
84,297,13.0,6,0
129,297,0.0,21,0
99,297,0.0,27,0
71,297,0.0,28,0
95,298,86.0,1,8
119,298,40.0,2,0
102,298,24.0,4,1
30,298,33.0,3,0
77,298,20.0,5,1
65,298,2.0,14,0
100,298,4.0,11,0
88,298,0.0,17,0
57,298,5.0,8,0
105,298,5.0,9,0
127,298,0.0,20,0
79,298,0.0,24,0
128,298,0.0,26,0
110,298,4.0,10,0
109,298,0.0,21,0
123,298,0.0,19,0
92,298,1.0,16,0
55,298,13.0,7,0
122,298,2.0,13,0
81,298,0.0,18,0
94,298,2.0,15,0
91,298,3.0,12,0
104,298,0.0,23,0
108,298,0.0,25,0
84,298,16.0,6,0
129,298,0.0,22,0
99,298,0.0,27,0
71,298,0.0,28,0
95,299,92.0,1,8
119,299,40.0,2,0
102,299,34.0,3,2
30,299,33.0,4,0
77,299,24.0,5,1
65,299,2.0,14,0
100,299,4.0,11,0
88,299,0.0,17,0
57,299,8.0,8,0
105,299,5.0,9,0
127,299,0.0,20,0
79,299,0.0,24,0
128,299,0.0,27,0
110,299,4.0,10,0
109,299,0.0,21,0
123,299,0.0,19,0
92,299,1.0,16,0
55,299,13.0,7,0
122,299,3.0,13,0
81,299,0.0,18,0
94,299,2.0,15,0
91,299,3.0,12,0
104,299,0.0,23,0
108,299,0.0,25,0
84,299,18.0,6,0
129,299,0.0,22,0
99,299,0.0,28,0
71,299,0.0,26,0
95,300,98.0,1,8
119,300,44.0,2,0
102,300,36.0,4,2
30,300,43.0,3,1
77,300,24.0,5,1
65,300,2.0,14,0
100,300,4.0,11,0
88,300,0.0,18,0
57,300,9.0,8,0
105,300,5.0,9,0
127,300,0.0,21,0
79,300,0.0,24,0
128,300,0.0,26,0
110,300,4.0,10,0
109,300,0.0,17,0
123,300,0.0,20,0
92,300,1.0,16,0
55,300,13.0,7,0
122,300,3.0,13,0
81,300,0.0,19,0
94,300,2.0,15,0
91,300,3.0,12,0
104,300,0.0,23,0
108,300,0.0,25,0
84,300,21.0,6,0
129,300,0.0,22,0
99,300,0.0,29,0
71,300,0.0,27,0
830,969,10.0,5,0
125,300,0.0,28,0
131,300,0.0,30,0
95,301,98.0,1,8
119,301,46.0,4,0
102,301,46.0,3,3
30,301,47.0,2,1
77,301,27.0,5,1
65,301,2.0,14,0
100,301,4.0,11,0
88,301,0.0,18,0
57,301,9.0,8,0
105,301,5.0,9,0
127,301,0.0,21,0
79,301,0.0,24,0
128,301,0.0,26,0
110,301,5.0,10,0
109,301,0.0,17,0
123,301,0.0,20,0
92,301,1.0,16,0
55,301,13.0,7,0
122,301,3.0,13,0
81,301,0.0,19,0
94,301,2.0,15,0
91,301,3.0,12,0
104,301,0.0,23,0
108,301,0.0,25,0
84,301,27.0,6,0
129,301,0.0,22,0
99,301,0.0,29,0
71,301,0.0,27,0
8,969,12.0,4,0
125,301,0.0,28,0
131,301,0.0,30,0
95,302,108.0,1,9
119,302,46.0,4,0
102,302,50.0,2,3
30,302,47.0,3,1
77,302,33.0,5,1
65,302,2.0,14,0
100,302,4.0,11,0
88,302,0.0,18,0
57,302,11.0,8,0
105,302,6.0,9,0
127,302,0.0,21,0
79,302,0.0,24,0
128,302,0.0,26,0
110,302,5.0,10,0
109,302,0.0,17,0
123,302,0.0,19,0
92,302,1.0,16,0
55,302,13.0,7,0
122,302,3.0,13,0
81,302,0.0,20,0
94,302,2.0,15,0
91,302,3.0,12,0
104,302,0.0,23,0
108,302,0.0,25,0
84,302,30.0,6,0
129,302,0.0,22,0
99,302,0.0,30,0
71,302,0.0,28,0
822,969,15.0,3,0
125,302,0.0,27,0
131,302,0.0,29,0
95,303,108.0,1,9
119,303,56.0,2,1
102,303,50.0,3,3
30,303,47.0,4,1
77,303,39.0,5,1
65,303,2.0,14,0
100,303,4.0,11,0
88,303,0.0,19,0
57,303,11.0,8,0
105,303,6.0,10,0
127,303,0.0,22,0
79,303,0.0,25,0
128,303,0.0,27,0
110,303,8.0,9,0
109,303,0.0,18,0
123,303,0.0,20,0
92,303,1.0,17,0
55,303,15.0,7,0
122,303,3.0,13,0
81,303,0.0,21,0
94,303,2.0,15,0
91,303,3.0,12,0
104,303,1.0,16,0
108,303,0.0,26,0
84,303,34.0,6,0
129,303,0.0,24,0
99,303,0.0,31,0
71,303,0.0,29,0
1,969,18.0,2,0
125,303,0.0,28,0
131,303,0.0,23,0
78,303,0.0,30,0
95,304,108.0,1,9
119,304,56.0,2,1
102,304,50.0,4,3
30,304,53.0,3,1
77,304,49.0,5,2
65,304,2.0,15,0
100,304,4.0,11,0
88,304,0.0,20,0
57,304,11.0,8,0
105,304,6.0,10,0
127,304,0.0,23,0
79,304,0.0,25,0
128,304,0.0,27,0
110,304,8.0,9,0
109,304,0.0,21,0
123,304,2.0,14,0
92,304,1.0,19,0
55,304,18.0,7,0
122,304,3.0,13,0
81,304,0.0,22,0
94,304,2.0,16,0
91,304,3.0,12,0
104,304,1.0,18,0
108,304,0.0,26,0
84,304,38.0,6,0
129,304,0.0,24,0
99,304,0.0,32,0
71,304,0.0,30,0
20,969,25.0,1,1
125,304,0.0,28,0
131,304,1.0,17,0
78,304,0.0,29,0
136,304,0.0,31,0
128,306,0.0,34,0
129,306,0.0,32,0
142,306,0.0,33,0
110,306,0.0,27,0
141,306,0.0,31,0
100,306,0.0,21,0
140,306,0.0,30,0
133,306,0.0,29,0
103,306,0.0,25,0
109,306,0.0,26,0
81,306,0.0,12,0
139,306,0.0,19,0
87,306,0.0,23,0
127,306,0.0,28,0
95,306,0.0,20,0
120,307,0.0,33,0
128,307,0.0,20,0
129,307,0.0,34,0
142,307,0.0,35,0
110,307,0.0,27,0
141,307,1.0,13,0
100,307,0.0,22,0
140,307,0.0,32,0
133,307,0.0,31,0
103,307,0.0,30,0
109,307,4.0,6,0
81,307,0.0,18,0
139,307,0.0,24,0
87,307,0.0,17,0
127,307,0.0,25,0
95,307,0.0,26,0
77,307,10.0,2,0
123,307,0.0,14,0
122,307,0.0,29,0
105,307,0.0,28,0
90,307,0.0,15,0
119,307,6.0,4,0
57,307,2.0,9,0
120,308,0.0,32,0
128,308,0.0,24,0
129,308,0.0,34,0
110,308,0.0,28,0
141,308,1.0,16,0
100,308,0.0,25,0
140,308,0.0,33,0
133,308,0.0,31,0
103,308,0.0,23,0
109,308,4.0,8,0
81,308,0.0,20,0
139,308,1.0,14,0
87,308,0.0,21,0
127,308,0.0,27,0
95,308,6.0,5,0
77,308,10.0,3,0
123,308,0.0,17,0
122,308,0.0,30,0
105,308,0.0,29,0
90,308,3.0,9,0
119,308,6.0,4,0
57,308,2.0,12,0
55,308,5.0,7,0
84,308,0.0,26,0
92,308,0.0,19,0
65,309,0.0,34,0
120,309,0.0,33,0
128,309,0.0,26,0
129,309,0.0,35,0
142,309,0.0,36,0
110,309,3.0,12,0
141,309,1.0,18,0
100,309,0.0,21,0
140,309,0.0,29,0
133,309,0.0,32,0
103,309,0.0,25,0
109,309,4.0,9,0
81,309,0.0,22,0
139,309,1.0,16,0
87,309,0.0,23,0
127,309,0.0,28,0
95,309,7.0,7,0
77,309,10.0,5,0
123,309,0.0,19,0
122,309,0.0,30,0
105,309,0.0,31,0
90,309,3.0,11,0
119,309,10.0,4,0
57,309,2.0,14,0
55,309,5.0,8,0
84,309,0.0,27,0
65,310,0.0,27,0
120,310,0.0,35,0
128,310,0.0,26,0
129,310,0.0,33,0
142,310,0.0,36,0
141,310,1.0,19,0
100,310,0.0,23,0
140,310,0.0,30,0
133,310,0.0,34,0
103,310,1.0,17,0
109,310,4.0,11,0
81,310,0.0,21,0
139,310,1.0,16,0
87,310,0.0,24,0
127,310,0.0,29,0
95,310,13.0,4,0
77,310,10.0,6,0
123,310,0.0,20,0
122,310,0.0,31,0
105,310,0.0,32,0
90,310,5.0,10,0
119,310,20.0,2,1
57,310,2.0,14,0
55,310,5.0,9,0
84,310,0.0,28,0
92,310,2.0,13,0
94,310,3.0,12,0
65,311,0.0,28,0
120,311,0.0,35,0
128,311,0.0,27,0
129,311,0.0,32,0
110,311,7.0,9,0
141,311,1.0,19,0
100,311,0.0,24,0
140,311,0.0,30,0
133,311,0.0,34,0
103,311,1.0,17,0
109,311,4.0,11,0
81,311,0.0,21,0
139,311,1.0,16,0
87,311,0.0,25,0
127,311,0.0,22,0
95,311,23.0,2,1
77,311,10.0,6,0
123,311,0.0,20,0
122,311,0.0,31,0
105,311,0.0,33,0
90,311,5.0,10,0
119,311,22.0,3,1
57,311,2.0,14,0
55,311,8.0,8,0
84,311,0.0,29,0
92,311,2.0,13,0
65,312,0.0,28,0
120,312,0.0,35,0
128,312,0.0,27,0
129,312,0.0,32,0
110,312,7.0,9,0
141,312,1.0,19,0
100,312,0.0,24,0
140,312,0.0,30,0
133,312,0.0,34,0
103,312,1.0,17,0
109,312,4.0,11,0
81,312,0.0,21,0
139,312,1.0,16,0
87,312,0.0,25,0
127,312,0.0,22,0
95,312,33.0,2,2
77,312,16.0,6,0
123,312,0.0,20,0
122,312,0.0,31,0
105,312,0.0,33,0
90,312,5.0,10,0
119,312,22.0,3,1
57,312,2.0,15,0
55,312,8.0,8,0
84,312,0.0,29,0
92,312,3.0,13,0
143,313,0.0,36,0
65,313,0.0,28,0
120,313,0.0,35,0
128,313,0.0,27,0
142,313,0.0,37,0
110,313,9.0,9,0
141,313,1.0,19,0
100,313,0.0,24,0
140,313,0.0,30,0
133,313,0.0,34,0
103,313,1.0,17,0
109,313,4.0,11,0
81,313,0.0,21,0
139,313,1.0,16,0
87,313,0.0,25,0
127,313,0.0,22,0
95,313,43.0,2,3
77,313,19.0,5,0
123,313,0.0,20,0
122,313,0.0,31,0
105,313,0.0,33,0
90,313,5.0,10,0
119,313,28.0,3,1
57,313,2.0,15,0
55,313,12.0,7,0
84,313,0.0,29,0
143,314,0.0,36,0
65,314,0.0,29,0
120,314,0.0,35,0
128,314,0.0,28,0
129,314,0.0,32,0
110,314,9.0,9,0
141,314,1.0,20,0
100,314,0.0,25,0
140,314,0.0,31,0
133,314,0.0,34,0
109,314,4.0,11,0
81,314,0.0,22,0
139,314,1.0,16,0
87,314,0.0,26,0
127,314,0.0,23,0
95,314,49.0,2,3
77,314,22.0,4,0
123,314,0.0,21,0
122,314,1.0,18,0
105,314,0.0,33,0
90,314,5.0,10,0
119,314,32.0,3,1
57,314,2.0,15,0
55,314,14.0,7,0
84,314,0.0,30,0
92,314,4.0,12,0
30,315,0.0,34,0
143,315,0.0,37,0
65,315,0.0,24,0
120,315,0.0,36,0
128,315,0.0,30,0
142,315,0.0,38,0
141,315,1.0,21,0
100,315,0.0,27,0
140,315,0.0,32,0
133,315,0.0,35,0
103,315,1.0,18,0
109,315,4.0,11,0
139,315,1.0,16,0
87,315,1.0,17,0
127,315,0.0,25,0
95,315,49.0,2,3
77,315,28.0,4,0
123,315,0.0,22,0
122,315,1.0,19,0
105,315,0.0,33,0
90,315,8.0,10,0
119,315,34.0,3,1
57,315,2.0,15,0
55,315,14.0,7,0
84,315,0.0,29,0
92,315,4.0,12,0
94,315,3.0,13,0
99,315,0.0,28,0
30,316,2.0,16,0
143,316,0.0,37,0
65,316,0.0,25,0
120,316,0.0,36,0
128,316,0.0,31,0
142,316,0.0,38,0
110,316,9.0,9,0
141,316,1.0,22,0
100,316,0.0,28,0
140,316,0.0,33,0
133,316,0.0,35,0
103,316,1.0,20,0
109,316,4.0,11,0
139,316,1.0,17,0
87,316,1.0,18,0
127,316,0.0,26,0
95,316,59.0,2,4
77,316,31.0,4,0
123,316,0.0,23,0
122,316,1.0,19,0
105,316,0.0,34,0
90,316,8.0,10,0
119,316,34.0,3,1
57,316,2.0,15,0
55,316,14.0,7,0
84,316,0.0,30,0
92,316,4.0,12,0
94,316,3.0,13,0
99,316,0.0,29,0
30,317,3.0,14,0
143,317,0.0,37,0
65,317,0.0,26,0
120,317,0.0,36,0
128,317,0.0,31,0
129,317,0.0,32,0
142,317,0.0,38,0
141,317,1.0,22,0
100,317,0.0,28,0
140,317,0.0,34,0
133,317,0.0,35,0
103,317,1.0,20,0
109,317,4.0,12,0
81,317,0.0,25,0
87,317,1.0,18,0
127,317,0.0,24,0
95,317,59.0,2,4
77,317,31.0,4,0
123,317,0.0,23,0
122,317,1.0,19,0
105,317,0.0,33,0
90,317,8.0,10,0
119,317,44.0,3,2
57,317,2.0,16,0
55,317,18.0,7,0
84,317,0.0,30,0
92,317,4.0,13,0
94,317,6.0,11,0
99,317,0.0,29,0
78,317,0.0,27,0
70,318,0.0,32,0
30,318,4.0,14,0
143,318,0.0,38,0
65,318,0.0,26,0
120,318,0.0,37,0
128,318,0.0,31,0
142,318,0.0,39,0
110,318,9.0,9,0
141,318,1.0,22,0
100,318,0.0,28,0
140,318,0.0,35,0
133,318,0.0,36,0
103,318,1.0,20,0
109,318,4.0,12,0
139,318,1.0,17,0
87,318,1.0,18,0
127,318,0.0,23,0
95,318,69.0,2,5
77,318,31.0,5,0
123,318,0.0,24,0
122,318,1.0,19,0
105,318,0.0,34,0
90,318,8.0,10,0
119,318,48.0,3,2
57,318,2.0,16,0
55,318,21.0,7,0
84,318,0.0,30,0
92,318,4.0,13,0
94,318,6.0,11,0
99,318,0.0,29,0
144,319,0.0,41,0
91,319,0.0,37,0
70,319,0.0,31,0
30,319,4.0,14,0
143,319,0.0,39,0
65,319,0.0,27,0
120,319,0.0,38,0
129,319,0.0,33,0
142,319,0.0,40,0
110,319,9.0,9,0
141,319,1.0,23,0
100,319,0.0,29,0
140,319,0.0,36,0
103,319,1.0,21,0
109,319,4.0,12,0
139,319,1.0,18,0
87,319,1.0,19,0
127,319,0.0,24,0
95,319,69.0,2,5
77,319,41.0,4,1
123,319,0.0,25,0
122,319,1.0,20,0
105,319,0.0,35,0
90,319,8.0,10,0
119,319,52.0,3,2
57,319,2.0,16,0
55,319,21.0,7,0
84,319,2.0,17,0
92,319,4.0,13,0
94,319,6.0,11,0
99,319,0.0,30,0
144,320,0.0,40,0
91,320,0.0,36,0
70,320,0.0,31,0
30,320,4.0,14,0
143,320,0.0,39,0
65,320,0.0,27,0
120,320,0.0,38,0
128,320,0.0,32,0
129,320,0.0,34,0
142,320,0.0,41,0
141,320,1.0,23,0
100,320,0.0,29,0
140,320,0.0,37,0
133,320,0.0,33,0
103,320,1.0,21,0
109,320,4.0,12,0
139,320,1.0,18,0
87,320,1.0,19,0
127,320,0.0,25,0
95,320,72.0,2,5
77,320,43.0,4,1
123,320,0.0,26,0
122,320,1.0,20,0
105,320,0.0,35,0
90,320,8.0,10,0
119,320,53.0,3,2
57,320,2.0,16,0
55,320,21.0,7,0
84,320,2.0,17,0
92,320,4.0,13,0
94,320,6.0,11,0
99,320,0.0,30,0
78,320,0.0,28,0
131,322,2.0,8,0
81,322,0.0,19,0
105,322,0.0,14,0
94,322,0.0,10,0
103,322,0.0,11,0
133,322,0.0,22,0
112,322,0.0,16,0
152,323,0.0,38,0
101,323,0.0,34,0
139,323,0.0,32,0
117,323,12.0,2,1
129,323,0.0,25,0
102,323,13.0,1,1
133,323,0.0,26,0
112,323,0.0,16,0
92,323,0.0,36,0
150,323,0.0,39,0
149,323,0.0,37,0
114,323,0.0,30,0
99,323,0.0,35,0
109,323,0.0,20,0
81,323,0.0,24,0
140,323,0.0,33,0
151,323,0.0,15,0
90,324,0.0,24,0
127,324,0.0,25,0
147,324,0.0,21,0
88,324,0.0,29,0
95,324,3.0,9,0
77,324,16.0,2,0
148,324,0.0,16,0
129,324,0.0,28,0
110,324,0.0,27,0
117,324,12.0,4,1
122,324,0.0,31,0
118,324,0.0,15,0
78,324,0.0,19,0
151,324,0.0,17,0
140,324,0.0,34,0
152,324,0.0,38,0
101,324,0.0,30,0
139,324,0.0,33,0
55,325,13.0,4,0
123,325,9.0,7,0
90,325,0.0,27,0
127,325,0.0,28,0
147,325,0.0,22,0
152,325,0.0,38,0
101,325,0.0,31,0
139,325,0.0,33,0
133,325,2.0,11,0
112,325,0.0,18,0
92,325,0.0,36,0
150,325,0.0,39,0
149,325,0.0,37,0
114,325,0.0,32,0
99,325,0.0,35,0
109,325,0.0,23,0
81,325,0.0,29,0
140,325,0.0,34,0
151,325,0.0,17,0
78,325,0.0,19,0
118,325,1.0,12,0
122,325,0.0,20,0
152,326,0.0,38,0
139,326,0.0,33,0
101,326,0.0,31,0
145,326,7.0,9,0
103,326,1.0,13,0
133,326,2.0,11,0
112,326,0.0,18,0
92,326,0.0,36,0
150,326,0.0,39,0
149,326,0.0,37,0
114,326,0.0,32,0
99,326,0.0,35,0
109,326,0.0,23,0
81,326,0.0,30,0
140,326,0.0,34,0
151,326,0.0,17,0
78,326,0.0,19,0
118,326,1.0,12,0
122,326,0.0,21,0
117,326,23.0,2,2
110,326,0.0,27,0
129,326,0.0,26,0
148,326,0.0,16,0
77,326,23.0,3,0
95,326,13.0,5,0
88,326,0.0,24,0
147,326,0.0,22,0
152,327,0.0,38,0
101,327,0.0,31,0
139,327,0.0,33,0
133,327,2.0,12,0
112,327,0.0,20,0
92,327,0.0,36,0
150,327,0.0,39,0
149,327,0.0,37,0
114,327,0.0,32,0
99,327,0.0,35,0
109,327,0.0,24,0
81,327,0.0,30,0
140,327,0.0,34,0
151,327,0.0,19,0
78,327,0.0,22,0
118,327,1.0,13,0
117,327,32.0,2,3
110,327,0.0,27,0
148,327,0.0,18,0
77,327,25.0,3,0
95,327,13.0,6,0
88,327,0.0,17,0
147,327,0.0,23,0
127,327,0.0,29,0
90,327,0.0,28,0
145,327,7.0,9,0
152,328,0.0,38,0
117,328,41.0,1,4
119,328,10.0,8,1
101,328,0.0,32,0
139,328,0.0,24,0
112,328,0.0,20,0
92,328,0.0,36,0
150,328,0.0,39,0
149,328,0.0,37,0
114,328,0.0,33,0
99,328,0.0,34,0
109,328,0.0,25,0
81,328,0.0,31,0
140,328,0.0,35,0
151,328,0.0,19,0
78,328,0.0,21,0
118,328,1.0,14,0
122,328,6.0,10,0
110,328,0.0,28,0
129,328,0.0,27,0
148,328,0.0,18,0
77,328,25.0,3,0
95,328,13.0,7,0
88,328,1.0,15,0
147,328,0.0,23,0
127,328,0.0,30,0
146,328,0.0,26,0
152,329,0.0,38,0
117,329,44.0,2,4
119,329,12.0,9,1
101,329,0.0,32,0
139,329,0.0,24,0
112,329,0.0,20,0
92,329,0.0,36,0
150,329,0.0,39,0
149,329,0.0,37,0
114,329,0.0,33,0
99,329,0.0,34,0
109,329,0.0,25,0
81,329,0.0,31,0
140,329,0.0,35,0
151,329,0.0,19,0
78,329,0.0,21,0
118,329,1.0,14,0
122,329,6.0,10,0
110,329,0.0,28,0
129,329,0.0,27,0
148,329,0.0,18,0
77,329,29.0,3,0
95,329,13.0,8,0
88,329,1.0,15,0
147,329,0.0,23,0
127,329,0.0,30,0
146,329,0.0,26,0
77,330,29.0,3,0
118,330,3.0,12,0
152,330,0.0,38,0
101,330,0.0,33,0
139,330,0.0,24,0
133,330,2.0,13,0
112,330,0.0,21,0
92,330,0.0,36,0
150,330,0.0,39,0
149,330,0.0,37,0
114,330,0.0,34,0
99,330,0.0,30,0
109,330,0.0,26,0
81,330,0.0,32,0
140,330,0.0,35,0
151,330,0.0,17,0
78,330,0.0,22,0
123,330,27.0,4,1
122,330,6.0,10,0
117,330,44.0,2,4
110,330,0.0,29,0
129,330,0.0,28,0
148,330,0.0,19,0
95,330,13.0,9,0
88,330,1.0,15,0
147,330,0.0,25,0
127,330,0.0,20,0
146,330,0.0,27,0
152,331,0.0,38,0
123,334,30.0,5,1
77,331,33.0,3,0
148,331,0.0,20,0
129,331,0.0,28,0
101,331,0.0,33,0
139,331,0.0,24,0
133,331,2.0,13,0
112,331,0.0,21,0
92,331,0.0,36,0
150,331,0.0,39,0
149,331,0.0,37,0
114,331,0.0,34,0
99,331,0.0,30,0
109,331,0.0,26,0
81,331,0.0,32,0
140,331,0.0,35,0
151,331,0.0,18,0
123,331,27.0,4,1
78,331,0.0,22,0
118,331,3.0,12,0
122,331,6.0,10,0
117,331,50.0,2,4
110,331,0.0,29,0
95,331,13.0,9,0
88,331,1.0,15,0
147,331,0.0,25,0
127,331,1.0,17,0
146,331,0.0,27,0
152,332,0.0,38,0
105,333,0.0,22,0
77,332,37.0,3,0
148,332,0.0,20,0
129,332,0.0,29,0
101,332,0.0,33,0
139,332,0.0,24,0
133,332,2.0,13,0
112,332,0.0,21,0
92,332,0.0,36,0
150,332,0.0,39,0
149,332,0.0,37,0
114,332,0.0,34,0
99,332,0.0,30,0
109,332,0.0,27,0
81,332,0.0,32,0
140,332,0.0,35,0
151,332,0.0,18,0
123,332,27.0,4,1
78,332,0.0,22,0
118,332,3.0,12,0
122,332,6.0,10,0
117,332,56.0,2,4
110,332,0.0,25,0
95,332,16.0,8,0
88,332,1.0,16,0
147,332,0.0,26,0
127,332,1.0,17,0
146,332,0.0,28,0
152,333,0.0,38,0
95,333,25.0,6,1
77,333,40.0,3,0
148,333,0.0,20,0
101,333,0.0,33,0
139,333,0.0,24,0
133,333,2.0,13,0
112,333,0.0,21,0
92,333,0.0,36,0
150,333,0.0,39,0
149,333,0.0,37,0
114,333,0.0,34,0
99,333,0.0,30,0
109,333,0.0,27,0
81,333,0.0,32,0
140,333,0.0,35,0
151,333,0.0,18,0
78,333,0.0,23,0
118,333,3.0,12,0
122,333,6.0,10,0
117,333,60.0,2,4
110,333,0.0,25,0
129,333,0.0,29,0
88,333,1.0,16,0
147,333,0.0,26,0
127,333,1.0,17,0
90,333,0.0,31,0
146,333,0.0,28,0
77,334,40.0,3,0
129,334,0.0,30,0
110,334,0.0,26,0
117,334,69.0,2,5
152,334,0.0,38,0
101,334,0.0,34,0
139,334,0.0,25,0
133,334,2.0,13,0
112,334,0.0,22,0
92,334,0.0,36,0
150,334,0.0,39,0
149,334,0.0,37,0
114,334,0.0,24,0
99,334,0.0,31,0
109,334,0.0,28,0
81,334,0.0,33,0
140,334,0.0,35,0
151,334,0.0,18,0
78,334,0.0,20,0
118,334,3.0,12,0
122,334,6.0,10,0
148,334,0.0,21,0
95,334,31.0,4,1
88,334,2.0,15,0
147,334,0.0,27,0
127,334,1.0,17,0
146,334,0.0,29,0
65,335,0.0,35,0
152,335,0.0,39,0
95,335,31.0,6,1
77,335,40.0,3,0
148,335,0.0,22,0
101,335,0.0,34,0
139,335,0.0,26,0
133,335,2.0,16,0
112,335,0.0,23,0
92,335,0.0,37,0
150,335,0.0,40,0
149,335,0.0,38,0
114,335,0.0,25,0
99,335,0.0,32,0
109,335,0.0,29,0
81,335,0.0,33,0
140,335,0.0,36,0
151,335,0.0,20,0
78,335,0.0,19,0
118,335,3.0,14,0
122,335,6.0,10,0
117,335,69.0,2,5
110,335,0.0,27,0
129,335,0.0,31,0
88,335,6.0,12,0
127,335,1.0,18,0
90,335,6.0,11,0
146,335,0.0,30,0
123,335,32.0,5,1
65,336,0.0,35,0
152,336,0.0,39,0
88,336,6.0,12,0
95,336,37.0,5,1
77,336,43.0,4,0
148,336,0.0,22,0
129,336,0.0,31,0
110,336,0.0,27,0
101,336,0.0,34,0
139,336,0.0,26,0
133,336,2.0,16,0
112,336,0.0,23,0
92,336,0.0,37,0
150,336,0.0,40,0
149,336,0.0,38,0
114,336,0.0,25,0
99,336,0.0,32,0
109,336,0.0,29,0
81,336,0.0,33,0
140,336,0.0,36,0
151,336,0.0,20,0
78,336,0.0,19,0
118,336,3.0,14,0
122,336,6.0,10,0
117,336,71.0,2,5
147,336,0.0,28,0
127,336,1.0,18,0
90,336,6.0,11,0
146,336,0.0,30,0
145,336,21.0,8,0
8,1,0.0,15,0
9,1,0.0,14,0
20,1,0.0,13,0
17,1,0.0,12,0
21,1,0.0,11,0
2,1,0.0,10,0
16,1,0.0,9,0
7,1,1.0,8,0
67,1,2.0,7,0
3,1,3.0,6,0
4,1,4.0,5,0
10,1,5.0,4,0
15,1,6.0,3,0
22,1,8.0,2,0
18,1,10.0,1,1
5,2,0.0,20,0
6,2,0.0,15,0
12,2,0.0,17,0
13,2,0.0,13,0
8,2,0.0,18,0
9,2,0.0,19,0
20,2,0.0,16,0
17,2,1.5,9,0
21,2,0.0,14,0
2,2,4.0,5,0
16,2,0.0,12,0
7,2,1.0,11,0
67,2,2.0,8,0
3,2,3.5,7,0
4,2,4.0,6,0
10,2,8.0,4,0
15,2,8.5,3,0
22,2,10.0,2,0
18,2,15.0,1,2
8,36,10.0,1,1
4,36,8.0,2,0
1,36,6.0,3,0
2,36,5.0,4,0
3,37,2.0,8,0
8,37,16.0,2,1
4,37,18.0,1,1
1,37,14.0,3,0
2,37,10.0,4,0
21,37,7.0,5,0
13,39,27.0,3,2
8,39,22.0,4,1
4,39,28.0,2,1
1,39,30.0,1,0
2,39,15.0,5,0
13,40,33.0,3,2
8,40,23.0,4,1
4,40,38.0,1,2
1,40,38.0,2,0
2,40,18.0,5,0
21,41,13.0,6,0
1,41,48.0,1,1
8,41,27.0,4,1
15,41,4.0,13,0
17,41,0.0,15,0
22,41,0.0,17,0
21,42,13.0,6,0
1,42,58.0,1,2
8,42,32.0,4,1
17,42,2.0,14,0
15,42,7.0,10,0
22,42,0.0,18,0
21,43,16.0,7,0
1,43,64.0,1,2
8,43,42.0,4,2
15,43,7.0,10,0
22,43,0.0,19,0
2,44,33.0,5,0
1,44,70.0,1,2
8,44,52.0,3,3
13,44,51.0,4,2
15,44,7.0,10,0
22,44,0.0,18,0
3,45,5.0,13,0
21,45,17.0,7,0
8,45,52.0,4,3
4,45,68.0,2,3
1,45,70.0,1,2
1,46,80.0,1,3
8,46,60.0,3,3
13,46,59.0,4,2
22,46,0.0,18,0
1,47,84.0,1,3
8,47,68.0,4,3
23,47,5.0,14,0
15,47,7.0,13,0
1,48,92.0,1,3
8,48,74.0,3,3
3,48,12.0,10,0
23,48,5.0,14,0
1,49,97.0,1,3
8,49,84.0,3,4
3,49,15.0,9,0
23,49,5.0,14,0
1,50,107.0,1,4
8,50,90.0,3,4
3,50,15.0,9,0
23,50,5.0,14,0
1,51,107.0,1,4
8,51,100.0,3,5
3,51,15.0,9,0
21,52,21.0,8,0
1,52,109.0,2,4
150,321,0.0,33,0
114,321,0.0,31,0
109,321,0.0,29,0
78,321,0.0,25,0
122,321,0.0,23,0
110,321,0.0,21,0
148,321,0.0,19,0
95,321,0.0,17,0
147,321,0.0,15,0
90,321,0.0,13,0
145,321,0.0,11,0
94,321,0.0,7,0
103,321,0.0,8,0
119,321,0.0,9,0
92,321,0.0,34,0
149,321,0.0,32,0
99,321,0.0,30,0
81,321,0.0,28,0
151,321,0.0,26,0
118,321,0.0,24,0
117,321,0.0,22,0
129,321,0.0,20,0
77,321,0.0,18,0
88,321,0.0,16,0
127,321,0.0,14,0
146,321,0.0,12,0
105,321,0.0,10,0
92,322,0.0,35,0
149,322,0.0,34,0
114,322,0.0,26,0
109,322,0.0,32,0
140,322,0.0,31,0
151,322,0.0,24,0
118,322,0.0,27,0
122,322,0.0,30,0
117,322,9.0,2,1
