driverId,raceId,points,position,wins
16,38,0.0,20,0
19,38,0.0,21,0
18,38,0.0,16,0
24,38,0.0,17,0
17,38,0.0,13,0
11,38,0.0,15,0
22,38,0.0,14,0
5,38,1.0,10,0
15,38,4.0,7,0
23,38,1.0,11,0
3,38,2.0,9,0
13,38,17.0,4,1
21,38,8.0,6,0
2,38,15.0,5,0
1,38,22.0,3,0
4,38,22.0,1,1
8,38,22.0,2,1
14,39,4.0,9,0
27,39,0.0,20,0
9,39,8.0,6,0
26,39,0.0,22,0
25,39,0.0,14,0
16,39,0.0,19,0
19,39,0.0,17,0
18,39,0.0,18,0
24,39,0.0,21,0
17,39,0.0,16,0
11,39,1.0,12,0
22,39,0.0,15,0
5,39,3.0,11,0
15,39,4.0,10,0
23,39,1.0,13,0
3,39,5.0,8,0
21,39,8.0,7,0
14,40,4.0,9,0
27,40,0.0,21,0
9,40,12.0,7,0
26,40,0.0,15,0
25,40,2.0,12,0
16,40,0.0,20,0
19,40,0.0,19,0
18,40,0.0,18,0
24,40,0.0,22,0
17,40,0.0,17,0
11,40,1.0,13,0
22,40,0.0,16,0
5,40,3.0,11,0
15,40,4.0,10,0
23,40,1.0,14,0
3,40,5.0,8,0
21,40,13.0,6,0
14,41,4.0,11,0
27,41,0.0,21,0
9,41,12.0,7,0
26,41,0.0,16,0
25,41,8.0,8,0
16,41,0.0,20,0
19,41,0.0,18,0
18,41,0.0,19,0
24,41,0.0,22,0
11,41,4.0,12,0
5,41,8.0,9,0
23,41,2.0,14,0
3,41,5.0,10,0
13,41,33.0,3,2
2,41,26.0,5,0
4,41,40.0,2,2
20,42,1.0,16,0
14,42,4.0,12,0
27,42,0.0,22,0
9,42,12.0,7,0
26,42,0.0,17,0
25,42,8.0,9,0
16,42,0.0,21,0
19,42,0.0,19,0
18,42,0.0,20,0
24,42,0.0,23,0
11,42,4.0,13,0
5,42,12.0,8,0
23,42,2.0,15,0
3,42,5.0,11,0
13,42,39.0,3,2
2,42,26.0,5,0
4,42,48.0,2,2
20,43,1.0,17,0
14,43,4.0,12,0
27,43,0.0,22,0
9,43,17.0,6,0
26,43,0.0,18,0
25,43,8.0,9,0
16,43,0.0,21,0
19,43,0.0,20,0
18,43,1.0,16,0
24,43,0.0,23,0
17,43,2.0,14,0
11,43,4.0,13,0
5,43,12.0,8,0
23,43,2.0,15,0
3,43,5.0,11,0
13,43,47.0,3,2
2,43,30.0,5,0
4,43,50.0,2,2
20,44,1.0,17,0
14,44,4.0,12,0
27,44,0.0,22,0
9,44,22.0,6,0
26,44,0.0,19,0
25,44,8.0,9,0
16,44,0.0,21,0
19,44,0.0,20,0
18,44,1.0,16,0
24,44,0.0,23,0
17,44,2.0,14,0
11,44,4.0,13,0
5,44,14.0,8,0
23,44,2.0,15,0
3,44,5.0,11,0
21,44,17.0,7,0
4,44,58.0,2,2
20,45,1.0,17,0
14,45,8.0,11,0
27,45,0.0,22,0
9,45,24.0,6,0
26,45,0.0,19,0
25,45,13.0,9,0
16,45,0.0,21,0
19,45,0.0,20,0
18,45,1.0,16,0
24,45,0.0,23,0
17,45,8.0,10,0
11,45,4.0,14,0
22,45,0.0,18,0
5,45,15.0,8,0
15,45,7.0,12,0
23,45,2.0,15,0
13,45,59.0,3,2
2,45,36.0,5,0
2,46,42.0,5,0
20,46,1.0,17,0
14,46,8.0,11,0
27,46,0.0,22,0
9,46,28.0,6,0
26,46,0.0,19,0
25,46,13.0,9,0
16,46,0.0,21,0
19,46,0.0,20,0
18,46,1.0,16,0
24,46,0.0,23,0
17,46,8.0,10,0
11,46,4.0,15,0
5,46,16.0,8,0
15,46,7.0,13,0
23,46,5.0,14,0
3,46,7.0,12,0
21,46,17.0,7,0
4,46,73.0,2,3
21,47,17.0,8,0
29,47,0.0,24,0
20,47,1.0,17,0
14,47,8.0,12,0
27,47,0.0,22,0
9,47,29.0,6,0
26,47,0.0,19,0
25,47,13.0,9,0
16,47,0.0,21,0
19,47,0.0,20,0
18,47,1.0,16,0
24,47,0.0,23,0
17,47,8.0,11,0
11,47,4.0,15,0
22,47,0.0,18,0
5,47,19.0,7,0
3,47,9.0,10,0
13,47,69.0,3,3
2,47,47.0,5,0
4,47,79.0,2,3
2,48,52.0,5,0
29,48,0.0,24,0
20,48,1.0,17,0
14,48,8.0,12,0
27,48,0.0,22,0
9,48,33.0,6,0
26,48,0.0,19,0
25,48,13.0,9,0
16,48,0.0,21,0
19,48,0.0,20,0
18,48,2.0,16,0
24,48,0.0,23,0
17,48,8.0,11,0
11,48,4.0,15,0
22,48,0.0,18,0
5,48,21.0,7,0
15,48,7.0,13,0
13,48,69.0,4,3
21,48,17.0,8,0
4,48,89.0,2,4
2,49,56.0,5,0
29,49,0.0,24,0
20,49,1.0,17,0
14,49,8.0,12,0
27,49,0.0,23,0
9,49,33.0,6,0
26,49,0.0,19,0
25,49,13.0,10,0
16,49,0.0,22,0
19,49,0.0,20,0
18,49,2.0,16,0
24,49,0.0,21,0
17,49,10.0,11,0
11,49,4.0,15,0
22,49,0.0,18,0
5,49,22.0,7,0
15,49,7.0,13,0
13,49,77.0,4,3
21,49,17.0,8,0
4,49,95.0,2,4
2,50,56.0,5,0
29,50,0.0,23,0
20,50,1.0,18,0
14,50,13.0,11,0
27,50,0.0,24,0
9,50,35.0,6,0
26,50,0.0,21,0
25,50,13.0,10,0
16,50,1.0,17,0
19,50,0.0,22,0
18,50,2.0,16,0
24,50,0.0,20,0
17,50,10.0,12,0
11,50,4.0,15,0
22,50,0.0,19,0
5,50,30.0,7,0
15,50,7.0,13,0
13,50,80.0,4,3
21,50,21.0,8,0
4,50,95.0,2,4
2,51,58.0,5,0
29,51,0.0,23,0
20,51,6.0,14,0
14,51,14.0,10,0
27,51,0.0,24,0
9,51,35.0,6,0
26,51,0.0,21,0
25,51,13.0,11,0
16,51,1.0,19,0
19,51,0.0,22,0
18,51,6.0,15,0
24,51,3.0,18,0
17,51,10.0,12,0
11,51,4.0,17,0
22,51,0.0,20,0
5,51,30.0,7,0
15,51,7.0,13,0
23,51,5.0,16,0
13,51,86.0,4,3
21,51,21.0,8,0
4,51,103.0,2,4
8,52,110.0,1,6
6,52,0.0,22,0
29,52,0.0,24,0
20,52,6.0,14,0
14,52,14.0,10,0
27,52,0.0,25,0
9,52,39.0,6,0
26,52,0.0,21,0
25,52,13.0,11,0
16,52,1.0,19,0
19,52,0.0,23,0
18,52,6.0,15,0
24,52,3.0,18,0
17,52,10.0,12,0
11,52,4.0,17,0
22,52,0.0,20,0
5,52,30.0,7,0
15,52,8.0,13,0
23,52,5.0,16,0
3,52,20.0,9,0
13,52,94.0,4,3
2,52,61.0,5,0
4,52,109.0,3,4
11,53,0.0,18,0
33,53,0.0,17,0
15,53,0.0,16,0
22,53,0.0,15,0
23,53,0.0,14,0
26,53,0.0,13,0
2,53,0.0,12,0
24,53,0.0,11,0
14,53,0.0,10,0
13,53,0.0,9,0
32,53,1.0,8,0
3,53,2.0,7,0
17,53,3.0,6,0
31,53,4.0,5,0
18,53,5.0,4,0
8,53,6.0,3,0
30,53,8.0,2,0
4,53,10.0,1,1
27,54,0.0,17,0
35,54,2.0,10,0
21,54,10.0,4,1
11,54,0.0,21,0
33,54,0.0,19,0
15,54,0.0,13,0
22,54,0.0,14,0
23,54,1.0,11,0
26,54,0.0,20,0
2,54,0.0,18,0
24,54,0.0,16,0
14,54,0.0,15,0
13,54,4.0,7,0
32,54,1.0,12,0
3,54,2.0,9,0
17,54,3.0,8,0
31,54,9.0,5,0
18,54,11.0,3,0
8,54,6.0,6,0
30,54,11.0,2,0
4,54,18.0,1,1
34,55,0.0,22,0
27,55,0.0,19,0
35,55,5.0,9,0
21,55,14.0,2,1
11,55,0.0,20,0
33,55,0.0,21,0
15,55,0.0,17,0
22,55,2.0,12,0
23,55,7.0,7,0
26,55,0.0,16,0
2,55,5.0,8,0
24,55,0.0,18,0
14,55,1.0,14,0
13,55,4.0,10,0
32,55,1.0,15,0
3,55,2.0,13,0
17,55,3.0,11,0
31,55,9.0,6,0
18,55,11.0,5,0
8,55,14.0,3,0
30,55,11.0,4,0
4,55,28.0,1,2
34,56,0.0,22,0
27,56,0.0,19,0
35,56,5.0,11,0
21,56,15.0,4,1
11,56,0.0,20,0
33,56,0.0,21,0
15,56,0.0,17,0
22,56,2.0,12,0
23,56,7.0,8,0
26,56,0.0,16,0
2,56,5.0,10,0
24,56,0.0,18,0
14,56,1.0,14,0
13,56,9.0,7,0
32,56,1.0,15,0
3,56,2.0,13,0
17,56,6.0,9,0
31,56,15.0,5,0
18,56,13.0,6,0
8,56,18.0,3,0
30,56,21.0,2,1
4,56,36.0,1,2
34,57,0.0,22,0
27,57,0.0,19,0
35,57,6.0,11,0
21,57,18.0,4,1
11,57,0.0,21,0
33,57,0.0,20,0
15,57,0.0,16,0
22,57,6.0,9,0
23,57,7.0,8,0
26,57,0.0,17,0
2,57,5.0,12,0
24,57,0.0,18,0
14,57,1.0,14,0
13,57,15.0,5,0
32,57,1.0,15,0
3,57,4.0,13,0
17,57,6.0,10,0
31,57,15.0,6,0
18,57,13.0,7,0
8,57,23.0,3,0
30,57,31.0,2,2
4,57,44.0,1,2
34,58,0.0,22,0
27,58,0.0,19,0
35,58,6.0,12,0
21,58,24.0,4,1
11,58,0.0,21,0
33,58,0.0,20,0
15,58,0.0,16,0
22,58,8.0,8,0
23,58,7.0,9,0
26,58,0.0,17,0
2,58,6.0,10,0
24,58,0.0,18,0
14,58,1.0,14,0
13,58,20.0,5,0
32,58,1.0,15,0
3,58,4.0,13,0
17,58,6.0,11,0
31,58,15.0,7,0
18,58,16.0,6,0
8,58,27.0,3,0
30,58,39.0,2,2
4,58,54.0,1,3
36,59,0.0,23,0
34,59,0.0,22,0
27,59,0.0,19,0
35,59,6.0,13,0
21,59,27.0,3,1
11,59,0.0,21,0
33,59,0.0,20,0
15,59,0.0,16,0
22,59,13.0,8,0
23,59,8.0,9,0
26,59,0.0,17,0
2,59,8.0,10,0
24,59,0.0,18,0
14,59,7.0,11,0
13,59,20.0,6,0
32,59,1.0,15,0
3,59,4.0,14,0
17,59,6.0,12,0
31,59,23.0,5,0
18,59,16.0,7,0
8,59,27.0,4,0
30,59,43.0,2,2
4,59,64.0,1,4
36,60,0.0,23,0
34,60,0.0,22,0
27,60,0.0,19,0
35,60,7.0,12,0
21,60,32.0,4,1
11,60,0.0,21,0
33,60,0.0,20,0
15,60,0.0,16,0
22,60,13.0,8,0
23,60,8.0,10,0
26,60,0.0,17,0
2,60,10.0,9,0
24,60,0.0,18,0
14,60,7.0,11,0
13,60,24.0,6,0
32,60,1.0,15,0
3,60,4.0,14,0
17,60,6.0,13,0
31,60,26.0,5,0
18,60,16.0,7,0
8,60,33.0,3,0
30,60,51.0,2,2
4,60,74.0,1,5
36,61,0.0,23,0
34,61,0.0,22,0
27,61,0.0,19,0
35,61,7.0,12,0
21,61,37.0,4,1
11,61,0.0,21,0
33,61,0.0,20,0
15,61,3.0,15,0
22,61,13.0,8,0
23,61,8.0,10,0
26,61,0.0,17,0
2,61,12.0,9,0
24,61,0.0,18,0
14,61,8.0,11,0
13,61,28.0,5,0
32,61,1.0,16,0
3,61,4.0,14,0
17,61,6.0,13,0
31,61,26.0,6,0
18,61,16.0,7,0
8,61,39.0,3,0
30,61,59.0,2,2
4,61,84.0,1,6
36,62,0.0,23,0
34,62,0.0,22,0
27,62,0.0,19,0
35,62,7.0,13,0
21,62,43.0,3,1
11,62,0.0,21,0
33,62,0.0,20,0
15,62,8.0,12,0
22,62,16.0,8,0
23,62,8.0,11,0
26,62,0.0,18,0
2,62,12.0,9,0
24,62,1.0,16,0
14,62,10.0,10,0
13,62,36.0,5,0
32,62,1.0,17,0
3,62,4.0,15,0
17,62,6.0,14,0
31,62,26.0,6,0
18,62,16.0,7,0
8,62,39.0,4,0
30,62,69.0,2,3
4,62,88.0,1,6
37,63,2.0,16,0
36,63,0.0,24,0
34,63,0.0,23,0
27,63,0.0,20,0
35,63,7.0,13,0
21,63,46.0,3,1
11,63,0.0,22,0
33,63,0.0,21,0
15,63,8.0,12,0
22,63,16.0,8,0
23,63,13.0,9,0
26,63,0.0,19,0
2,63,13.0,10,0
24,63,1.0,17,0
14,63,10.0,11,0
13,63,42.0,5,0
32,63,1.0,18,0
3,63,4.0,15,0
17,63,6.0,14,0
31,63,26.0,6,0
18,63,16.0,7,0
8,63,43.0,4,0
30,63,79.0,2,4
4,63,96.0,1,6
37,64,2.0,16,0
36,64,0.0,24,0
34,64,0.0,23,0
27,64,0.0,20,0
35,64,7.0,13,0
21,64,49.0,4,1
11,64,0.0,22,0
33,64,0.0,21,0
15,64,10.0,12,0
22,64,16.0,8,0
23,64,13.0,9,0
26,64,0.0,19,0
2,64,13.0,10,0
24,64,1.0,18,0
14,64,10.0,11,0
13,64,50.0,3,0
32,64,2.0,17,0
3,64,4.0,15,0
17,64,6.0,14,0
31,64,26.0,6,0
18,64,21.0,7,0
8,64,49.0,5,0
30,64,89.0,2,5
4,64,100.0,1,6
37,65,10.0,12,0
36,65,0.0,24,0
34,65,0.0,23,0
27,65,0.0,21,0
35,65,7.0,14,0
21,65,49.0,4,1
11,65,0.0,22,0
33,65,0.0,20,0
15,65,10.0,13,0
22,65,21.0,8,0
23,65,16.0,10,0
26,65,0.0,19,0
2,65,19.0,9,0
24,65,1.0,18,0
14,65,14.0,11,0
13,65,52.0,3,0
32,65,2.0,17,0
3,65,4.0,16,0
17,65,6.0,15,0
31,65,26.0,7,0
18,65,31.0,6,1
8,65,49.0,5,0
30,65,90.0,2,5
4,65,100.0,1,6
9,66,0.0,23,0
37,66,14.0,11,0
36,66,0.0,25,0
34,66,0.0,24,0
27,66,0.0,21,0
35,66,7.0,14,0
21,66,52.0,4,1
11,66,0.0,22,0
33,66,0.0,20,0
15,66,10.0,13,0
22,66,22.0,8,0
23,66,18.0,10,0
26,66,0.0,19,0
2,66,19.0,9,0
24,66,1.0,18,0
14,66,14.0,12,0
13,66,62.0,3,1
32,66,2.0,17,0
3,66,4.0,16,0
17,66,6.0,15,0
31,66,26.0,7,0
18,66,36.0,6,1
8,66,49.0,5,0
30,66,96.0,2,5
4,66,108.0,1,6
9,67,6.0,15,0
37,67,14.0,11,0
36,67,0.0,25,0
34,67,0.0,24,0
27,67,0.0,22,0
35,67,7.0,14,0
21,67,57.0,4,1
11,67,0.0,23,0
33,67,0.0,21,0
15,67,12.0,13,0
22,67,25.0,8,0
23,67,18.0,10,0
26,67,0.0,20,0
2,67,20.0,9,0
24,67,1.0,19,0
14,67,14.0,12,0
13,67,62.0,3,1
32,67,2.0,18,0
3,67,4.0,17,0
17,67,6.0,16,0
31,67,26.0,7,0
18,67,40.0,6,1
8,67,57.0,5,0
30,67,106.0,2,6
4,67,108.0,1,6
29,68,0.0,27,0
38,68,0.0,24,0
9,68,6.0,16,0
37,68,18.0,10,0
36,68,0.0,26,0
34,68,0.0,25,0
27,68,0.0,22,0
35,68,7.0,15,0
21,68,63.0,3,1
11,68,0.0,23,0
33,68,0.0,21,0
15,68,12.0,13,0
22,68,28.0,7,0
23,68,18.0,11,0
26,68,0.0,20,0
2,68,22.0,9,0
24,68,1.0,19,0
14,68,14.0,12,0
13,68,62.0,4,1
32,68,2.0,18,0
3,68,4.0,17,0
17,68,7.0,14,0
31,68,26.0,8,0
18,68,45.0,6,1
8,68,57.0,5,0
30,68,116.0,1,7
4,68,116.0,2,6
29,69,0.0,27,0
38,69,0.0,24,0
9,69,6.0,16,0
37,69,18.0,11,0
36,69,0.0,26,0
34,69,0.0,25,0
27,69,0.0,22,0
35,69,7.0,15,0
21,69,69.0,4,1
11,69,0.0,23,0
33,69,0.0,21,0
15,69,15.0,12,0
22,69,28.0,7,0
23,69,20.0,10,0
26,69,0.0,20,0
2,69,23.0,9,0
24,69,1.0,19,0
14,69,14.0,13,0
13,69,70.0,3,1
32,69,2.0,18,0
3,69,4.0,17,0
17,69,7.0,14,0
31,69,26.0,8,0
18,69,50.0,6,1
8,69,61.0,5,0
30,69,116.0,2,7
4,69,126.0,1,7
29,70,0.0,26,0
38,70,0.0,24,0
9,70,6.0,16,0
37,70,19.0,11,0
36,70,0.0,27,0
34,70,0.0,25,0
27,70,0.0,22,0
35,70,7.0,15,0
21,70,72.0,4,1
11,70,0.0,23,0
33,70,0.0,21,0
15,70,15.0,12,0
22,70,30.0,7,0
23,70,20.0,10,0
26,70,0.0,20,0
2,70,23.0,9,0
24,70,1.0,19,0
14,70,14.0,13,0
13,70,80.0,3,2
32,70,2.0,18,0
3,70,4.0,17,0
17,70,7.0,14,0
31,70,26.0,8,0
18,70,56.0,6,1
8,70,65.0,5,0
30,70,121.0,2,7
4,70,134.0,1,7
39,71,0.0,13,0
11,71,0.0,17,0
35,71,0.0,12,0
23,71,0.0,11,0
18,71,0.0,16,0
13,71,0.0,10,0
15,71,0.0,9,0
8,71,1.0,8,0
32,71,2.0,7,0
31,71,3.0,6,0
17,71,4.0,5,0
14,71,5.0,4,0
4,71,6.0,3,0
22,71,8.0,2,0
21,71,10.0,1,1
30,72,2.0,11,0
40,72,0.0,18,0
33,72,0.0,15,0
39,72,0.0,14,0
11,72,0.0,20,0
35,72,0.0,16,0
23,72,4.0,8,0
18,72,0.0,19,0
13,72,0.0,13,0
15,72,8.0,3,0
8,72,1.0,12,0
32,72,3.0,10,0
31,72,8.0,6,0
17,72,4.0,9,0
14,72,8.0,5,0
4,72,16.0,1,1
22,72,8.0,4,0
21,72,10.0,2,1
2,73,6.0,10,0
30,73,2.0,14,0
40,73,0.0,18,0
33,73,0.0,15,0
39,73,0.0,17,0
11,73,0.0,21,0
35,73,0.0,16,0
23,73,9.0,4,0
18,73,0.0,20,0
13,73,2.0,13,0
15,73,16.0,2,0
8,73,7.0,8,0
32,73,3.0,12,0
31,73,8.0,7,0
17,73,7.0,9,0
14,73,9.0,5,0
4,73,26.0,1,2
22,73,8.0,6,0
21,73,10.0,3,1
19,74,0.0,24,0
