"driverId","raceId","grid","results_position","positionText","positionOrder","results_points","results_laps","fastestLap","rank","race_ms","results_fastestlaptime","fastestLapSpeed","statusId","status"
133,403,27,NULL,"F",27,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
123,404,15,NULL,"R",11,"0",37,NULL,NULL,NULL,NULL,NULL,43,"Mechanical"
105,404,6,NULL,"R",12,"0",35,NULL,NULL,NULL,NULL,NULL,69,"Mechanical"
117,404,9,NULL,"R",13,"0",30,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
157,404,24,NULL,"R",14,"0",29,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
140,404,8,NULL,"R",15,"0",26,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
175,404,13,NULL,"R",16,"0",24,NULL,NULL,NULL,NULL,NULL,84,"Mechanical"
119,404,10,NULL,"R",17,"0",21,NULL,NULL,NULL,NULL,NULL,47,"Mechanical"
156,404,21,NULL,"R",18,"0",20,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
176,404,20,NULL,"R",19,"0",19,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
145,404,25,NULL,"R",20,"0",18,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
110,404,22,NULL,"R",21,"0",16,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
160,404,23,NULL,"R",22,"0",16,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
177,404,7,NULL,"R",23,"0",6,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
178,404,19,NULL,"R",24,"0",5,NULL,NULL,NULL,NULL,NULL,98,"Mechanical"
3,909,1,"1","1",1,"25",67,"67","6","5622914","01:21.3","202.543",1,"Finished"
822,909,2,"2","2",2,"18",67,"45","9","5643703","01:21.5","202.056",1,"Finished"
1,909,20,"3","3",3,"15",67,"53","1","5645444","01:19.9","206.066",1,"Finished"
20,909,6,"4","4",4,"12",67,"39","10","5666928","01:21.5","201.93",1,"Finished"
4,909,7,"5","5",5,"10",67,"57","3","5675381","01:20.5","204.429",1,"Finished"
817,909,5,"6","6",6,"8",67,"53","5","5675463","01:20.8","203.676",1,"Finished"
807,909,9,"7","7",7,"6",67,"44","13","5687092","01:22.1","200.57",1,"Finished"
18,909,11,"8","8",8,"4",67,"64","8","5707625","01:21.3","202.424",1,"Finished"
95,404,3,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,20,"Accident"
174,405,10,NULL,"R",9,"0",52,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
84,405,12,NULL,"R",10,"0",41,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
172,405,8,NULL,"R",11,"0",40,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
176,405,22,NULL,"R",12,"0",39,NULL,NULL,NULL,NULL,NULL,69,"Mechanical"
137,405,2,NULL,"R",13,"0",39,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
173,405,15,NULL,"R",14,"0",29,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
163,405,6,NULL,"R",15,"0",29,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
105,405,13,NULL,"R",16,"0",22,NULL,NULL,NULL,NULL,NULL,67,"Mechanical"
166,405,20,NULL,"R",17,"0",22,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
157,405,23,NULL,"R",18,"0",14,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
140,405,11,NULL,"R",19,"0",11,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
160,405,21,NULL,"R",20,"0",10,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
119,405,14,NULL,"R",21,"0",8,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
817,910,4,"1","1",1,"25",70,"58","2","6785058","01:26.6","182.103",1,"Finished"
4,910,5,"2","2",2,"18",70,"40","5","6790283","01:27.4","180.413",1,"Finished"
1,910,22,"3","3",3,"15",70,"36","4","6790915","01:27.4","180.494",1,"Finished"
3,910,1,"4","4",4,"12",70,"64","1","6791419","01:25.7","183.981",1,"Finished"
13,910,6,"5","5",5,"10",70,"51","7","6814899","01:28.2","178.757",1,"Finished"
8,910,16,"6","6",6,"8",70,"47","6","6816549","01:28.0","179.257",1,"Finished"
20,910,2,"7","7",7,"6",70,"52","9","6826022","01:28.7","177.716",1,"Finished"
822,910,3,"8","8",8,"4",70,"63","3","6826402","01:26.9","181.595",1,"Finished"
818,910,8,"9","9",9,"2",70,"31","11","6843585","01:29.1","176.97",1,"Finished"
18,910,7,"10","10",10,"1",70,"50","13","6852338","01:29.2","176.898",1,"Finished"
16,910,11,"11","11",11,"0",70,"41","8","6853227","01:28.7","177.8",1,"Finished"
825,910,21,"12","12",12,"0",70,"41","10","6863523","01:28.9","177.442",1,"Finished"
813,910,20,"13","13",13,"0",70,"45","12","6869082","01:29.1","176.954",1,"Finished"
110,405,24,NULL,"R",22,"0",1,NULL,NULL,NULL,NULL,NULL,24,"Mechanical"
156,405,16,NULL,"R",23,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
178,405,17,NULL,"R",24,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
145,405,25,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,24,"Mechanical"
160,406,26,NULL,"R",11,"0",52,NULL,NULL,NULL,NULL,NULL,60,"Mechanical"
163,406,8,NULL,"R",12,"0",46,NULL,NULL,NULL,NULL,NULL,36,"Mechanical"
166,406,22,NULL,"R",13,"0",41,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
170,406,10,NULL,"R",14,"0",39,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
156,406,20,NULL,"R",15,"0",38,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
817,911,5,"1","1",1,"25",44,"44","6","5076556","01:53.0","223.187",1,"Finished"
3,911,1,"2","2",2,"18",44,"36","1","5079939","01:50.5","228.161",1,"Finished"
822,911,6,"3","3",3,"15",44,"40","4","5104588","01:52.7","223.698",1,"Finished"
8,911,8,"4","4",4,"12",44,"39","13","5113371","01:54.1","221.004",1,"Finished"
20,911,3,"5","5",5,"10",44,"36","5","5128752","01:53.0","223.229",1,"Finished"
18,911,10,"6","6",6,"8",44,"38","8","5131136","01:53.5","222.186",1,"Finished"
4,911,4,"7","7",7,"6",44,"29","11","5137718","01:53.9","221.413",1,"Finished"
815,911,13,"8","8",8,"4",44,"28","16","5140849","01:54.5","220.151",1,"Finished"
826,911,11,"9","9",9,"2",44,"26","14","5141903","01:54.2","220.87",1,"Finished"
807,911,18,"10","10",10,"1",44,"40","9","5142253","01:53.6","221.934",1,"Finished"
818,911,12,"11","11",11,"0",44,"31","7","5148476","01:53.3","222.592",1,"Finished"
825,911,7,"12","12",12,"0",44,"28","15","5150818","01:54.2","220.785",1,"Finished"
13,911,9,"13","13",13,"0",44,"37","3","5152531","01:52.5","224.104",1,"Finished"
16,911,14,"14","14",14,"0",44,"36","2","5159003","01:52.4","224.301",1,"Finished"
821,911,20,"15","15",15,"0",44,"32","12","5167381","01:54.0","221.178",1,"Finished"
157,406,25,NULL,"R",16,"0",31,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
178,406,21,NULL,"R",17,"0",28,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
110,406,23,NULL,"R",18,"0",20,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
173,406,19,NULL,"R",19,"0",19,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
172,406,14,NULL,"R",20,"0",14,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
102,406,1,NULL,"R",21,"0",11,NULL,NULL,NULL,NULL,NULL,67,"Mechanical"
95,406,3,NULL,"R",22,"0",8,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
1,912,1,"1","1",1,"25",53,"29","1","4750236","01:28.0","236.975",1,"Finished"
3,912,2,"2","2",2,"18",53,"51","2","4753411","01:28.2","236.432",1,"Finished"
13,912,4,"3","3",3,"15",53,"46","3","4775262","01:28.3","236.068",1,"Finished"
822,912,3,"4","4",4,"12",53,"50","5","4791022","01:28.6","235.49",1,"Finished"
817,912,9,"5","5",5,"10",53,"53","6","4800545","01:28.6","235.413",1,"Finished"
20,912,8,"6","6",6,"8",53,"34","10","4810201","01:29.1","233.952",1,"Finished"
815,912,10,"7","7",7,"6",53,"35","8","4812754","01:29.1","234.042",1,"Finished"
18,912,6,"8","8",8,"4",53,"35","11","4813299","01:29.2","233.68",1,"Finished"
8,912,11,"9","9",9,"2",53,"43","7","4813771","01:28.9","234.476",1,"Finished"
825,912,5,"10","10",10,"1",53,"34","12","4816407","01:29.3","233.58",1,"Finished"
826,912,21,"11","11",11,"0",53,"51","4","4821420","01:28.5","235.684",1,"Finished"
807,912,13,"12","12",12,"0",53,"35","13","4822842","01:29.4","233.363",1,"Finished"
818,912,12,"13","13",13,"0",53,"39","9","4823329","01:29.1","234.005",1,"Finished"
174,406,17,NULL,"R",23,"0",8,NULL,NULL,NULL,NULL,NULL,67,"Mechanical"
179,406,24,NULL,"R",24,"0",7,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
175,406,11,NULL,"R",25,"0",5,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
145,406,18,NULL,"R",26,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
84,407,10,NULL,"R",13,"0",67,NULL,NULL,NULL,NULL,NULL,3,"Accident"
175,407,8,NULL,"R",14,"0",67,NULL,NULL,NULL,NULL,NULL,3,"Accident"
77,407,5,NULL,"R",15,"0",42,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
119,407,6,NULL,"R",16,"0",38,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
105,407,4,NULL,"R",17,"0",38,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
173,407,20,NULL,"R",18,"0",31,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
170,407,16,NULL,"R",19,"0",17,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
178,407,18,NULL,"R",20,"0",2,NULL,NULL,NULL,NULL,NULL,3,"Accident"
160,407,0,NULL,"F",21,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
174,407,0,NULL,"F",22,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
179,407,0,NULL,"F",23,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
157,407,0,NULL,"F",24,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
110,407,0,NULL,"F",25,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
110,408,19,NULL,"R",14,"0",35,NULL,NULL,NULL,NULL,NULL,60,"Mechanical"
179,408,23,NULL,"R",15,"0",25,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
84,408,12,NULL,"R",16,"0",25,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
145,408,22,NULL,"R",17,"0",24,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
163,408,7,NULL,"R",18,"0",23,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
1,913,1,"1","1",1,"25",60,"39","1","7204795","01:50.4","165.137",1,"Finished"
20,913,4,"2","2",2,"18",60,"27","8","7218329","01:52.5","162.052",1,"Finished"
817,913,3,"3","3",3,"15",60,"30","9","7219068","01:52.6","161.98",1,"Finished"
4,913,5,"4","4",4,"12",60,"27","6","7220184","01:52.1","162.636",1,"Finished"
13,913,6,"5","5",5,"10",60,"27","13","7246956","01:53.3","160.959",1,"Finished"
818,913,12,"6","6",6,"8",60,"48","4","7261596","01:51.9","162.895",1,"Finished"
815,913,15,"7","7",7,"6",60,"46","5","7263833","01:52.0","162.793",1,"Finished"
8,913,7,"8","8",8,"4",60,"28","11","7265436","01:52.9","161.545",1,"Finished"
807,913,13,"9","9",9,"2",60,"27","10","7266456","01:52.8","161.703",1,"Finished"
825,913,9,"10","10",10,"1",60,"48","2","7267025","01:51.6","163.33",1,"Finished"
822,913,8,"11","11",11,"0",60,"25","7","7269860","01:52.5","162.058",1,"Finished"
813,913,18,"12","12",12,"0",60,"26","12","7271710","01:53.2","161.059",1,"Finished"
154,913,16,"13","13",13,"0",60,"25","15","7272824","01:53.5","160.591",1,"Finished"
826,913,10,"14","14",14,"0",60,"45","3","7276803","01:51.8","163.151",1,"Finished"
828,913,22,"15","15",15,"0",60,"14","19","7298983","01:55.4","157.985",1,"Finished"
824,913,19,"16","16",16,"0",60,"47","14","7299338","01:53.5","160.598",1,"Finished"
137,408,1,NULL,"R",19,"0",16,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
123,408,14,NULL,"R",20,"0",7,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
174,408,13,NULL,"R",21,"0",7,NULL,NULL,NULL,NULL,NULL,20,"Accident"
177,408,8,NULL,"R",22,"0",6,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
160,408,24,NULL,"R",23,"0",3,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
157,408,25,NULL,"R",24,"0",2,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
1,914,2,"1","1",1,"25",44,"39","1","6703021","01:51.6","187.322",1,"Finished"
3,914,1,"2","2",2,"18",44,"15","6","6712201","01:52.6","185.739",1,"Finished"
20,914,9,"3","3",3,"15",44,"32","3","6732143","01:51.9","186.795",1,"Finished"
817,914,6,"4","4",4,"12",44,"38","4","6741839","01:52.2","186.269",1,"Finished"
18,914,8,"5","5",5,"10",44,"33","2","6770571","01:51.7","187.119",1,"Finished"
822,914,3,"6","6",6,"8",44,"41","13","6816794","01:54.1","183.213",1,"Finished"
13,914,4,"7","7",7,"6",44,"39","8","6818147","01:53.5","184.267",1,"Finished"
807,914,13,"8","8",8,"4",44,"28","7","6818969","01:52.8","185.306",1,"Finished"
818,914,20,"9","9",9,"2",44,"35","11","6830659","01:53.6","184.086",1,"Finished"
175,408,10,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
119,409,9,NULL,"R",13,"0",44,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
160,409,23,NULL,"R",14,"0",43,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
110,409,21,NULL,"R",15,"0",40,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
123,409,12,NULL,"R",16,"0",38,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
77,409,7,NULL,"R",17,"0",34,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
140,409,18,NULL,"R",18,"0",29,NULL,NULL,NULL,NULL,NULL,3,"Accident"
174,409,16,NULL,"R",19,"0",28,NULL,NULL,NULL,NULL,NULL,3,"Accident"
156,409,22,NULL,"R",20,"0",24,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
118,409,10,NULL,"R",21,"0",20,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
145,409,20,NULL,"R",22,"0",17,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
170,409,15,NULL,"R",23,"0",13,NULL,NULL,NULL,NULL,NULL,84,"Mechanical"
157,409,25,NULL,"R",24,"0",6,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
1,915,1,"1","1",1,"25",53,"48","3","5510744","01:41.6","207.2",1,"Finished"
3,915,2,"2","2",2,"18",53,"52","2","5524401","01:41.4","207.703",1,"Finished"
822,915,3,"3","3",3,"15",53,"53","1","5528169","01:40.9","208.658",1,"Finished"
18,915,4,"4","4",4,"12",53,"47","4","5540978","01:42.0","206.472",1,"Finished"
825,915,11,"5","5",5,"10",53,"44","14","5564360","01:43.1","204.245",1,"Finished"
4,915,7,"6","6",6,"8",53,"53","6","5570760","01:42.2","206.038",1,"Finished"
817,915,6,"7","7",7,"6",53,"50","13","5572556","01:43.0","204.296",1,"Finished"
20,915,10,"8","8",8,"4",53,"53","8","5576929","01:42.6","205.133",1,"Finished"
8,915,8,"9","9",9,"2",53,"45","11","5589621","01:42.9","204.556",1,"Finished"
815,915,12,"10","10",10,"1",53,"47","12","5590811","01:42.9","204.547",1,"Finished"
13,915,18,"11","11",11,"0",53,"47","10","5591621","01:42.9","204.636",1,"Finished"
807,915,17,"12","12",12,"0",53,"50","9","5592053","01:42.7","205.023",1,"Finished"
818,915,9,"13","13",13,"0",53,"53","7","5608039","01:42.5","205.293",1,"Finished"
175,409,14,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
157,410,19,NULL,"R",11,"0",51,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
163,410,4,NULL,"R",12,"0",46,NULL,NULL,NULL,NULL,NULL,3,"Accident"
123,410,13,NULL,"R",13,"0",44,NULL,NULL,NULL,NULL,NULL,3,"Accident"
110,410,23,NULL,"R",14,"0",43,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
137,410,3,NULL,"R",15,"0",41,NULL,NULL,NULL,NULL,NULL,3,"Accident"
140,410,5,NULL,"R",16,"0",40,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
170,410,17,NULL,"R",17,"0",38,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
1,916,2,"1","1",1,"25",56,"49","4","6004785","01:41.9","194.712",1,"Finished"
3,916,1,"2","2",2,"18",56,"48","5","6009099","01:41.9","194.706",1,"Finished"
817,916,5,"3","3",3,"15",56,"33","7","6030345","01:42.8","193.004",1,"Finished"
13,916,4,"4","4",4,"12",56,"50","9","6031709","01:43.0","192.741",1,"Finished"
822,916,3,"5","5",5,"10",56,"55","6","6035777","01:42.5","193.617",1,"Finished"
4,916,6,"6","6",6,"8",56,"47","2","6100016","01:41.5","195.585",1,"Finished"
20,916,18,"7","7",7,"6",56,"50","1","6100519","01:41.4","195.768",1,"Finished"
825,916,7,"8","8",8,"4",56,"29","14","6105467","01:44.3","190.309",1,"Finished"
818,916,14,"10","10",10,"1",56,"17","12","6113648","01:44.2","190.504",1,"Finished"
813,916,10,"9","9",9,"2",56,"38","11","6112655","01:43.8","191.187",1,"Finished"
158,410,10,NULL,"R",18,"0",37,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
178,410,21,NULL,"R",19,"0",33,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
180,410,25,NULL,"R",20,"0",28,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
84,410,16,NULL,"R",21,"0",15,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
160,410,22,NULL,"R",22,"0",14,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
177,410,9,NULL,"R",23,"0",12,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
77,410,12,NULL,"R",24,"0",8,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
145,410,24,NULL,"R",25,"0",3,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
179,410,26,NULL,"R",26,"0",0,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
123,411,21,NULL,"N",12,"0",67,NULL,NULL,NULL,NULL,NULL,62,"Regulations"
175,411,13,NULL,"R",13,"0",64,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
174,411,12,NULL,"R",14,"0",56,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
156,411,22,NULL,"R",15,"0",46,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
166,411,17,NULL,"R",16,"0",43,NULL,NULL,NULL,NULL,NULL,42,"Mechanical"
179,411,24,NULL,"R",17,"0",32,NULL,NULL,NULL,NULL,NULL,3,"Accident"
180,411,26,NULL,"R",18,"0",25,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
77,411,8,NULL,"R",19,"0",22,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
170,411,6,NULL,"R",20,"0",7,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
140,411,10,NULL,"R",21,"0",5,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
102,411,1,NULL,"R",22,"0",3,NULL,NULL,NULL,NULL,NULL,3,"Accident"
160,411,25,NULL,"R",23,"0",3,NULL,NULL,NULL,NULL,NULL,3,"Accident"
3,917,1,"1","1",1,"25",71,"62","2","5402555","01:13.6","210.711",1,"Finished"
1,917,2,"2","2",2,"18",71,"62","1","5404012","01:13.6","210.895",1,"Finished"
13,917,3,"3","3",3,"15",71,"59","7","5443586","01:14.1","209.341",1,"Finished"
18,917,5,"4","4",4,"12",71,"68","4","5451213","01:14.0","209.629",1,"Finished"
20,917,6,"5","5",5,"10",71,"68","5","5453975","01:14.0","209.576",1,"Finished"
4,917,8,"6","6",6,"8",71,"55","10","5464461","01:14.3","208.744",1,"Finished"
8,917,10,"7","7",7,"6",71,"37","17","5466285","01:15.0","206.934",1,"Finished"
807,917,12,"8","8",8,"4",71,"70","3","5466489","01:13.7","210.4",1,"Finished"
825,917,7,"9","9",9,"2",71,"62","11","5472640","01:14.5","208.097",1,"Finished"
145,411,19,NULL,"R",24,"0",3,NULL,NULL,NULL,NULL,NULL,3,"Accident"
110,411,23,NULL,"R",25,"0",3,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
178,411,20,NULL,"R",26,"0",2,NULL,NULL,NULL,NULL,NULL,3,"Accident"
123,412,13,NULL,"N",10,"0",62,NULL,NULL,NULL,NULL,NULL,62,"Regulations"
175,412,17,NULL,"R",11,"0",60,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
105,412,12,NULL,"R",12,"0",51,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
145,412,20,NULL,"R",13,"0",50,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
170,412,7,NULL,"R",14,"0",45,NULL,NULL,NULL,NULL,NULL,69,"Mechanical"
119,412,15,NULL,"R",15,"0",39,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
1,918,2,"1","1",1,"50",55,"49","4","5942619","01:45.6","189.342",1,"Finished"
13,918,4,"2","2",2,"36",55,"47","2","5945195","01:44.8","190.738",1,"Finished"
822,918,3,"3","3",3,"30",55,"54","6","5971499","01:45.7","189.113",1,"Finished"
817,918,20,"4","4",4,"24",55,"50","1","5979856","01:44.5","191.341",1,"Finished"
18,918,6,"5","5",5,"20",55,"47","9","6002953","01:46.7","187.32",1,"Finished"
807,918,12,"6","6",6,"16",55,"47","7","6004767","01:45.8","189.024",1,"Finished"
815,918,11,"7","7",7,"12",55,"49","8","6013679","01:45.8","188.968",1,"Finished"
20,918,19,"8","8",8,"8",55,"51","3","6014664","01:45.6","189.427",1,"Finished"
4,918,8,"9","9",9,"4",55,"45","12","6028432","01:47.4","186.126",1,"Finished"
8,918,7,"10","10",10,"2",55,"46","16","6030439","01:47.7","185.586",1,"Finished"
825,918,9,"11","11",11,"0",55,"37","10","6032995","01:46.8","187.171",1,"Finished"
818,918,10,"12","12",12,"0",55,"50","5","6034566","01:45.7","189.186",1,"Finished"
102,412,3,NULL,"R",16,"0",27,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
179,412,25,NULL,"R",17,"0",24,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
110,412,21,NULL,"R",18,"0",23,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
77,412,4,NULL,"R",19,"0",22,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
178,412,14,NULL,"R",20,"0",22,NULL,NULL,NULL,NULL,NULL,37,"Mechanical"
140,412,18,NULL,"R",21,"0",20,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
177,412,5,NULL,"R",22,"0",7,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
172,412,19,NULL,"R",23,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
1,926,1,"1","1",1,"25",58,"50","1","5514067","01:30.9","209.915",1,"Finished"
3,926,2,"2","2",2,"18",58,"47","2","5515427","01:31.1","209.577",1,"Finished"
20,926,4,"3","3",3,"15",58,"52","4","5548590","01:31.5","208.74",1,"Finished"
13,926,3,"4","4",4,"12",58,"50","6","5552263","01:31.7","208.144",1,"Finished"
831,926,10,"5","5",5,"10",58,"46","9","5609216","01:32.6","206.137",1,"Finished"
157,412,23,NULL,"R",24,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
160,412,24,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
180,412,26,NULL,"R",26,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
157,413,17,NULL,"R",13,"0",38,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
179,413,24,NULL,"R",14,"0",38,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
156,413,16,NULL,"R",15,"0",37,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
84,413,15,NULL,"R",16,"0",34,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
119,413,7,NULL,"R",17,"0",22,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
110,413,23,NULL,"R",18,"0",20,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
145,413,22,NULL,"R",19,"0",19,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
174,413,12,NULL,"R",20,"0",17,NULL,NULL,NULL,NULL,NULL,21,"Mechanical"
123,413,21,NULL,"R",21,"0",13,NULL,NULL,NULL,NULL,NULL,101,"Mechanical"
112,413,14,NULL,"R",22,"0",11,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
20,927,2,"1","1",1,"25",56,"46","3","6065793","01:43.6","193.501",1,"Finished"
1,927,1,"2","2",2,"18",56,"45","2","6074362","01:43.1","193.501",1,"Finished"
3,927,3,"3","3",3,"15",56,"43","1","6078103","01:42.1","195.516",1,"Finished"
8,927,11,"4","4",4,"12",56,"40","7","6119615","01:44.1","191.644",1,"Finished"
822,927,8,"5","5",5,"10",56,"42","6","6136202","01:44.1","191.71",1,"Finished"
13,927,7,"6","6",6,"8",56,"40","5","6139379","01:44.0","191.891",1,"Finished"
830,927,6,"7","7",7,"6",56,"42","9","6163555","01:44.6","190.81",1,"Finished"
160,413,25,NULL,"R",23,"0",10,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
166,413,18,NULL,"R",24,"0",7,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
105,413,10,NULL,"R",25,"0",6,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
170,413,9,NULL,"R",26,"0",0,NULL,NULL,NULL,NULL,NULL,3,"Accident"
163,414,9,NULL,"R",11,"0",48,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
178,414,10,NULL,"R",12,"0",46,NULL,NULL,NULL,NULL,NULL,24,"Mechanical"
77,414,11,NULL,"R",13,"0",44,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
123,414,22,NULL,"R",14,"0",40,NULL,NULL,NULL,NULL,NULL,10,"Mechanical"
177,414,5,NULL,"R",15,"0",34,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
170,414,13,NULL,"R",16,"0",32,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
145,414,17,NULL,"R",17,"0",30,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
105,414,15,NULL,"R",18,"0",29,NULL,NULL,NULL,NULL,NULL,3,"Accident"
118,414,19,NULL,"R",19,"0",28,NULL,NULL,NULL,NULL,NULL,3,"Accident"
1,928,1,"1","1",1,"25",56,"31","1","5982008","01:42.2","191.996",1,"Finished"
3,928,2,"2","2",2,"18",56,"39","2","5982722","01:42.6","191.328",1,"Finished"
20,928,3,"3","3",3,"15",56,"15","5","5984996","01:43.0","190.487",1,"Finished"
8,928,6,"4","4",4,"12",56,"48","6","5985843","01:43.0","190.472",1,"Finished"
13,928,4,"5","5",5,"10",56,"37","4","5990552","01:42.7","191.013",1,"Finished"
