"driverId","raceId","grid","results_position","positionText","positionOrder","results_points","results_laps","fastestLap","rank","race_ms","results_fastestlaptime","fastestLapSpeed","statusId","status"
280,621,22,"11","11",11,"0",78,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
223,621,2,"12","12",12,"0",77,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
243,621,25,"13","13",13,"0",77,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
340,621,26,"16","16",16,"0",73,NULL,NULL,NULL,NULL,NULL,20,"Accident"
250,621,24,"17","17",17,"0",73,NULL,NULL,NULL,NULL,NULL,16,">+1 Laps"
337,624,23,"10","10",10,"0",83,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
22,185,8,"5","5",5,"2",77,NULL,NULL,"6427344",NULL,NULL,1,"Finished"
71,185,6,"6","6",6,"1",77,NULL,NULL,"6439262",NULL,NULL,1,"Finished"
25,185,7,"7","7",7,"0",77,NULL,NULL,"6444548",NULL,NULL,1,"Finished"
14,186,2,"1","1",1,"10",44,NULL,NULL,"5143057",NULL,NULL,1,"Finished"
57,186,1,"2","2",2,"6",44,NULL,NULL,"5153526",NULL,NULL,1,"Finished"
49,186,3,"3","3",3,"4",44,NULL,NULL,"5176490",NULL,NULL,1,"Finished"
56,186,6,"4","4",4,"3",44,NULL,NULL,"5188005",NULL,NULL,1,"Finished"
23,186,5,"5","5",5,"2",44,NULL,NULL,"5191124",NULL,NULL,1,"Finished"
71,186,4,"6","6",6,"1",44,NULL,NULL,"5197973",NULL,NULL,1,"Finished"
63,186,9,"7","7",7,"0",44,NULL,NULL,"5199306",NULL,NULL,1,"Finished"
70,186,8,"8","8",8,"0",44,NULL,NULL,"5210079",NULL,NULL,1,"Finished"
55,186,16,"9","9",9,"0",44,NULL,NULL,"5216905",NULL,NULL,1,"Finished"
22,186,7,"10","10",10,"0",44,NULL,NULL,"5223799",NULL,NULL,1,"Finished"
21,186,13,"11","11",11,"0",44,NULL,NULL,"5235252",NULL,NULL,1,"Finished"
15,186,12,"12","12",12,"0",44,NULL,NULL,"5239211",NULL,NULL,1,"Finished"
44,186,17,"13","13",13,"0",44,NULL,NULL,"5244600",NULL,NULL,1,"Finished"
25,186,15,"14","14",14,"0",44,NULL,NULL,"5260802",NULL,NULL,1,"Finished"
49,187,2,"1","1",1,"10",53,NULL,NULL,"4622923",NULL,NULL,1,"Finished"
23,187,5,"2","2",2,"6",53,NULL,NULL,"4626195",NULL,NULL,1,"Finished"
63,187,6,"3","3",3,"4",53,NULL,NULL,"4634855",NULL,NULL,1,"Finished"
22,187,7,"4","4",4,"3",53,NULL,NULL,"4640553",NULL,NULL,1,"Finished"
14,187,3,"5","5",5,"2",53,NULL,NULL,"4641065",NULL,NULL,1,"Finished"
15,185,13,"8","8",8,"0",76,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
23,185,16,"9","9",9,"0",76,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
44,185,14,"10","10",10,"0",76,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
65,185,10,"11","11",11,"0",76,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
63,185,18,"12","12",12,"0",75,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
41,185,17,"13","13",13,"0",75,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
69,185,19,"14","14",14,"0",75,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
37,185,20,"15","15",15,"0",75,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
55,185,11,"16","16",16,"0",74,NULL,NULL,NULL,NULL,NULL,32,"Mechanical"
48,185,22,"17","17",17,"0",74,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
35,186,11,"15","15",15,"0",43,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
48,186,21,"16","16",16,"0",43,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
243,624,20,"11","11",11,"0",83,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
182,624,25,"12","12",12,"0",82,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
199,624,9,"13","13",13,"0",81,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
338,624,12,"14","14",14,"0",79,NULL,NULL,NULL,NULL,NULL,16,">+1 Laps"
235,625,4,"11","11",11,"0",37,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
199,625,17,"12","12",12,"0",37,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
330,625,19,"13","13",13,"0",37,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
333,625,12,"14","14",14,"0",37,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
306,625,24,"15","15",15,"0",37,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
243,625,15,"16","16",16,"0",37,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
314,625,5,"17","17",17,"0",36,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
338,625,22,"18","18",18,"0",34,NULL,NULL,NULL,NULL,NULL,86,"Mechanical"
329,625,23,"19","19",19,"0",33,NULL,NULL,NULL,NULL,NULL,60,"Mechanical"
333,628,13,"14","14",14,"0",51,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
306,629,16,"8","8",8,"0",54,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
238,629,24,"9","9",9,"0",54,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
329,629,25,"10","10",10,"0",54,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
307,629,17,"11","11",11,"0",52,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
317,629,10,"12","12",12,"0",51,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
182,629,20,"13","13",13,"0",50,NULL,NULL,NULL,NULL,NULL,15,">+1 Laps"
306,633,6,"6","6",6,"1",74,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
327,633,12,"7","7",7,"0",74,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
307,637,11,"8","8",8,"0",66,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
346,637,3,"9","9",9,"0",66,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
327,637,10,"10","10",10,"0",65,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
57,190,2,"1","1",1,"10",53,NULL,NULL,"5478785",NULL,NULL,1,"Finished"
30,190,1,"2","2",2,"6",53,NULL,NULL,"5483800",NULL,NULL,1,"Finished"
56,190,5,"3","3",3,"4",53,NULL,NULL,"5574473",NULL,NULL,1,"Finished"
49,190,4,"4","4",4,"3",53,NULL,NULL,"5577420",NULL,NULL,1,"Finished"
23,190,9,"5","5",5,"2",53,NULL,NULL,"5578279",NULL,NULL,1,"Finished"
57,191,1,"1","1",1,"10",58,NULL,NULL,"5506000",NULL,NULL,1,"Finished"
14,191,2,"2","2",2,"6",58,NULL,NULL,"5506702",NULL,NULL,1,"Finished"
57,192,1,"1","1",1,"10",72,NULL,NULL,"5832200",NULL,NULL,1,"Finished"
14,192,2,"2","2",2,"6",72,NULL,NULL,"5833302",NULL,NULL,1,"Finished"
30,192,4,"3","3",3,"4",72,NULL,NULL,"5892750",NULL,NULL,1,"Finished"
25,192,5,"4","4",4,"3",72,NULL,NULL,"5899653",NULL,NULL,1,"Finished"
30,193,2,"1","1",1,"10",72,NULL,NULL,"6516100",NULL,NULL,1,"Finished"
57,193,3,"2","2",2,"6",72,NULL,NULL,"6538998",NULL,NULL,1,"Finished"
56,193,4,"3","3",3,"4",72,NULL,NULL,"6573845",NULL,NULL,1,"Finished"
25,193,8,"4","4",4,"3",72,NULL,NULL,"6584234",NULL,NULL,1,"Finished"
55,193,11,"5","5",5,"2",72,NULL,NULL,"6594386",NULL,NULL,1,"Finished"
14,193,1,"6","6",6,"1",72,NULL,NULL,"6595851",NULL,NULL,1,"Finished"
21,193,10,"7","7",7,"0",72,NULL,NULL,"6604537",NULL,NULL,1,"Finished"
55,190,10,"6","6",6,"1",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
65,190,8,"7","7",7,"0",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
22,190,13,"8","8",8,"0",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
35,190,11,"9","9",9,"0",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
25,190,15,"10","10",10,"0",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
64,190,17,"11","11",11,"0",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
41,190,18,"12","12",12,"0",52,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
37,190,21,"13","13",13,"0",51,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
21,190,14,"14","14",14,"0",47,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
49,191,6,"3","3",3,"4",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
56,191,8,"4","4",4,"3",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
35,191,4,"5","5",5,"2",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
65,191,5,"6","6",6,"1",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
25,191,11,"7","7",7,"0",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
71,191,10,"8","8",8,"0",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
44,191,21,"9","9",9,"0",57,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
49,192,3,"5","5",5,"2",71,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
21,192,7,"6","6",6,"1",71,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
35,192,10,"7","7",7,"0",71,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
56,192,6,"8","8",8,"0",71,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
55,192,15,"9","9",9,"0",71,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
76,192,16,"10","10",10,"0",70,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
65,192,14,"11","11",11,"0",67,NULL,NULL,NULL,NULL,NULL,82,"Mechanical"
49,193,6,"9","9",9,"0",71,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
22,193,14,"10","10",10,"0",70,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
15,193,16,"11","11",11,"0",70,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
68,193,13,"12","12",12,"0",70,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
75,193,19,"13","13",13,"0",69,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
330,637,21,"11","11",11,"0",65,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
30,194,3,"2","2",2,"6",62,NULL,NULL,"5669954",NULL,NULL,1,"Finished"
56,194,4,"3","3",3,"4",62,NULL,NULL,"5717175",NULL,NULL,1,"Finished"
35,194,6,"4","4",4,"3",62,NULL,NULL,"5719990",NULL,NULL,1,"Finished"
49,194,8,"5","5",5,"2",62,NULL,NULL,"5742876",NULL,NULL,1,"Finished"
57,195,1,"1","1",1,"10",65,NULL,NULL,"5618300",NULL,NULL,1,"Finished"
14,195,2,"2","2",2,"6",65,NULL,NULL,"5627739",NULL,NULL,1,"Finished"
30,195,3,"3","3",3,"4",65,NULL,NULL,"5665395",NULL,NULL,1,"Finished"
25,195,5,"4","4",4,"3",65,NULL,NULL,"5680838",NULL,NULL,1,"Finished"
57,196,1,"1","1",1,"10",78,NULL,NULL,"6684400",NULL,NULL,1,"Finished"
21,196,3,"2","2",2,"6",78,NULL,NULL,"6695875",NULL,NULL,1,"Finished"
56,196,7,"3","3",3,"4",78,NULL,NULL,"6725778",NULL,NULL,1,"Finished"
63,196,8,"4","4",4,"3",78,NULL,NULL,"6744763",NULL,NULL,1,"Finished"
55,194,12,"6","6",6,"1",61,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
23,194,9,"7","7",7,"0",60,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
74,194,19,"8","8",8,"0",60,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
63,194,14,"9","9",9,"0",60,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
71,194,7,"10","10",10,"0",57,NULL,NULL,NULL,NULL,NULL,9,"Mechanical"
44,194,13,"11","11",11,"0",56,NULL,NULL,NULL,NULL,NULL,16,">+1 Laps"
22,195,9,"5","5",5,"2",64,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
35,195,10,"6","6",6,"1",64,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
65,195,7,"7","7",7,"0",64,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
49,195,13,"8","8",8,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
15,195,16,"9","9",9,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
55,195,14,"10","10",10,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
23,195,11,"11","11",11,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
76,195,18,"12","12",12,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
68,195,21,"13","13",13,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
75,195,20,"14","14",14,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
74,195,19,"15","15",15,"0",63,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
44,195,12,"16","16",16,"0",60,NULL,NULL,NULL,NULL,NULL,15,">+1 Laps"
35,196,13,"5","5",5,"2",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
64,196,12,"6","6",6,"1",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
65,196,9,"7","7",7,"0",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
71,196,15,"8","8",8,"0",76,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
75,196,19,"9","9",9,"0",76,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
110,275,25,NULL,"R",14,"0",55,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
55,275,9,NULL,"R",15,"0",36,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
88,275,23,NULL,"R",16,"0",29,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
112,275,15,NULL,"R",17,"0",27,NULL,NULL,NULL,NULL,NULL,4,"Accident"
30,275,3,NULL,"R",18,"0",22,NULL,NULL,NULL,NULL,NULL,20,"Accident"
87,275,21,NULL,"R",19,"0",20,NULL,NULL,NULL,NULL,NULL,20,"Accident"
77,275,8,NULL,"R",20,"0",19,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
109,275,7,NULL,"R",21,"0",13,NULL,NULL,NULL,NULL,NULL,64,"Mechanical"
79,275,18,NULL,"R",22,"0",11,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
84,275,22,NULL,"R",23,"0",7,NULL,NULL,NULL,NULL,NULL,20,"Accident"
91,275,5,NULL,"R",24,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
121,275,6,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,4,"Accident"
69,275,0,NULL,"F",26,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
70,276,20,NULL,"R",10,"0",53,NULL,NULL,NULL,NULL,NULL,20,"Accident"
91,276,5,NULL,"R",11,"0",48,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
102,276,4,NULL,"R",12,"0",42,NULL,NULL,NULL,NULL,NULL,9,"Mechanical"
55,276,9,NULL,"R",13,"0",40,NULL,NULL,NULL,NULL,NULL,8,"Mechanical"
104,276,23,NULL,"R",14,"0",36,NULL,NULL,NULL,NULL,NULL,38,"Mechanical"
121,276,6,NULL,"R",15,"0",32,NULL,NULL,NULL,NULL,NULL,20,"Accident"
118,276,15,NULL,"R",16,"0",29,NULL,NULL,NULL,NULL,NULL,20,"Accident"
79,276,22,NULL,"R",17,"0",22,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
71,276,2,NULL,"R",18,"0",20,NULL,NULL,NULL,NULL,NULL,23,"Mechanical"
100,276,17,NULL,"R",19,"0",18,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
110,276,18,NULL,"R",20,"0",18,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
22,276,13,NULL,"R",21,"0",17,NULL,NULL,NULL,NULL,NULL,20,"Accident"
77,276,8,NULL,"R",22,"0",8,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
123,276,19,NULL,"R",23,"0",1,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
30,196,4,"10","10",10,"0",76,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
68,196,20,"11","11",11,"0",76,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
314,637,7,"12","12",12,"0",63,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
337,641,19,"12","12",12,"0",60,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
207,641,13,"13","13",13,"0",60,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
320,641,16,"14","14",14,"0",59,NULL,NULL,NULL,NULL,NULL,15,">+1 Laps"
352,641,21,"15","15",15,"0",59,NULL,NULL,NULL,NULL,NULL,15,">+1 Laps"
330,641,20,"16","16",16,"0",57,NULL,NULL,NULL,NULL,NULL,17,">+1 Laps"
243,650,11,"5","5",5,"2",49,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
280,650,5,"6","6",6,"1",49,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
327,650,14,"7","7",7,"0",49,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
360,664,9,"5","5",5,"2",87,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
359,664,15,"6","6",6,"1",84,NULL,NULL,NULL,NULL,NULL,16,">+1 Laps"
353,664,16,"7","7",7,"0",81,NULL,NULL,NULL,NULL,NULL,19,">+1 Laps"
380,704,11,"11","11",11,"0",77,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
370,704,17,"12","12",12,"0",77,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
358,706,7,"8","8",8,"0",74,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
404,706,18,"9","9",9,"0",74,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
373,706,1,"10","10",10,"0",63,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
374,706,8,"11","11",11,"0",62,NULL,NULL,NULL,NULL,NULL,91,"Mechanical"
425,706,15,"12","12",12,"0",58,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
386,710,8,"11","11",11,"0",64,NULL,NULL,NULL,NULL,NULL,116,">+1 Laps"
305,710,14,"12","12",12,"0",57,NULL,NULL,NULL,NULL,NULL,24,"Mechanical"
346,710,18,"13","13",13,"0",55,NULL,NULL,NULL,NULL,NULL,113,">+1 Laps"
30,199,2,"1","1",1,"10",60,NULL,NULL,"6422400",NULL,NULL,1,"Finished"
57,199,1,"2","2",2,"6",60,NULL,NULL,"6444865",NULL,NULL,1,"Finished"
56,199,5,"3","3",3,"4",60,NULL,NULL,"6451599",NULL,NULL,1,"Finished"
57,200,3,"1","1",1,"10",71,NULL,NULL,"5444000",NULL,NULL,1,"Finished"
14,200,14,"2","2",2,"6",71,NULL,NULL,"5449289",NULL,NULL,1,"Finished"
30,200,4,"3","3",3,"4",71,NULL,NULL,"5483092",NULL,NULL,1,"Finished"
56,200,8,"4","4",4,"3",71,NULL,NULL,"5487976",NULL,NULL,1,"Finished"
23,200,9,"5","5",5,"2",71,NULL,NULL,"5494654",NULL,NULL,1,"Finished"
35,200,11,"6","6",6,"1",71,NULL,NULL,"5497202",NULL,NULL,1,"Finished"
71,200,15,"7","7",7,"0",71,NULL,NULL,"5517624",NULL,NULL,1,"Finished"
57,201,1,"1","1",1,"10",45,NULL,NULL,"4848000",NULL,NULL,1,"Finished"
14,201,2,"2","2",2,"6",45,NULL,NULL,"4848426",NULL,NULL,1,"Finished"
35,201,3,"3","3",3,"4",45,NULL,NULL,"4850577",NULL,NULL,1,"Finished"
71,201,5,"4","4",4,"3",45,NULL,NULL,"4855185",NULL,NULL,1,"Finished"
30,201,9,"5","5",5,"2",45,NULL,NULL,"4860613",NULL,NULL,1,"Finished"
23,201,4,"6","6",6,"1",45,NULL,NULL,"4877738",NULL,NULL,1,"Finished"
21,201,8,"7","7",7,"0",45,NULL,NULL,"4879026",NULL,NULL,1,"Finished"
56,201,6,"8","8",8,"0",45,NULL,NULL,"4879649",NULL,NULL,1,"Finished"
87,276,7,NULL,"R",24,"0",0,NULL,NULL,NULL,NULL,NULL,20,"Accident"
119,276,11,NULL,"R",25,"0",0,NULL,NULL,NULL,NULL,NULL,20,"Accident"
105,276,0,NULL,"F",26,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
109,277,9,NULL,"R",15,"0",53,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
69,277,22,NULL,"R",16,"0",43,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
91,277,6,NULL,"R",17,"0",42,NULL,NULL,NULL,NULL,NULL,69,"Mechanical"
110,277,24,NULL,"D",18,"0",42,NULL,NULL,NULL,NULL,NULL,2,"Regulations"
71,277,2,NULL,"R",19,"0",41,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
55,277,8,NULL,"R",20,"0",40,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
120,277,25,NULL,"R",21,"0",37,NULL,NULL,NULL,NULL,NULL,20,"Accident"
112,277,13,NULL,"R",22,"0",26,NULL,NULL,NULL,NULL,NULL,7,"Mechanical"
84,277,18,NULL,"R",23,"0",11,NULL,NULL,NULL,NULL,NULL,27,"Mechanical"
79,277,23,NULL,"R",24,"0",11,NULL,NULL,NULL,NULL,NULL,20,"Accident"
65,277,10,NULL,"R",25,"0",2,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
105,277,0,NULL,"F",26,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
65,278,14,NULL,"R",15,"0",61,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
119,278,6,NULL,"R",16,"0",53,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
100,278,10,NULL,"R",17,"0",51,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
88,278,18,NULL,"R",18,"0",46,NULL,NULL,NULL,NULL,NULL,20,"Accident"
30,278,2,NULL,"R",20,"0",32,NULL,NULL,NULL,NULL,NULL,9,"Mechanical"
79,278,22,NULL,"R",21,"0",31,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
105,278,24,NULL,"R",22,"0",28,NULL,NULL,NULL,NULL,NULL,6,"Mechanical"
109,278,11,NULL,"R",23,"0",23,NULL,NULL,NULL,NULL,NULL,3,"Accident"
49,201,10,"9","9",9,"0",45,NULL,NULL,"4880784",NULL,NULL,1,"Finished"
55,201,11,"10","10",10,"0",45,NULL,NULL,"4896371",NULL,NULL,1,"Finished"
25,201,7,"11","11",11,"0",45,NULL,NULL,"4905994",NULL,NULL,1,"Finished"
64,198,17,"14","14",14,"0",69,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
49,198,8,"15","15",15,"0",68,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
23,198,6,"16","16",16,"0",68,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
75,198,21,"17","17",17,"0",65,NULL,NULL,NULL,NULL,NULL,5,"Mechanical"
25,199,11,"4","4",4,"3",59,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
21,199,10,"5","5",5,"2",59,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
23,199,21,"6","6",6,"1",59,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
35,199,3,"7","7",7,"0",59,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
75,199,19,"8","8",8,"0",58,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
68,199,17,"9","9",9,"0",56,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
65,200,18,"8","8",8,"0",70,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
25,200,17,"9","9",9,"0",70,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
15,200,16,"10","10",10,"0",70,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
75,200,21,"11","11",11,"0",70,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
73,200,22,"12","12",12,"0",69,NULL,NULL,NULL,NULL,NULL,12,">+1 Laps"
15,201,14,"12","12",12,"0",44,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
289,711,2,"5","5",5,"2",31,NULL,NULL,NULL,NULL,NULL,48,"Mechanical"
364,711,1,"6","6",6,"1",31,NULL,NULL,NULL,NULL,NULL,60,"Mechanical"
401,711,12,"7","7",7,"0",31,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
394,711,17,"8","8",8,"0",31,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
397,711,4,"9","9",9,"0",28,NULL,NULL,NULL,NULL,NULL,25,"Mechanical"
404,711,16,"10","10",10,"0",28,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
383,715,14,"3","3",3,"4",102,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
408,715,19,"4","4",4,"3",102,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
404,715,11,"5","5",5,"2",102,NULL,NULL,NULL,NULL,NULL,13,">+1 Laps"
347,715,10,"6","6",6,"1",101,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
394,715,15,"7","7",7,"0",96,NULL,NULL,NULL,NULL,NULL,19,">+1 Laps"
305,715,18,"8","8",8,"0",95,NULL,NULL,NULL,NULL,NULL,88,">+1 Laps"
356,715,6,"9","9",9,"0",76,NULL,NULL,NULL,NULL,NULL,118,">+1 Laps"
385,716,7,"3","3",3,"4",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
386,716,9,"4","4",4,"3",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
404,716,13,"5","5",5,"2",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
374,716,8,"6","6",6,"1",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
346,716,6,"7","7",7,"0",77,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
404,737,4,"5","5",5,"2",81,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
410,737,10,"6","6",6,"1",78,NULL,NULL,NULL,NULL,NULL,14,">+1 Laps"
453,740,13,"9","9",9,"0",29,NULL,NULL,NULL,NULL,NULL,11,"+1 Lap"
49,203,9,"4","4",4,"3",44,NULL,NULL,"6259650",NULL,NULL,1,"Finished"
64,203,16,"5","5",5,"2",44,NULL,NULL,"6279089",NULL,NULL,1,"Finished"
30,204,1,"1","1",1,"10",53,NULL,NULL,"4630300",NULL,NULL,1,"Finished"
56,204,5,"2","2",2,"6",53,NULL,NULL,"4668277",NULL,NULL,1,"Finished"
23,204,6,"3","3",3,"4",53,NULL,NULL,"4671452",NULL,NULL,1,"Finished"
123,278,23,NULL,"R",24,"0",12,NULL,NULL,NULL,NULL,NULL,22,"Mechanical"
87,278,21,NULL,"R",25,"0",3,NULL,NULL,NULL,NULL,NULL,20,"Accident"
69,278,0,NULL,"F",26,"0",0,NULL,NULL,NULL,NULL,NULL,81,"Regulations"
