driverId,raceId,position,q1,q2,q3
39,863,24,01:38.3,\N,\N
1,864,1,01:22.6,01:22.5,01:21.7
813,864,2,01:23.4,01:22.1,01:22.3
4,864,3,01:23.3,01:22.9,01:22.3
154,864,4,01:23.2,01:22.7,01:22.4
8,864,5,01:23.4,01:22.9,01:22.5
815,864,6,01:24.3,01:22.8,01:22.5
3,864,7,01:23.4,01:22.9,01:23.0
20,864,8,01:23.8,01:22.9,\N
30,864,9,01:23.8,01:22.9,\N
155,864,10,01:23.4,01:22.9,\N
18,864,11,01:23.5,01:22.9,\N
17,864,12,01:23.6,01:23.0,\N
814,864,13,01:23.9,01:23.1,\N
807,864,14,01:23.7,01:23.2,\N
818,864,15,01:24.4,01:23.3,\N
817,864,16,01:23.9,01:23.4,\N
13,864,17,01:23.9,01:23.4,\N
811,864,18,01:25.0,\N,\N
808,864,19,01:25.3,\N,\N
5,864,20,01:25.5,\N,\N
819,864,21,01:26.6,\N,\N
10,864,22,01:27.0,\N,\N
37,864,23,01:27.6,\N,\N
39,864,24,01:31.1,\N,\N
30,865,1,01:15.9,01:15.1,01:14.3
17,865,2,01:16.0,01:15.0,01:14.4
3,865,3,01:15.9,01:15.0,01:14.4
1,865,4,01:16.1,01:15.2,01:14.6
154,865,5,01:15.7,01:15.2,01:14.6
4,865,6,01:16.2,01:15.1,01:14.9
13,865,7,01:16.0,01:14.9,01:15.0
8,865,8,01:15.9,01:15.3,01:15.2
813,865,9,01:16.0,01:15.0,01:15.2
20,865,10,01:15.8,01:15.2,\N
807,865,11,01:15.4,01:15.4,\N
155,865,12,01:15.6,01:15.5,\N
18,865,13,01:16.4,01:15.5,\N
811,865,14,01:15.9,01:15.7,\N
814,865,15,01:16.1,01:15.7,\N
817,865,16,01:16.4,01:15.9,\N
818,865,17,01:16.5,01:16.9,\N
5,865,18,01:16.5,\N,\N
808,865,19,01:17.4,\N,\N
10,865,20,01:17.9,\N,\N
37,865,21,01:18.1,\N,\N
819,865,22,01:18.5,\N,\N
39,865,23,01:19.3,\N,\N
20,866,1,01:14.7,01:14.2,01:13.8
1,866,2,01:14.9,01:14.4,01:14.1
4,866,3,01:14.9,01:14.3,01:14.2
17,866,4,01:15.0,01:14.5,01:14.3
3,866,5,01:15.1,01:14.6,01:14.4
13,866,6,01:15.2,01:14.6,01:14.5
154,866,7,01:15.2,01:14.6,01:14.6
814,866,8,01:15.0,01:14.6,01:14.7
30,866,9,01:14.9,01:14.5,01:14.8
18,866,10,01:14.8,01:14.7,01:15.2
155,866,11,01:15.1,01:14.7,\N
8,866,12,01:15.0,01:14.7,\N
807,866,13,01:15.1,01:14.7,\N
817,866,14,01:15.6,01:15.1,\N
815,866,15,01:15.3,01:15.2,\N
811,866,16,01:15.0,01:15.2,\N
813,866,17,01:15.0,01:15.2,\N
5,866,18,01:16.3,\N,\N
808,866,19,01:16.5,\N,\N
818,866,20,01:16.6,\N,\N
37,866,21,01:17.5,\N,\N
10,866,22,01:17.9,\N,\N
819,866,23,01:18.3,\N,\N
39,866,24,01:18.3,\N,\N
20,867,1,01:39.6,01:38.5,01:38.1
1,867,2,01:39.2,01:38.6,01:38.4
813,867,3,01:38.8,01:38.6,01:38.5
154,867,4,01:39.5,01:38.5,01:38.5
8,867,5,01:39.5,01:38.5,01:38.5
3,867,6,01:39.1,01:38.5,01:38.6
155,867,7,01:39.7,01:38.7,01:38.7
807,867,8,01:39.0,01:38.7,01:38.8
18,867,9,01:39.6,01:38.6,01:38.8
814,867,10,01:38.9,01:38.5,01:39.0
4,867,11,01:39.4,01:38.7,\N
30,867,12,01:39.4,01:38.8,\N
13,867,13,01:39.4,01:38.8,\N
811,867,14,01:39.4,01:39.2,\N
815,867,15,01:39.4,01:39.4,\N
5,867,16,01:40.1,01:40.3,\N
817,867,17,01:39.9,01:40.4,\N
818,867,18,01:40.2,\N,\N
17,867,19,01:40.4,\N,\N
808,867,20,01:40.5,\N,\N
37,867,21,01:42.2,\N,\N
39,867,22,01:42.5,\N,\N
819,867,23,01:42.7,\N,\N
4,868,1,01:46.5,01:56.9,01:51.7
17,868,2,01:47.3,01:55.9,01:51.8
30,868,3,01:46.6,01:55.8,01:52.0
20,868,4,01:46.3,01:56.9,01:52.2
13,868,5,01:47.4,01:56.4,01:53.1
8,868,6,01:47.3,01:56.5,01:53.3
813,868,7,01:46.4,01:56.8,01:53.5
1,868,8,01:47.4,01:54.9,01:53.5
807,868,9,01:46.3,01:55.6,01:54.4
154,868,10,01:47.0,01:56.4,\N
814,868,11,01:47.6,01:57.0,\N
155,868,12,01:46.6,01:57.1,\N
3,868,13,01:47.7,01:57.1,\N
817,868,14,01:47.3,01:57.1,\N
811,868,15,01:47.1,01:57.4,\N
818,868,16,01:47.7,01:57.7,\N
815,868,17,01:46.5,01:57.9,\N
18,868,18,01:48.0,\N,\N
808,868,19,01:49.0,\N,\N
5,868,20,01:49.5,\N,\N
10,868,21,01:51.6,\N,\N
37,868,22,01:52.7,\N,\N
39,868,23,01:53.0,\N,\N
819,868,24,01:54.1,\N,\N
4,869,1,01:16.1,01:38.5,01:40.6
20,869,2,01:16.4,01:38.3,01:41.0
17,869,3,01:16.5,01:39.4,01:41.5
30,869,4,01:16.7,01:38.0,01:42.5
807,869,5,01:16.3,01:39.5,01:43.5
813,869,6,01:16.2,01:38.7,01:44.0
18,869,7,01:16.5,01:38.7,01:44.1
1,869,8,01:16.2,01:37.4,01:44.2
814,869,9,01:16.4,01:39.7,01:44.9
8,869,10,01:15.7,01:39.7,01:45.8
817,869,11,01:16.5,01:39.8,\N
815,869,12,01:15.7,01:39.9,\N
155,869,13,01:16.5,01:40.0,\N
13,869,14,01:16.3,01:40.2,\N
154,869,15,01:16.7,01:40.6,\N
811,869,16,01:16.4,01:40.8,\N
3,869,17,01:16.0,01:41.6,\N
818,869,18,01:16.7,\N,\N
5,869,19,01:17.6,\N,\N
808,869,20,01:18.5,\N,\N
819,869,21,01:19.2,\N,\N
10,869,22,01:19.3,\N,\N
37,869,23,01:19.9,\N,\N
39,869,24,01:20.2,\N,\N
1,870,1,01:21.8,01:21.1,01:21.0
154,870,2,01:22.8,01:21.7,01:21.4
20,870,3,01:22.9,01:21.4,01:21.4
18,870,4,01:22.0,01:21.6,01:21.6
8,870,5,01:22.2,01:21.6,01:21.7
4,870,6,01:22.1,01:21.6,01:21.8
13,870,7,01:22.2,01:21.5,01:21.9
813,870,8,01:22.5,01:21.5,01:21.9
811,870,9,01:22.3,01:21.7,01:22.3
807,870,10,01:22.2,01:21.7,01:22.8
17,870,11,01:22.8,01:21.7,\N
814,870,12,01:21.9,01:21.8,\N
3,870,13,01:22.1,01:21.9,\N
815,870,14,01:22.1,01:21.9,\N
155,870,15,01:22.8,01:22.3,\N
818,870,16,01:22.8,01:22.4,\N
30,870,17,01:22.4,01:22.7,\N
817,870,18,01:23.3,\N,\N
5,870,19,01:23.6,\N,\N
808,870,20,01:24.2,\N,\N
819,870,21,01:25.2,\N,\N
10,870,22,01:25.5,\N,\N
37,870,23,01:25.9,\N,\N
39,870,24,01:26.2,\N,\N
18,871,1,01:49.3,01:47.7,01:47.6
155,871,2,01:49.7,01:48.6,01:47.9
813,871,3,01:49.0,01:48.8,01:47.9
8,871,4,01:49.5,01:48.4,01:48.2
815,871,5,01:49.6,01:48.0,01:48.2
4,871,6,01:49.4,01:48.6,01:48.3
17,871,7,01:49.9,01:48.5,01:48.4
1,871,8,01:49.6,01:48.6,01:48.4
154,871,9,01:50.1,01:48.7,01:48.5
814,871,10,01:50.0,01:48.7,01:48.9
20,871,11,01:49.7,01:48.8,\N
807,871,12,01:49.4,01:48.9,\N
30,871,13,01:49.7,01:49.1,\N
13,871,14,01:49.6,01:49.1,\N
818,871,15,01:49.8,01:49.4,\N
817,871,16,01:49.6,01:49.5,\N
811,871,17,01:50.0,01:50.1,\N
3,871,18,01:50.2,\N,\N
5,871,19,01:51.7,\N,\N
808,871,20,01:52.0,\N,\N
10,871,21,01:52.3,\N,\N
37,871,22,01:53.0,\N,\N
819,871,23,01:53.5,\N,\N
39,871,24,01:55.0,\N,\N
1,872,1,01:24.2,01:24.4,01:24.0
18,872,2,01:24.7,01:24.3,01:24.1
13,872,3,01:24.9,01:24.5,01:24.2
814,872,4,01:24.9,01:24.3,01:24.3
30,872,5,01:25.3,01:24.7,01:24.5
20,872,6,01:25.0,01:24.7,01:24.8
3,872,7,01:24.7,01:24.5,01:24.8
8,872,8,01:25.2,01:24.7,01:24.9
155,872,9,01:25.3,01:24.7,01:25.1
4,872,10,01:24.2,01:24.2,01:25.7
17,872,11,01:25.6,01:24.8,\N
813,872,12,01:25.1,01:24.8,\N
815,872,13,01:25.3,01:24.9,\N
811,872,14,01:25.1,01:25.0,\N
817,872,15,01:25.7,01:25.3,\N
816,872,16,01:25.8,01:25.4,\N
818,872,17,01:25.6,01:25.4,\N
5,872,18,01:26.4,\N,\N
808,872,19,01:26.9,\N,\N
10,872,20,01:27.0,\N,\N
819,872,21,01:27.1,\N,\N
39,872,22,01:27.4,\N,\N
37,872,23,01:27.6,\N,\N
1,873,1,01:48.3,01:46.7,01:46.4
813,873,2,01:49.5,01:47.6,01:46.8
20,873,3,01:48.2,01:46.8,01:46.9
18,873,4,01:49.4,01:47.7,01:46.9
4,873,5,01:49.4,01:47.6,01:47.2
814,873,6,01:48.0,01:47.7,01:47.2
17,873,7,01:48.7,01:47.5,01:47.5
154,873,8,01:47.7,01:47.5,01:47.8
30,873,9,01:49.5,01:47.8,\N
3,873,10,01:49.5,01:47.9,\N
807,873,11,01:49.5,01:48.0,\N
8,873,12,01:48.2,01:48.3,\N
13,873,13,01:49.8,01:48.3,\N
815,873,14,01:49.1,01:48.5,\N
817,873,15,01:49.0,01:48.8,\N
818,873,16,01:49.6,01:48.8,\N
811,873,17,01:49.8,\N,\N
155,873,18,01:49.9,\N,\N
808,873,19,01:50.8,\N,\N
5,873,20,01:51.1,\N,\N
10,873,21,01:51.4,\N,\N
819,873,22,01:51.8,\N,\N
39,873,23,01:52.4,\N,\N
37,873,24,01:53.4,\N,\N
20,874,1,01:32.6,01:31.5,01:30.8
17,874,2,01:33.0,01:32.0,01:31.1
18,874,3,01:33.1,01:31.8,01:31.3
155,874,4,01:32.0,01:31.9,01:31.7
154,874,5,01:32.0,01:32.0,01:31.9
815,874,6,01:32.1,01:32.2,01:32.0
4,874,7,01:32.5,01:31.8,01:32.1
8,874,8,01:32.2,01:31.8,01:32.2
1,874,9,01:33.1,01:32.1,01:32.3
807,874,10,01:32.8,01:32.3,\N
13,874,11,01:32.9,01:32.3,\N
814,874,12,01:32.9,01:32.3,\N
30,874,13,01:33.3,01:32.5,\N
813,874,14,01:32.8,01:32.5,\N
3,874,15,01:33.0,01:32.6,\N
817,874,16,01:33.1,01:33.0,\N
818,874,17,01:33.4,01:33.4,\N
811,874,18,01:33.4,\N,\N
5,874,19,01:34.7,\N,\N
10,874,20,01:35.2,\N,\N
37,874,21,01:35.4,\N,\N
819,874,22,01:35.4,\N,\N
808,874,23,01:35.4,\N,\N
39,874,24,01:36.7,\N,\N
17,875,1,01:38.4,01:38.2,01:37.2
20,875,2,01:38.2,01:37.8,01:37.3
1,875,3,01:39.2,01:38.0,01:37.5
4,875,4,01:39.1,01:38.0,01:37.5
8,875,5,01:38.9,01:38.2,01:37.6
13,875,6,01:38.9,01:38.3,01:37.9
154,875,7,01:38.9,01:38.3,01:37.9
807,875,8,01:39.0,01:38.4,01:38.3
3,875,9,01:39.0,01:38.4,01:38.4
30,875,10,01:38.8,01:38.4,01:38.5
18,875,11,01:38.6,01:38.4,\N
815,875,12,01:38.6,01:38.5,\N
155,875,13,01:38.7,01:38.6,\N
814,875,14,01:38.9,01:38.6,\N
813,875,15,01:39.0,01:38.7,\N
817,875,16,01:38.8,01:39.1,\N
818,875,17,01:38.7,01:39.3,\N
811,875,18,01:39.4,\N,\N
808,875,19,01:40.2,\N,\N
5,875,20,01:40.3,\N,\N
819,875,21,01:41.3,\N,\N
10,875,22,01:41.4,\N,\N
37,875,23,01:42.9,\N,\N
20,876,1,01:26.4,01:25.4,01:25.3
17,876,2,01:26.7,01:25.6,01:25.3
1,876,3,01:26.5,01:25.8,01:25.5
18,876,4,01:26.6,01:25.5,01:25.7
4,876,5,01:26.8,01:25.8,01:25.8
13,876,6,01:26.9,01:26.1,01:25.9
8,876,7,01:26.7,01:26.1,01:26.2
815,876,8,01:27.2,01:26.1,01:26.4
813,876,9,01:26.0,01:26.0,01:26.7
3,876,10,01:26.5,01:26.0,\N
154,876,11,01:26.9,01:26.1,\N
807,876,12,01:27.2,01:26.2,\N
811,876,13,01:26.9,01:26.3,\N
30,876,14,01:27.5,01:26.6,\N
817,876,15,01:27.0,01:26.8,\N
814,876,16,01:27.5,01:27.0,\N
155,876,17,01:27.5,01:27.2,\N
818,876,18,01:27.5,\N,\N
808,876,19,01:28.8,\N,\N
5,876,20,01:29.5,\N,\N
10,876,21,01:29.6,\N,\N
37,876,22,01:30.6,\N,\N
39,876,23,01:30.6,\N,\N
819,876,24,01:30.7,\N,\N
1,877,1,01:41.5,01:40.9,01:40.6
17,877,2,01:41.9,01:41.3,01:41.0
20,877,3,01:42.2,01:41.5,01:41.1
813,877,4,01:42.0,01:41.9,01:41.2
8,877,5,01:42.2,01:41.5,01:41.3
18,877,6,01:42.3,01:41.9,01:41.3
4,877,7,01:41.9,01:41.5,01:41.6
3,877,8,01:41.9,01:41.7,01:41.6
13,877,9,01:42.0,01:41.8,01:41.7
154,877,10,01:42.0,01:41.6,01:41.8
807,877,11,01:42.6,01:42.0,\N
815,877,12,01:42.6,01:42.1,\N
814,877,13,01:42.6,01:42.2,\N
30,877,14,01:42.7,01:42.3,\N
811,877,15,01:43.3,01:42.3,\N
155,877,16,01:43.6,01:42.6,\N
817,877,17,01:43.3,01:42.8,\N
818,877,18,01:44.1,\N,\N
5,877,19,01:45.0,\N,\N
819,877,20,01:45.1,\N,\N
808,877,21,01:45.2,\N,\N
10,877,22,01:45.4,\N,\N
37,877,23,01:45.8,\N,\N
39,877,24,01:46.4,\N,\N
20,878,1,01:36.6,01:35.8,01:35.7
1,878,2,01:37.1,01:36.8,01:35.8
17,878,3,01:37.2,01:36.3,01:36.2
154,878,4,01:37.5,01:36.9,01:36.6
8,878,5,01:38.1,01:37.4,01:36.7
30,878,6,01:37.9,01:37.1,01:36.8
13,878,7,01:37.7,01:36.5,01:36.9
807,878,8,01:37.8,01:37.1,01:37.1
4,878,9,01:38.0,01:37.1,01:37.3
813,878,10,01:37.5,01:37.0,01:37.8
811,878,11,01:37.5,01:37.6,\N
18,878,12,01:37.6,01:37.6,\N
814,878,13,01:38.1,01:37.7,\N
818,878,14,01:38.4,01:37.9,\N
815,878,15,01:38.5,01:38.2,\N
155,878,16,01:38.4,01:38.4,\N
3,878,17,01:38.9,01:38.5,\N
817,878,18,01:39.1,\N,\N
10,878,19,01:40.1,\N,\N
819,878,20,01:40.7,\N,\N
808,878,21,01:40.8,\N,\N
5,878,22,01:41.2,\N,\N
37,878,23,01:42.0,\N,\N
39,878,24,01:42.7,\N,\N
1,879,1,01:15.1,01:13.4,01:12.5
18,879,2,01:15.5,01:13.5,01:12.5
17,879,3,01:16.2,01:13.7,01:12.6
20,879,4,01:15.6,01:13.2,01:12.8
13,879,5,01:16.3,01:14.0,01:13.0
813,879,6,01:16.3,01:13.7,01:13.2
807,879,7,01:15.5,01:13.7,01:13.2
4,879,8,01:16.1,01:13.9,01:13.3
8,879,9,01:16.4,01:13.7,01:13.3
3,879,10,01:15.9,01:13.8,01:13.5
814,879,11,01:15.9,01:14.1,\N
811,879,12,01:15.3,01:14.2,\N
815,879,13,01:16.0,01:14.2,\N
30,879,14,01:16.0,01:14.3,\N
155,879,15,01:16.4,01:14.4,\N
817,879,16,01:16.7,01:14.6,\N
818,879,17,01:16.7,01:14.6,\N
154,879,18,01:17.0,\N,\N
808,879,19,01:17.1,\N,\N
5,879,20,01:17.1,\N,\N
10,879,21,01:17.5,\N,\N
819,879,22,01:18.1,\N,\N
39,879,23,01:19.6,\N,\N
37,879,24,01:19.7,\N,\N
20,880,1,01:44.7,01:36.7,01:27.4
17,880,2,01:44.5,01:36.5,01:27.8
1,880,3,01:45.5,01:36.6,01:28.1
13,880,4,01:44.6,01:36.7,01:28.5
4,880,5,01:43.9,01:36.7,01:28.5
3,880,6,01:43.4,01:36.2,01:28.5
8,880,7,01:45.5,01:37.5,01:28.7
154,880,8,01:44.3,01:37.6,01:29.0
814,880,9,01:45.6,01:36.9,01:29.3
18,880,10,01:44.7,01:36.6,01:30.4
807,880,11,01:45.9,01:38.1,\N
16,880,12,01:47.3,01:38.1,\N
818,880,13,01:44.9,01:38.8,\N
817,880,14,01:46.5,01:39.0,\N
815,880,15,01:44.4,01:39.9,\N
822,880,16,01:47.3,01:40.3,\N
813,880,17,01:47.6,\N,\N
821,880,18,01:47.8,\N,\N
824,880,19,01:48.1,\N,\N
820,880,20,01:48.9,\N,\N
823,880,21,01:49.5,\N,\N
819,880,22,01:50.6,\N,\N
20,881,1,01:37.9,01:37.2,01:49.7
13,881,2,01:37.7,01:36.9,01:50.6
4,881,3,01:37.3,01:36.9,01:50.7
1,881,4,01:37.5,01:36.5,01:51.7
17,881,5,01:37.6,01:36.4,01:52.2
3,881,6,01:37.2,01:36.2,01:52.5
8,881,7,01:37.0,01:36.6,01:53.0
18,881,8,01:37.5,01:37.1,01:53.2
16,881,9,01:36.8,01:36.8,01:53.4
815,881,10,01:37.7,01:37.3,01:54.1
154,881,11,01:37.4,01:37.6,\N
807,881,12,01:37.9,01:38.1,\N
817,881,13,01:37.7,01:38.8,\N
821,881,14,01:37.7,01:39.2,\N
814,881,15,01:37.5,01:44.5,\N
813,881,16,01:37.9,\N,\N
818,881,17,01:38.2,\N,\N
822,881,18,01:38.2,\N,\N
824,881,19,01:38.4,\N,\N
819,881,20,01:39.3,\N,\N
820,881,21,01:39.7,\N,\N
823,881,22,01:39.9,\N,\N
1,882,1,01:35.8,01:35.1,01:34.5
8,882,2,01:37.0,01:35.7,01:34.8
4,882,3,01:36.3,01:35.1,01:34.8
3,882,4,01:36.0,01:35.5,01:34.9
13,882,5,01:36.0,01:35.4,01:34.9
154,882,6,01:36.9,01:36.1,01:35.4
817,882,7,01:37.0,01:36.3,01:36.0
18,882,8,01:36.7,01:35.8,02:05.7
20,882,9,01:36.5,01:35.3,\N
807,882,10,01:37.0,01:36.3,\N
814,882,11,01:37.5,01:36.3,\N
815,882,12,01:37.0,01:36.3,\N
16,882,13,01:37.3,01:36.4,\N
17,882,14,01:36.1,01:36.7,\N
813,882,15,01:37.3,01:37.1,\N
818,882,16,01:37.5,01:37.2,\N
822,882,17,01:37.8,\N,\N
821,882,18,01:38.0,\N,\N
824,882,19,01:38.8,\N,\N
820,882,20,01:39.5,\N,\N
819,882,21,01:39.6,\N,\N
823,882,22,01:39.7,\N,\N
3,883,1,01:33.4,01:32.9,01:32.3
20,883,2,01:33.3,01:32.7,01:32.6
4,883,3,01:32.9,01:33.3,01:32.7
1,883,4,01:33.5,01:33.3,01:32.8
17,883,5,01:34.0,01:33.1,01:33.1
13,883,6,01:33.8,01:33.4,01:33.2
814,883,7,01:33.8,01:33.3,01:33.2
16,883,8,01:34.0,01:33.4,01:33.2
8,883,9,01:33.8,01:33.1,01:33.3
18,883,10,01:34.1,01:33.7,\N
154,883,11,01:33.5,01:33.8,\N
815,883,12,01:34.3,01:33.9,\N
817,883,13,01:34.1,01:34.0,\N
807,883,14,01:34.4,01:34.0,\N
822,883,15,01:34.4,01:34.1,\N
818,883,16,01:34.3,01:34.3,\N
813,883,17,01:34.4,\N,\N
821,883,18,01:34.7,\N,\N
819,883,19,01:35.3,\N,\N
824,883,20,01:36.2,\N,\N
823,883,21,01:36.3,\N,\N
820,883,22,01:36.5,\N,\N
3,884,1,01:21.9,01:21.8,01:20.7
1,884,2,01:21.7,01:21.0,01:21.0
20,884,3,01:22.2,01:21.6,01:21.1
8,884,4,01:22.2,01:21.7,01:21.2
4,884,5,01:22.3,01:21.6,01:21.2
13,884,6,01:22.5,01:22.0,01:21.2
154,884,7,01:22.6,01:22.0,01:21.3
17,884,8,01:22.3,01:21.7,01:21.6
815,884,9,01:23.1,01:21.8,01:22.1
814,884,10,01:22.7,01:22.0,01:22.2
817,884,11,01:22.9,01:22.1,\N
818,884,12,01:22.8,01:22.2,\N
16,884,13,01:23.0,01:22.3,\N
18,884,14,01:23.2,01:22.4,\N
807,884,15,01:23.1,01:22.4,\N
821,884,16,01:23.2,01:22.8,\N
822,884,17,01:23.3,\N,\N
813,884,18,01:23.3,\N,\N
823,884,19,01:24.7,\N,\N
824,884,20,01:24.7,\N,\N
820,884,21,01:25.0,\N,\N
819,884,22,01:25.1,\N,\N
3,885,1,01:24.6,01:16.1,01:13.9
1,885,2,01:23.8,01:16.3,01:14.0
20,885,3,01:24.2,01:16.0,01:14.0
17,885,4,01:25.4,01:17.3,01:14.2
8,885,5,01:25.8,01:16.0,01:14.8
4,885,6,01:23.7,01:16.5,01:14.8
815,885,7,01:24.7,01:17.7,01:15.1
16,885,8,01:25.1,01:17.3,01:15.4
18,885,9,01:23.7,01:17.4,01:15.6
818,885,10,01:23.7,01:17.6,01:15.7
807,885,11,01:25.5,01:18.3,\N
817,885,12,01:24.9,01:18.3,\N
154,885,13,01:23.7,01:18.6,\N
822,885,14,01:24.7,01:19.1,\N
823,885,15,01:26.1,01:19.4,\N
813,885,16,01:23.5,01:21.7,\N
814,885,17,01:26.3,\N,\N
819,885,18,01:26.6,\N,\N
821,885,19,01:26.9,\N,\N
820,885,20,01:27.3,\N,\N
824,885,21,\N,\N,\N
13,885,22,\N,\N,\N
20,886,1,01:22.3,01:28.2,01:25.4
1,886,2,01:23.8,01:27.6,01:25.5
822,886,3,01:23.4,01:28.4,01:25.9
3,886,4,01:23.8,01:28.4,01:26.0
17,886,5,01:23.2,01:28.1,01:26.2
4,886,6,01:23.2,01:28.8,01:26.5
818,886,7,01:24.2,01:28.5,01:26.5
16,886,8,01:24.6,01:28.8,01:27.3
8,886,9,01:24.5,01:28.7,01:27.4
817,886,10,01:24.8,01:29.4,01:27.9
807,886,11,01:23.9,01:29.4,\N
815,886,12,01:24.2,01:29.8,\N
813,886,13,01:24.8,01:29.9,\N
18,886,14,01:24.0,01:30.1,\N
821,886,15,01:24.4,01:30.3,\N
13,886,16,01:23.7,01:30.4,\N
814,886,17,01:24.9,\N,\N
819,886,18,01:25.6,\N,\N
154,886,19,01:25.7,\N,\N
824,886,20,01:26.5,\N,\N
820,886,21,01:27.1,\N,\N
823,886,22,01:27.1,\N,\N
1,887,1,01:31.0,01:31.2,01:29.6
3,887,2,01:31.4,01:31.0,01:30.1
20,887,3,01:31.6,01:31.0,01:30.2
17,887,4,01:31.6,01:31.0,01:30.2
814,887,5,01:32.1,01:31.3,01:30.7
817,887,6,01:32.1,01:31.2,01:30.8
16,887,7,01:32.0,01:31.1,01:30.9
154,887,8,01:31.5,01:31.5,01:31.0
8,887,9,01:31.4,01:31.6,01:31.0
4,887,10,01:32.3,01:31.4,01:31.0
18,887,11,01:32.0,01:31.6,\N
13,887,12,01:32.2,01:31.8,\N
818,887,13,01:32.1,01:31.8,\N
815,887,14,01:32.0,01:32.1,\N
807,887,15,01:32.2,01:32.2,\N
813,887,16,01:32.5,01:32.4,\N
822,887,17,01:32.7,\N,\N
821,887,18,01:32.7,\N,\N
819,887,19,01:33.9,\N,\N
824,887,20,01:34.1,\N,\N
823,887,21,01:35.5,\N,\N
820,887,22,01:35.9,\N,\N
1,888,1,01:31.1,01:30.2,01:29.4
20,888,2,01:31.3,01:30.0,01:29.5
17,888,3,01:31.4,01:30.2,01:29.6
8,888,4,01:30.7,01:29.9,01:29.9
154,888,5,01:31.2,01:30.0,01:30.0
817,888,6,01:31.1,01:30.2,01:30.5
13,888,7,01:30.5,01:29.8,01:31.1
4,888,8,01:30.7,01:30.0,01:31.2
18,888,9,01:31.2,01:30.3,\N
807,888,10,01:31.1,01:30.2,\N
3,888,11,01:31.3,01:30.3,\N
814,888,12,01:31.3,01:30.7,\N
815,888,13,01:31.5,01:30.9,\N
821,888,14,01:31.7,01:31.0,\N
16,888,15,01:31.3,01:31.0,\N
818,888,16,01:31.6,01:31.1,\N
822,888,17,01:31.7,\N,\N
813,888,18,01:31.7,\N,\N
819,888,19,01:32.9,\N,\N
824,888,20,01:33.1,\N,\N
823,888,21,01:33.7,\N,\N
820,888,22,01:34.1,\N,\N
1,890,1,01:20.4,01:19.9,01:19.4
20,890,2,01:20.6,01:20.0,01:19.4
154,890,3,01:20.4,01:20.1,01:19.6
3,890,4,01:20.4,01:19.8,01:19.7
4,890,5,01:20.7,01:20.2,01:19.8
8,890,6,01:20.9,01:20.2,01:19.9
13,890,7,01:21.0,01:20.5,01:19.9
817,890,8,01:21.2,01:20.5,01:20.6
815,890,9,01:21.6,01:20.5,01:22.4
17,890,10,01:21.3,01:20.5,\N
16,890,11,01:21.5,01:20.6,\N
807,890,12,01:21.0,01:20.6,\N
18,890,13,01:21.1,01:20.8,\N
818,890,14,01:21.3,01:21.0,\N
813,890,15,01:20.8,01:21.1,\N
822,890,16,01:21.1,01:21.2,\N
821,890,17,01:21.7,\N,\N
814,890,18,01:22.0,\N,\N
819,890,19,01:23.0,\N,\N
823,890,20,01:23.3,\N,\N
824,890,21,01:23.8,\N,\N
820,890,22,01:24.0,\N,\N
1,891,1,02:00.4,01:49.1,02:01.0
20,891,2,02:01.9,01:48.6,02:01.2
17,891,3,02:01.6,01:48.6,02:01.3
3,891,4,02:01.1,01:48.6,02:02.3
814,891,5,02:02.3,01:48.9,02:02.3
18,891,6,02:01.3,01:48.6,02:03.1
154,891,7,02:02.5,01:48.6,02:03.1
8,891,8,02:01.2,01:48.3,02:03.4
4,891,9,02:00.2,01:48.3,02:03.5
13,891,10,02:01.5,01:49.0,02:04.1
807,891,11,02:01.7,01:49.1,\N
16,891,12,02:02.7,01:49.1,\N
815,891,13,02:02.4,01:49.3,\N
823,891,14,02:00.6,01:52.0,\N
824,891,15,02:02.1,01:52.6,\N
820,891,16,02:02.9,01:52.8,\N
813,891,17,02:03.1,\N,\N
818,891,18,02:03.3,\N,\N
817,891,19,02:03.3,\N,\N
822,891,20,02:03.4,\N,\N
821,891,21,02:04.3,\N,\N
819,891,22,02:07.4,\N,\N
20,892,1,01:24.3,01:24.0,01:23.8
17,892,2,01:24.9,01:24.3,01:24.0
807,892,3,01:24.8,01:24.3,01:24.1
13,892,4,01:25.0,01:24.5,01:24.1
4,892,5,01:24.7,01:24.2,01:24.1
3,892,6,01:24.5,01:24.4,01:24.2
817,892,7,01:24.7,01:24.3,01:24.2
815,892,8,01:24.6,01:24.6,01:24.5
18,892,9,01:24.7,01:24.6,01:24.5
818,892,10,01:24.6,01:24.6,01:28.1
8,892,11,01:24.8,01:24.6,\N
1,892,12,01:24.6,01:24.8,\N
154,892,13,01:24.7,01:24.8,\N
16,892,14,01:25.0,01:24.9,\N
813,892,15,01:24.9,01:25.0,\N
814,892,16,01:25.0,01:25.1,\N
821,892,17,01:25.2,\N,\N
822,892,18,01:25.3,\N,\N
823,892,19,01:26.4,\N,\N
819,892,20,01:26.6,\N,\N
824,892,21,01:27.1,\N,\N
820,892,22,01:27.5,\N,\N
20,893,1,01:45.4,01:42.9,01:42.8
3,893,2,01:45.2,01:43.9,01:42.9
154,893,3,01:45.9,01:44.0,01:43.1
17,893,4,01:45.3,01:43.3,01:43.2
1,893,5,01:44.2,01:43.9,01:43.3
13,893,6,01:45.7,01:44.4,01:43.9
4,893,7,01:45.1,01:44.2,01:43.9
18,893,8,01:45.0,01:44.5,01:44.3
