driverId,raceId,position,q1,q2,q3
73,193,21,01:30.4,\N,\N
76,193,22,01:31.2,\N,\N
57,199,1,01:23.3,\N,\N
30,199,2,01:23.7,\N,\N
35,199,3,01:24.1,\N,\N
14,199,4,01:24.3,\N,\N
56,199,5,01:24.4,\N,\N
49,199,6,01:24.4,\N,\N
71,199,7,01:24.5,\N,\N
55,199,8,01:25.1,\N,\N
65,199,9,01:25.1,\N,\N
21,199,10,01:25.7,\N,\N
25,199,11,01:25.8,\N,\N
64,199,12,01:26.4,\N,\N
63,199,13,01:26.5,\N,\N
15,199,14,01:26.8,\N,\N
50,199,15,01:26.9,\N,\N
22,199,16,01:27.0,\N,\N
68,199,17,01:27.1,\N,\N
74,199,18,01:28.1,\N,\N
75,199,19,01:28.1,\N,\N
73,199,20,01:28.6,\N,\N
23,199,21,\N,\N,\N
44,199,22,\N,\N,\N
21,200,1,01:29.6,\N,\N
55,200,2,01:30.3,\N,\N
57,200,3,01:30.5,\N,\N
30,200,4,01:30.6,\N,\N
22,200,5,01:31.0,\N,\N
63,200,6,01:31.0,\N,\N
49,200,7,01:31.5,\N,\N
56,200,8,01:31.7,\N,\N
23,200,9,01:31.9,\N,\N
44,200,10,01:32.1,\N,\N
35,200,11,01:32.1,\N,\N
50,200,12,01:32.1,\N,\N
64,200,13,01:32.2,\N,\N
14,200,14,01:32.4,\N,\N
71,200,15,01:32.7,\N,\N
15,200,16,01:32.9,\N,\N
25,200,17,01:33.2,\N,\N
65,200,18,01:33.2,\N,\N
74,200,19,01:33.4,\N,\N
68,200,20,01:34.1,\N,\N
75,200,21,01:34.5,\N,\N
73,200,22,01:34.9,\N,\N
57,201,1,01:41.8,\N,\N
14,201,2,01:42.3,\N,\N
35,201,3,01:42.4,\N,\N
23,201,4,01:43.0,\N,\N
71,201,5,01:43.2,\N,\N
56,201,6,01:43.3,\N,\N
25,201,7,01:43.3,\N,\N
21,201,8,01:43.4,\N,\N
30,201,9,01:43.5,\N,\N
49,201,10,01:43.5,\N,\N
55,201,11,01:43.7,\N,\N
65,201,12,01:44.6,\N,\N
22,201,13,01:44.8,\N,\N
15,201,14,01:44.8,\N,\N
68,201,15,01:45.0,\N,\N
44,201,16,01:45.2,\N,\N
63,201,17,01:45.3,\N,\N
64,201,18,01:45.6,\N,\N
50,201,19,01:45.6,\N,\N
75,201,20,01:46.7,\N,\N
74,201,21,01:47.3,\N,\N
57,203,1,01:48.7,\N,\N
14,203,2,01:48.8,\N,\N
71,203,3,01:49.7,\N,\N
30,203,4,01:50.0,\N,\N
56,203,5,01:50.2,\N,\N
35,203,6,01:50.2,\N,\N
21,203,7,01:50.5,\N,\N
23,203,8,01:50.5,\N,\N
49,203,9,01:50.7,\N,\N
55,203,10,01:51.2,\N,\N
25,203,11,01:51.6,\N,\N
65,203,12,01:51.9,\N,\N
15,203,13,01:52.6,\N,\N
22,203,14,01:52.7,\N,\N
44,203,15,01:52.8,\N,\N
64,203,16,01:53.0,\N,\N
50,203,17,01:53.1,\N,\N
63,203,18,01:53.2,\N,\N
68,203,19,01:53.2,\N,\N
73,203,20,01:54.8,\N,\N
75,203,21,01:55.1,\N,\N
74,203,22,01:55.5,\N,\N
35,207,1,01:29.4,\N,\N
49,207,2,01:31.1,\N,\N
30,207,3,01:31.5,\N,\N
14,207,4,01:31.5,\N,\N
56,207,5,01:31.9,\N,\N
57,207,6,01:32.0,\N,\N
65,207,7,01:32.3,\N,\N
55,207,8,01:32.6,\N,\N
44,207,9,01:32.8,\N,\N
77,207,10,01:32.9,\N,\N
22,207,11,01:33.1,\N,\N
23,207,12,01:33.1,\N,\N
78,207,13,01:33.3,\N,\N
21,207,14,01:33.6,\N,\N
79,207,15,01:33.8,\N,\N
75,207,16,01:34.0,\N,\N
15,207,17,01:34.1,\N,\N
63,207,18,01:34.2,\N,\N
76,207,19,01:34.6,\N,\N
71,207,20,01:34.8,\N,\N
50,207,21,01:34.9,\N,\N
64,207,22,01:36.0,\N,\N
35,208,1,01:16.0,\N,\N
30,208,2,01:16.6,\N,\N
77,208,3,01:16.6,\N,\N
57,208,4,01:16.7,\N,\N
44,208,5,01:16.8,\N,\N
55,208,6,01:16.8,\N,\N
21,208,7,01:16.9,\N,\N
49,208,8,01:17.0,\N,\N
71,208,9,01:17.1,\N,\N
23,208,10,01:17.2,\N,\N
22,208,11,01:17.3,\N,\N
14,208,12,01:17.3,\N,\N
65,208,13,01:17.4,\N,\N
56,208,14,01:17.5,\N,\N
75,208,15,01:18.0,\N,\N
64,208,16,01:18.1,\N,\N
15,208,17,01:18.3,\N,\N
79,208,18,01:18.6,\N,\N
78,208,19,01:18.6,\N,\N
76,208,20,01:18.8,\N,\N
50,208,21,01:18.9,\N,\N
63,208,22,01:19.3,\N,\N
35,209,1,01:24.5,\N,\N
49,209,2,01:25.3,\N,\N
44,209,3,01:25.5,\N,\N
30,209,4,01:25.8,\N,\N
22,209,5,01:25.9,\N,\N
23,209,6,01:26.2,\N,\N
56,209,7,01:26.3,\N,\N
65,209,8,01:26.6,\N,\N
21,209,9,01:26.6,\N,\N
14,209,10,01:26.8,\N,\N
55,209,11,01:27.1,\N,\N
77,209,12,01:27.3,\N,\N
71,209,13,01:27.3,\N,\N
78,209,14,01:27.7,\N,\N
76,209,15,01:28.0,\N,\N
50,209,16,01:28.1,\N,\N
57,209,17,01:28.1,\N,\N
15,209,18,01:28.2,\N,\N
63,209,19,01:28.2,\N,\N
75,209,20,01:28.4,\N,\N
79,209,21,01:28.4,\N,\N
64,209,22,01:28.7,\N,\N
35,210,1,01:23.3,\N,\N
49,210,2,01:23.6,\N,\N
30,210,3,01:24.0,\N,\N
44,210,4,01:24.1,\N,\N
23,210,5,01:24.1,\N,\N
21,210,6,01:24.6,\N,\N
65,210,7,01:24.7,\N,\N
57,210,8,01:24.8,\N,\N
56,210,9,01:24.9,\N,\N
14,210,10,01:25.1,\N,\N
77,210,11,01:25.4,\N,\N
78,210,12,01:25.6,\N,\N
22,210,13,01:25.6,\N,\N
55,210,14,01:25.7,\N,\N
71,210,15,01:25.7,\N,\N
76,210,16,01:26.2,\N,\N
64,210,17,01:26.3,\N,\N
75,210,18,01:26.7,\N,\N
63,210,19,01:26.9,\N,\N
15,210,20,01:27.0,\N,\N
50,210,21,01:27.4,\N,\N
79,210,22,01:28.7,\N,\N
49,211,1,01:18.2,\N,\N
30,211,2,01:18.2,\N,\N
35,211,3,01:18.6,\N,\N
21,211,4,01:18.7,\N,\N
14,211,5,01:18.8,\N,\N
23,211,6,01:18.9,\N,\N
65,211,7,01:19.1,\N,\N
57,211,8,01:19.1,\N,\N
55,211,9,01:19.3,\N,\N
22,211,10,01:19.3,\N,\N
78,211,11,01:19.5,\N,\N
44,211,12,01:19.6,\N,\N
71,211,13,01:19.7,\N,\N
63,211,14,01:19.7,\N,\N
56,211,15,01:19.7,\N,\N
64,211,16,01:19.9,\N,\N
77,211,17,01:20.2,\N,\N
15,211,18,01:20.3,\N,\N
76,211,19,01:20.5,\N,\N
79,211,20,01:20.6,\N,\N
75,211,21,01:21.0,\N,\N
50,211,22,01:21.3,\N,\N
35,212,1,01:16.5,\N,\N
49,212,2,01:16.8,\N,\N
14,212,3,01:17.5,\N,\N
55,212,4,01:17.7,\N,\N
57,212,5,01:17.7,\N,\N
77,212,6,01:18.0,\N,\N
30,212,7,01:18.3,\N,\N
21,212,8,01:18.4,\N,\N
23,212,9,01:18.4,\N,\N
65,212,10,01:18.5,\N,\N
56,212,11,01:18.9,\N,\N
44,212,12,01:19.2,\N,\N
81,212,13,01:19.3,\N,\N
63,212,14,01:20.1,\N,\N
71,212,15,01:20.1,\N,\N
75,212,16,01:20.1,\N,\N
22,212,17,01:20.3,\N,\N
15,212,18,01:20.5,\N,\N
50,212,19,01:20.6,\N,\N
79,212,20,01:20.7,\N,\N
64,212,21,01:21.0,\N,\N
76,212,22,01:21.1,\N,\N
30,213,1,01:18.1,\N,\N
35,213,2,01:18.1,\N,\N
22,213,3,01:18.4,\N,\N
49,213,4,01:18.5,\N,\N
14,213,5,01:18.5,\N,\N
21,213,6,01:18.7,\N,\N
23,213,7,01:18.9,\N,\N
55,213,8,01:18.9,\N,\N
57,213,9,01:18.9,\N,\N
44,213,10,01:19.0,\N,\N
25,213,11,01:19.3,\N,\N
56,213,12,01:19.5,\N,\N
65,213,13,01:19.6,\N,\N
50,213,14,01:20.1,\N,\N
71,213,15,01:20.1,\N,\N
64,213,16,01:20.2,\N,\N
63,213,17,01:20.3,\N,\N
81,213,18,01:20.4,\N,\N
75,213,19,01:20.4,\N,\N
15,213,20,01:20.4,\N,\N
76,213,21,01:20.5,\N,\N
79,213,22,01:21.0,\N,\N
30,214,1,01:14.5,\N,\N
49,214,2,01:14.7,\N,\N
23,214,3,01:14.8,\N,\N
35,214,4,01:14.8,\N,\N
56,214,5,01:14.9,\N,\N
15,214,6,01:15.0,\N,\N
25,214,7,01:15.0,\N,\N
55,214,8,01:15.2,\N,\N
14,214,9,01:15.3,\N,\N
57,214,10,01:15.3,\N,\N
21,214,11,01:15.5,\N,\N
22,214,12,01:15.9,\N,\N
75,214,13,01:15.9,\N,\N
65,214,14,01:16.0,\N,\N
76,214,15,01:16.1,\N,\N
64,214,16,01:16.5,\N,\N
71,214,17,01:16.7,\N,\N
50,214,18,01:16.9,\N,\N
63,214,19,01:17.3,\N,\N
82,214,20,01:17.5,\N,\N
79,214,21,01:17.6,\N,\N
58,214,22,01:18.3,\N,\N
35,215,1,01:21.6,\N,\N
49,215,2,01:21.7,\N,\N
57,215,3,01:21.8,\N,\N
30,215,4,01:22.0,\N,\N
23,215,5,01:22.3,\N,\N
14,215,6,01:22.3,\N,\N
56,215,7,01:22.3,\N,\N
25,215,8,01:22.3,\N,\N
65,215,9,01:22.4,\N,\N
21,215,10,01:22.4,\N,\N
55,215,11,01:22.4,\N,\N
71,215,12,01:23.3,\N,\N
15,215,13,01:23.4,\N,\N
75,215,14,01:23.9,\N,\N
76,215,15,01:24.1,\N,\N
64,215,16,01:24.2,\N,\N
63,215,17,01:24.5,\N,\N
79,215,18,01:24.6,\N,\N
50,215,19,01:25.0,\N,\N
58,215,20,01:25.2,\N,\N
22,215,21,01:25.5,\N,\N
82,215,22,\N,\N,\N
77,216,1,01:41.9,\N,\N
21,216,2,01:41.9,\N,\N
57,216,3,01:42.0,\N,\N
30,216,4,01:42.2,\N,\N
49,216,5,01:42.4,\N,\N
55,216,6,01:42.5,\N,\N
23,216,7,01:42.5,\N,\N
14,216,8,01:42.7,\N,\N
35,216,9,01:43.0,\N,\N
56,216,10,01:43.2,\N,\N
15,216,11,01:43.2,\N,\N
22,216,12,01:43.3,\N,\N
71,216,13,01:43.4,\N,\N
65,216,14,01:43.7,\N,\N
76,216,15,01:43.9,\N,\N
64,216,16,01:44.1,\N,\N
75,216,17,01:44.1,\N,\N
82,216,18,01:44.6,\N,\N
63,216,19,01:45.4,\N,\N
50,216,20,01:45.8,\N,\N
58,216,21,01:45.9,\N,\N
79,216,22,01:46.5,\N,\N
35,224,1,01:32.4,\N,\N
71,224,2,01:32.5,\N,\N
56,224,3,01:32.9,\N,\N
30,224,4,01:33.1,\N,\N
57,224,5,01:34.1,\N,\N
55,224,6,01:34.3,\N,\N
77,224,7,01:34.3,\N,\N
22,224,8,01:34.5,\N,\N
49,224,9,01:34.5,\N,\N
63,224,10,01:34.8,\N,\N
44,224,11,01:35.3,\N,\N
50,224,12,01:35.3,\N,\N
14,224,13,01:35.4,\N,\N
65,224,14,01:35.5,\N,\N
79,224,15,01:35.7,\N,\N
21,224,16,01:35.9,\N,\N
83,224,17,01:36.1,\N,\N
73,224,18,01:36.2,\N,\N
84,224,19,01:36.3,\N,\N
64,224,20,01:36.3,\N,\N
71,225,1,01:18.1,\N,\N
22,225,2,01:19.1,\N,\N
35,225,3,01:19.3,\N,\N
30,225,4,01:19.5,\N,\N
55,225,5,01:19.5,\N,\N
84,225,6,01:19.5,\N,\N
57,225,7,01:19.6,\N,\N
77,225,8,01:19.8,\N,\N
49,225,9,01:19.8,\N,\N
56,225,10,01:20.0,\N,\N
63,225,11,01:20.0,\N,\N
65,225,12,01:20.1,\N,\N
50,225,13,01:20.2,\N,\N
14,225,14,01:20.2,\N,\N
44,225,15,01:20.4,\N,\N
79,225,16,01:20.4,\N,\N
73,225,17,01:20.4,\N,\N
83,225,18,01:21.5,\N,\N
69,225,19,01:23.2,\N,\N
85,225,20,01:23.5,\N,\N
58,225,21,\N,\N,\N
64,225,22,\N,\N,\N
71,226,1,01:30.3,\N,\N
30,226,2,01:30.6,\N,\N
35,226,3,01:30.9,\N,\N
55,226,4,01:31.0,\N,\N
77,226,5,01:31.3,\N,\N
22,226,6,01:31.4,\N,\N
50,226,7,01:31.6,\N,\N
57,226,8,01:31.8,\N,\N
14,226,9,01:32.0,\N,\N
56,226,10,01:32.1,\N,\N
49,226,11,01:32.1,\N,\N
44,226,12,01:32.2,\N,\N
79,226,13,01:32.4,\N,\N
58,226,14,01:32.5,\N,\N
84,226,15,01:32.7,\N,\N
63,226,16,01:32.9,\N,\N
65,226,17,01:33.3,\N,\N
64,226,18,01:33.4,\N,\N
83,226,19,01:33.7,\N,\N
73,226,20,01:33.8,\N,\N
69,226,21,01:34.8,\N,\N
85,226,22,01:35.7,\N,\N
71,227,1,01:18.9,\N,\N
35,227,2,01:19.7,\N,\N
30,227,3,01:20.1,\N,\N
55,227,4,01:20.7,\N,\N
22,227,5,01:20.8,\N,\N
14,227,6,01:20.9,\N,\N
56,227,7,01:20.9,\N,\N
77,227,8,01:21.1,\N,\N
57,227,9,01:21.1,\N,\N
49,227,10,01:21.1,\N,\N
84,227,11,01:21.2,\N,\N
65,227,12,01:21.2,\N,\N
50,227,13,01:21.4,\N,\N
63,227,14,01:21.5,\N,\N
44,227,15,01:21.5,\N,\N
79,227,16,01:21.8,\N,\N
64,227,17,01:22.7,\N,\N
21,227,18,01:22.9,\N,\N
83,227,19,01:23.1,\N,\N
73,227,20,01:23.6,\N,\N
30,228,1,01:26.9,\N,\N
71,228,2,01:27.1,\N,\N
35,228,3,01:27.2,\N,\N
14,228,4,01:27.7,\N,\N
55,228,5,01:28.0,\N,\N
56,228,6,01:28.2,\N,\N
77,228,7,01:28.3,\N,\N
63,228,8,01:28.4,\N,\N
22,228,9,01:28.6,\N,\N
49,228,10,01:28.8,\N,\N
57,228,11,01:29.1,\N,\N
44,228,13,01:29.5,\N,\N
50,228,14,01:29.5,\N,\N
65,228,15,01:29.5,\N,\N
79,228,16,01:29.9,\N,\N
64,228,17,01:30.0,\N,\N
83,228,18,01:30.5,\N,\N
21,228,19,01:30.8,\N,\N
73,228,20,01:31.3,\N,\N
69,228,21,01:32.0,\N,\N
30,229,1,01:20.4,\N,\N
71,229,2,01:20.9,\N,\N
55,229,3,01:20.9,\N,\N
77,229,4,01:21.1,\N,\N
14,229,5,01:21.5,\N,\N
22,229,6,01:21.5,\N,\N
56,229,7,01:21.5,\N,\N
57,229,8,01:21.7,\N,\N
49,229,9,01:21.9,\N,\N
35,229,10,01:22.0,\N,\N
63,229,11,01:22.2,\N,\N
50,229,12,01:22.3,\N,\N
65,229,13,01:22.3,\N,\N
44,229,14,01:22.4,\N,\N
79,229,15,01:22.5,\N,\N
84,229,16,01:22.5,\N,\N
64,229,17,01:22.7,\N,\N
21,229,18,01:22.7,\N,\N
83,229,19,01:23.4,\N,\N
73,229,20,01:25.0,\N,\N
69,229,21,01:25.1,\N,\N
85,229,22,01:25.4,\N,\N
71,230,1,01:20.7,\N,\N
35,230,2,01:21.1,\N,\N
30,230,3,01:21.6,\N,\N
55,230,4,01:22.1,\N,\N
77,230,5,01:22.1,\N,\N
56,230,6,01:22.3,\N,\N
22,230,7,01:22.4,\N,\N
44,230,8,01:22.7,\N,\N
65,230,9,01:23.0,\N,\N
57,230,10,01:23.1,\N,\N
49,230,11,01:23.2,\N,\N
63,230,12,01:23.2,\N,\N
50,230,13,01:23.4,\N,\N
14,230,14,01:23.4,\N,\N
84,230,15,01:23.4,\N,\N
79,230,16,01:24.4,\N,\N
64,230,17,01:24.5,\N,\N
83,230,18,01:25.3,\N,\N
21,230,19,01:25.5,\N,\N
73,230,20,01:25.6,\N,\N
71,240,1,01:20.1,\N,\N
30,240,2,01:20.4,\N,\N
14,240,3,01:20.4,\N,\N
65,240,4,01:20.9,\N,\N
77,240,5,01:20.9,\N,\N
55,240,6,01:21.0,\N,\N
57,240,7,01:21.4,\N,\N
56,240,8,01:21.7,\N,\N
87,240,9,01:21.8,\N,\N
44,240,10,01:21.9,\N,\N
79,240,11,01:22.3,\N,\N
63,240,12,01:22.4,\N,\N
81,240,13,01:22.5,\N,\N
49,240,14,01:22.9,\N,\N
88,240,15,01:23.0,\N,\N
22,240,16,01:23.0,\N,\N
94,240,17,01:24.4,\N,\N
69,240,18,01:24.4,\N,\N
91,240,19,01:24.7,\N,\N
92,240,20,01:25.1,\N,\N
89,240,21,01:25.2,\N,\N
85,240,22,01:25.9,\N,\N
90,240,23,01:26.3,\N,\N
50,240,24,01:27.3,\N,\N
64,240,25,01:27.8,\N,\N
93,240,26,01:28.1,\N,\N
14,241,1,01:53.2,\N,\N
71,241,2,01:54.1,\N,\N
30,241,3,01:54.3,\N,\N
56,241,4,01:54.4,\N,\N
57,241,5,01:54.5,\N,\N
55,241,6,01:54.6,\N,\N
63,241,7,01:54.8,\N,\N
77,241,8,01:55.3,\N,\N
49,241,9,01:55.6,\N,\N
22,241,10,01:56.1,\N,\N
65,241,11,01:57.1,\N,\N
81,241,12,01:57.1,\N,\N
69,241,13,01:57.2,\N,\N
50,241,14,01:57.2,\N,\N
79,241,15,01:57.5,\N,\N
94,241,16,01:58.1,\N,\N
87,241,17,01:58.7,\N,\N
44,241,18,01:58.8,\N,\N
88,241,19,01:58.9,\N,\N
93,241,20,01:59.5,\N,\N
91,241,21,02:00.8,\N,\N
85,241,22,02:01.8,\N,\N
92,241,23,02:04.1,\N,\N
90,241,24,02:04.5,\N,\N
64,241,25,02:05.9,\N,\N
89,241,26,02:07.3,\N,\N
30,242,1,01:27.3,\N,\N
77,242,2,01:27.3,\N,\N
14,242,3,01:27.5,\N,\N
71,242,4,01:27.5,\N,\N
55,242,5,01:27.8,\N,\N
57,242,6,01:28.3,\N,\N
56,242,7,01:28.5,\N,\N
65,242,8,01:29.4,\N,\N
95,242,9,01:29.5,\N,\N
22,242,10,01:29.6,\N,\N
81,242,11,01:29.6,\N,\N
44,242,12,01:30.8,\N,\N
63,242,13,01:31.0,\N,\N
49,242,14,01:31.4,\N,\N
79,242,15,01:31.6,\N,\N
88,242,16,01:31.9,\N,\N
50,242,17,01:32.2,\N,\N
94,242,18,01:32.4,\N,\N
89,242,19,01:32.7,\N,\N
69,242,20,01:33.1,\N,\N
91,242,21,01:33.5,\N,\N
92,242,22,01:33.9,\N,\N
93,242,23,01:34.0,\N,\N
85,242,24,01:35.2,\N,\N
90,242,25,01:36.1,\N,\N
64,242,26,01:36.6,\N,\N
30,243,1,01:21.5,\N,\N
55,243,2,01:22.1,\N,\N
77,243,3,01:22.1,\N,\N
14,243,4,01:22.3,\N,\N
71,243,5,01:22.3,\N,\N
56,243,6,01:23.4,\N,\N
65,243,7,01:23.5,\N,\N
22,243,8,01:23.7,\N,\N
57,243,9,01:23.8,\N,\N
95,243,10,01:23.9,\N,\N
84,243,11,01:24.7,\N,\N
49,243,12,01:24.8,\N,\N
63,243,13,01:25.0,\N,\N
81,243,14,01:25.1,\N,\N
44,243,15,01:25.2,\N,\N
50,243,16,01:25.8,\N,\N
79,243,17,01:25.9,\N,\N
89,243,18,01:26.1,\N,\N
94,243,19,01:26.6,\N,\N
91,243,20,01:27.0,\N,\N
69,243,21,01:27.3,\N,\N
93,243,22,01:27.6,\N,\N
85,243,23,01:28.1,\N,\N
92,243,24,01:28.6,\N,\N
90,243,25,01:29.0,\N,\N
64,243,26,01:29.5,\N,\N
71,244,1,01:22.0,\N,\N
30,244,2,01:22.7,\N,\N
14,244,3,01:23.1,\N,\N
77,244,4,01:23.2,\N,\N
55,244,5,01:23.8,\N,\N
57,244,6,01:23.9,\N,\N
65,244,7,01:23.9,\N,\N
84,244,8,01:24.4,\N,\N
56,244,9,01:24.9,\N,\N
87,244,10,01:24.9,\N,\N
22,244,11,01:25.1,\N,\N
44,244,12,01:25.1,\N,\N
81,244,13,01:25.4,\N,\N
49,244,14,01:25.7,\N,\N
79,244,15,01:25.8,\N,\N
69,244,16,01:26.0,\N,\N
63,244,17,01:26.5,\N,\N
94,244,18,01:26.9,\N,\N
96,244,19,01:27.1,\N,\N
93,244,20,01:28.3,\N,\N
92,244,21,01:29.0,\N,\N
64,244,22,01:29.2,\N,\N
50,244,23,01:29.4,\N,\N
90,244,24,01:29.6,\N,\N
85,244,25,01:30.1,\N,\N
89,244,26,01:31.5,\N,\N
30,245,1,01:27.7,\N,\N
71,245,2,01:28.0,\N,\N
14,245,3,01:28.1,\N,\N
77,245,4,01:28.2,\N,\N
55,245,5,01:28.5,\N,\N
65,245,6,01:28.5,\N,\N
57,245,7,01:28.9,\N,\N
56,245,8,01:29.0,\N,\N
22,245,9,01:29.2,\N,\N
87,245,10,01:29.6,\N,\N
44,245,11,01:29.8,\N,\N
49,245,12,01:30.0,\N,\N
81,245,13,01:30.2,\N,\N
84,245,14,01:30.3,\N,\N
63,245,15,01:30.7,\N,\N
79,245,16,01:31.4,\N,\N
94,245,17,01:31.4,\N,\N
96,245,18,01:31.8,\N,\N
69,245,19,01:31.9,\N,\N
92,245,20,01:32.8,\N,\N
85,245,21,01:32.9,\N,\N
89,245,22,01:33.0,\N,\N
90,245,23,01:34.0,\N,\N
64,245,24,01:35.0,\N,\N
71,246,1,01:17.2,\N,\N
30,246,2,01:17.5,\N,\N
14,246,3,01:17.9,\N,\N
55,246,4,01:18.8,\N,\N
22,246,5,01:18.8,\N,\N
44,246,6,01:19.0,\N,\N
77,246,7,01:19.1,\N,\N
57,246,8,01:19.2,\N,\N
84,246,9,01:19.4,\N,\N
65,246,10,01:19.6,\N,\N
56,246,11,01:19.8,\N,\N
49,246,12,01:20.3,\N,\N
87,246,13,01:20.5,\N,\N
63,246,14,01:20.8,\N,\N
96,246,15,01:20.9,\N,\N
81,246,16,01:21.1,\N,\N
69,246,17,01:21.3,\N,\N
89,246,18,01:21.9,\N,\N
79,246,19,01:21.9,\N,\N
94,246,20,01:22.1,\N,\N
85,246,21,01:23.5,\N,\N
92,246,22,01:23.6,\N,\N
64,246,23,01:24.2,\N,\N
90,246,24,01:24.9,\N,\N
71,247,1,01:28.1,\N,\N
30,247,2,01:28.4,\N,\N
14,247,3,01:28.9,\N,\N
77,247,4,01:29.7,\N,\N
65,247,5,01:29.9,\N,\N
55,247,6,01:29.9,\N,\N
56,247,7,01:30.1,\N,\N
57,247,8,01:30.1,\N,\N
22,247,9,01:30.4,\N,\N
87,247,10,01:30.5,\N,\N
84,247,11,01:30.9,\N,\N
49,247,12,01:31.6,\N,\N
44,247,13,01:31.8,\N,\N
79,247,14,01:32.1,\N,\N
94,247,15,01:32.3,\N,\N
96,247,16,01:33.2,\N,\N
97,247,17,01:34.2,\N,\N
69,247,18,01:34.6,\N,\N
89,247,19,01:35.3,\N,\N
64,247,20,01:36.0,\N,\N
92,247,21,01:36.1,\N,\N
90,247,22,01:36.7,\N,\N
63,247,23,01:48.6,\N,\N
85,247,24,01:52.4,\N,\N
71,248,1,01:44.4,\N,\N
30,248,2,01:44.5,\N,\N
14,248,3,01:44.5,\N,\N
77,248,4,01:45.6,\N,\N
22,248,5,01:45.8,\N,\N
56,248,6,01:45.8,\N,\N
57,248,7,01:45.8,\N,\N
87,248,8,01:46.2,\N,\N
65,248,9,01:46.3,\N,\N
55,248,10,01:46.4,\N,\N
49,248,11,01:46.8,\N,\N
44,248,12,01:47.4,\N,\N
63,248,13,01:47.5,\N,\N
96,248,14,01:47.6,\N,\N
97,248,15,01:48.1,\N,\N
69,248,16,01:49.3,\N,\N
79,248,17,01:49.4,\N,\N
88,248,18,01:49.7,\N,\N
89,248,19,01:49.9,\N,\N
94,248,20,01:50.0,\N,\N
64,248,21,01:53.0,\N,\N
90,248,22,01:53.4,\N,\N
85,248,23,01:53.5,\N,\N
86,248,24,01:54.6,\N,\N
71,249,1,01:17.0,\N,\N
14,249,2,01:17.4,\N,\N
30,249,3,01:17.6,\N,\N
77,249,4,01:18.1,\N,\N
57,249,5,01:18.4,\N,\N
55,249,6,01:19.0,\N,\N
56,249,7,01:19.5,\N,\N
84,249,8,01:19.7,\N,\N
65,249,9,01:20.1,\N,\N
44,249,10,01:20.2,\N,\N
49,249,11,01:20.4,\N,\N
69,249,12,01:20.5,\N,\N
87,249,13,01:20.6,\N,\N
22,249,14,01:20.9,\N,\N
83,249,15,01:21.2,\N,\N
63,249,16,01:21.6,\N,\N
79,249,17,01:21.7,\N,\N
89,249,18,01:22.1,\N,\N
96,249,19,01:22.2,\N,\N
97,249,20,01:23.3,\N,\N
90,249,21,01:24.4,\N,\N
85,249,22,01:24.4,\N,\N
64,249,23,01:24.7,\N,\N
86,249,24,01:26.6,\N,\N
77,250,1,01:54.4,\N,\N
55,250,2,01:54.6,\N,\N
57,250,3,01:55.4,\N,\N
65,250,4,01:56.1,\N,\N
14,250,5,01:56.3,\N,\N
87,250,6,01:56.6,\N,\N
56,250,7,01:57.0,\N,\N
71,250,8,01:57.8,\N,\N
44,250,9,01:58.0,\N,\N
49,250,10,01:58.1,\N,\N
63,250,11,01:58.2,\N,\N
22,250,12,01:58.3,\N,\N
84,250,13,01:58.3,\N,\N
96,250,14,01:58.4,\N,\N
79,250,15,01:58.6,\N,\N
30,250,16,01:59.1,\N,\N
83,250,17,01:59.3,\N,\N
89,250,18,02:01.0,\N,\N
69,250,19,02:01.0,\N,\N
97,250,20,02:01.7,\N,\N
85,250,21,02:02.4,\N,\N
90,250,22,02:03.8,\N,\N
86,250,23,02:06.4,\N,\N
64,250,24,02:09.5,\N,\N
14,251,1,01:24.5,\N,\N
30,251,2,01:25.0,\N,\N
77,251,3,01:25.4,\N,\N
71,251,4,01:25.7,\N,\N
55,251,5,01:25.7,\N,\N
22,251,6,01:25.9,\N,\N
57,251,7,01:25.9,\N,\N
65,251,8,01:26.4,\N,\N
87,251,9,01:26.5,\N,\N
49,251,10,01:26.5,\N,\N
84,251,11,01:27.1,\N,\N
56,251,12,01:27.3,\N,\N
44,251,13,01:27.4,\N,\N
96,251,14,01:28.7,\N,\N
97,251,15,01:28.9,\N,\N
63,251,16,01:29.0,\N,\N
79,251,17,01:29.3,\N,\N
69,251,18,01:29.6,\N,\N
83,251,19,01:29.9,\N,\N
89,251,20,01:30.5,\N,\N
85,251,21,01:30.7,\N,\N
90,251,22,01:30.8,\N,\N
64,251,23,01:32.1,\N,\N
86,251,24,01:32.5,\N,\N
14,252,1,01:20.5,\N,\N
71,252,2,01:20.9,\N,\N
30,252,3,01:21.3,\N,\N
77,252,4,01:22.0,\N,\N
49,252,5,01:22.2,\N,\N
65,252,6,01:22.3,\N,\N
55,252,7,01:22.4,\N,\N
22,252,8,01:22.5,\N,\N
84,252,9,01:22.6,\N,\N
56,252,10,01:22.8,\N,\N
44,252,11,01:22.9,\N,\N
87,252,12,01:22.9,\N,\N
57,252,13,01:23.1,\N,\N
96,252,14,01:23.9,\N,\N
63,252,15,01:23.9,\N,\N
79,252,16,01:24.3,\N,\N
83,252,17,01:24.7,\N,\N
69,252,18,01:24.8,\N,\N
89,252,19,01:24.9,\N,\N
97,252,20,01:25.2,\N,\N
85,252,21,01:26.2,\N,\N
64,252,22,01:27.3,\N,\N
90,252,23,01:27.5,\N,\N
98,252,24,01:32.8,\N,\N
