driverId,raceId,constructorId,position
30,200,6,4
22,200,24,5
63,200,21,6
49,200,3,7
56,200,6,8
23,200,17,9
44,200,20,10
35,200,3,11
50,200,24,12
64,200,21,13
14,200,1,14
71,200,17,15
15,200,20,16
25,200,22,17
65,200,15,18
74,200,18,19
68,200,25,20
75,200,18,21
73,200,25,22
57,201,1,1
14,201,1,2
35,201,3,3
23,201,17,4
71,201,17,5
56,201,6,6
25,201,22,7
21,201,22,8
30,201,6,9
49,201,3,10
55,201,15,11
65,201,15,12
22,201,24,13
15,201,20,14
68,201,25,15
44,201,20,16
63,201,21,17
64,201,21,18
50,201,24,19
75,201,18,20
74,201,18,21
57,203,1,1
14,203,1,2
71,203,17,3
30,203,6,4
56,203,6,5
35,203,3,6
21,203,22,7
23,203,17,8
49,203,3,9
55,203,15,10
25,203,22,11
65,203,15,12
15,203,20,13
22,203,24,14
44,203,20,15
64,203,21,16
50,203,24,17
63,203,21,18
68,203,25,19
73,203,25,20
75,203,18,21
74,203,18,22
35,207,3,1
49,207,3,2
30,207,6,3
14,207,1,4
56,207,6,5
57,207,1,6
65,207,15,7
55,207,22,8
44,207,20,9
77,207,22,10
22,207,24,11
23,207,17,12
78,207,15,13
21,207,17,14
79,207,18,15
75,207,20,16
15,207,18,17
63,207,25,18
76,207,24,19
71,207,21,20
50,207,25,21
64,207,21,22
35,208,3,1
30,208,6,2
77,208,22,3
57,208,1,4
44,208,20,5
55,208,22,6
21,208,17,7
49,208,3,8
71,208,21,9
23,208,17,10
22,208,24,11
14,208,1,12
65,208,15,13
56,208,6,14
75,208,20,15
64,208,21,16
15,208,18,17
79,208,18,18
78,208,15,19
76,208,24,20
50,208,25,21
63,208,25,22
35,209,3,1
49,209,3,2
44,209,20,3
30,209,6,4
22,209,24,5
23,209,17,6
56,209,6,7
65,209,15,8
21,209,17,9
14,209,1,10
55,209,22,11
77,209,22,12
71,209,21,13
78,209,15,14
76,209,24,15
50,209,25,16
57,209,1,17
15,209,18,18
63,209,25,19
75,209,20,20
79,209,18,21
64,209,21,22
35,210,3,1
49,210,3,2
30,210,6,3
44,210,20,4
23,210,17,5
21,210,17,6
65,210,15,7
57,210,1,8
56,210,6,9
14,210,1,10
77,210,22,11
78,210,15,12
22,210,24,13
55,210,22,14
71,210,21,15
76,210,24,16
64,210,21,17
75,210,20,18
63,210,25,19
15,210,18,20
50,210,25,21
79,210,18,22
49,211,3,1
30,211,6,2
35,211,3,3
21,211,17,4
14,211,1,5
23,211,17,6
65,211,15,7
57,211,1,8
55,211,22,9
22,211,24,10
78,211,15,11
44,211,20,12
71,211,21,13
63,211,25,14
56,211,6,15
64,211,21,16
77,211,22,17
15,211,18,18
76,211,24,19
79,211,18,20
75,211,20,21
50,211,25,22
35,212,3,1
49,212,3,2
14,212,1,3
55,212,22,4
57,212,1,5
77,212,22,6
30,212,6,7
21,212,17,8
23,212,17,9
65,212,15,10
56,212,6,11
44,212,20,12
81,212,15,13
63,212,25,14
71,212,21,15
75,212,20,16
22,212,24,17
15,212,18,18
50,212,25,19
79,212,18,20
64,212,21,21
76,212,24,22
30,213,6,1
35,213,3,2
22,213,24,3
49,213,3,4
14,213,1,5
21,213,17,6
23,213,17,7
55,213,22,8
57,213,1,9
44,213,20,10
25,213,22,11
56,213,6,12
65,213,15,13
50,213,25,14
71,213,21,15
64,213,21,16
63,213,25,17
81,213,15,18
75,213,20,19
15,213,18,20
76,213,24,21
79,213,18,22
30,214,6,1
49,214,3,2
23,214,17,3
35,214,3,4
56,214,6,5
15,214,20,6
25,214,22,7
55,214,22,8
14,214,1,9
57,214,1,10
21,214,17,11
22,214,24,12
75,214,20,13
65,214,15,14
76,214,24,15
64,214,21,16
71,214,21,17
50,214,25,18
63,214,25,19
82,214,15,20
79,214,18,21
58,214,18,22
35,215,3,1
49,215,3,2
57,215,1,3
30,215,6,4
23,215,17,5
14,215,1,6
56,215,6,7
25,215,22,8
65,215,15,9
21,215,17,10
55,215,22,11
71,215,21,12
15,215,20,13
75,215,20,14
76,215,24,15
64,215,21,16
63,215,25,17
79,215,18,18
50,215,25,19
58,215,18,20
22,215,24,21
82,215,15,22
77,216,22,1
21,216,17,2
57,216,1,3
30,216,6,4
49,216,3,5
55,216,22,6
23,216,17,7
14,216,1,8
35,216,3,9
56,216,6,10
15,216,20,11
22,216,24,12
71,216,21,13
65,216,15,14
76,216,24,15
64,216,21,16
75,216,20,17
82,216,15,18
63,216,25,19
50,216,25,20
58,216,18,21
79,216,18,22
35,224,3,1
71,224,3,2
56,224,6,3
30,224,6,4
57,224,1,5
55,224,22,6
77,224,22,7
22,224,17,8
49,224,15,9
63,224,25,10
44,224,27,11
50,224,29,12
14,224,1,13
65,224,15,14
79,224,25,15
21,224,18,16
83,224,18,17
73,224,29,18
84,224,17,19
64,224,27,20
71,225,3,1
22,225,17,2
35,225,3,3
30,225,6,4
55,225,22,5
84,225,17,6
57,225,1,7
77,225,22,8
49,225,15,9
56,225,6,10
63,225,25,11
65,225,15,12
50,225,29,13
14,225,1,14
44,225,27,15
79,225,25,16
73,225,29,17
83,225,18,18
69,225,28,19
85,225,28,20
58,225,18,21
64,225,27,22
71,226,3,1
30,226,6,2
35,226,3,3
55,226,22,4
77,226,22,5
22,226,17,6
50,226,29,7
57,226,1,8
14,226,1,9
56,226,6,10
49,226,15,11
44,226,27,12
79,226,25,13
58,226,18,14
84,226,17,15
63,226,25,16
65,226,15,17
64,226,27,18
83,226,18,19
73,226,29,20
69,226,28,21
85,226,28,22
71,227,3,1
35,227,3,2
30,227,6,3
55,227,22,4
22,227,17,5
14,227,1,6
56,227,6,7
77,227,22,8
57,227,1,9
49,227,15,10
84,227,17,11
65,227,15,12
50,227,29,13
63,227,25,14
44,227,27,15
79,227,25,16
64,227,27,17
21,227,18,18
83,227,18,19
73,227,29,20
30,228,6,1
71,228,3,2
35,228,3,3
14,228,1,4
55,228,22,5
56,228,6,6
77,228,22,7
63,228,25,8
22,228,17,9
49,228,15,10
57,228,1,11
44,228,27,13
50,228,29,14
65,228,15,15
79,228,25,16
64,228,27,17
83,228,18,18
21,228,18,19
73,228,29,20
69,228,28,21
30,229,6,1
71,229,3,2
55,229,22,3
77,229,22,4
14,229,1,5
22,229,17,6
56,229,6,7
57,229,1,8
49,229,15,9
35,229,3,10
63,229,25,11
50,229,29,12
65,229,15,13
44,229,27,14
79,229,25,15
84,229,17,16
64,229,27,17
21,229,18,18
83,229,18,19
73,229,29,20
69,229,28,21
85,229,28,22
71,230,3,1
35,230,3,2
30,230,6,3
55,230,22,4
77,230,22,5
56,230,6,6
22,230,17,7
44,230,27,8
65,230,15,9
57,230,1,10
49,230,15,11
63,230,25,12
50,230,29,13
14,230,1,14
84,230,17,15
79,230,25,16
64,230,27,17
83,230,18,18
21,230,18,19
73,230,29,20
71,240,3,1
30,240,22,2
14,240,3,3
65,240,22,4
77,240,6,5
55,240,6,6
57,240,1,7
56,240,17,8
87,240,1,9
44,240,27,10
79,240,25,11
63,240,25,12
81,240,29,13
49,240,15,14
88,240,27,15
22,240,17,16
94,240,18,17
69,240,18,18
91,240,15,19
92,240,30,20
89,240,29,21
85,240,30,22
90,240,28,23
50,240,31,24
64,240,28,25
93,240,31,26
14,241,3,1
71,241,3,2
30,241,22,3
56,241,17,4
57,241,1,5
55,241,6,6
63,241,25,7
77,241,6,8
49,241,15,9
22,241,17,10
65,241,22,11
81,241,29,12
69,241,18,13
50,241,31,14
79,241,25,15
94,241,18,16
87,241,1,17
44,241,27,18
88,241,27,19
93,241,31,20
91,241,15,21
85,241,30,22
92,241,30,23
90,241,28,24
64,241,28,25
89,241,29,26
30,242,22,1
77,242,6,2
14,242,3,3
71,242,3,4
55,242,6,5
57,242,1,6
56,242,17,7
65,242,22,8
95,242,1,9
22,242,17,10
81,242,29,11
44,242,27,12
63,242,25,13
49,242,15,14
79,242,25,15
88,242,27,16
50,242,31,17
94,242,18,18
89,242,29,19
69,242,18,20
91,242,15,21
92,242,30,22
93,242,31,23
85,242,30,24
90,242,28,25
64,242,28,26
30,243,22,1
55,243,6,2
77,243,6,3
14,243,3,4
71,243,3,5
56,243,17,6
65,243,22,7
22,243,17,8
57,243,1,9
95,243,1,10
84,243,27,11
49,243,15,12
63,243,25,13
81,243,29,14
44,243,27,15
50,243,31,16
79,243,25,17
89,243,29,18
94,243,18,19
91,243,15,20
69,243,18,21
93,243,31,22
85,243,30,23
92,243,30,24
90,243,28,25
64,243,28,26
71,244,3,1
30,244,22,2
14,244,3,3
77,244,6,4
55,244,6,5
57,244,1,6
65,244,22,7
84,244,27,8
56,244,17,9
87,244,1,10
22,244,17,11
44,244,27,12
81,244,29,13
49,244,15,14
79,244,25,15
69,244,18,16
63,244,25,17
94,244,18,18
96,244,15,19
93,244,31,20
92,244,30,21
64,244,28,22
50,244,31,23
90,244,28,24
85,244,30,25
89,244,29,26
30,245,22,1
71,245,3,2
14,245,3,3
77,245,6,4
55,245,6,5
65,245,22,6
57,245,1,7
56,245,17,8
22,245,17,9
87,245,1,10
44,245,27,11
49,245,15,12
81,245,29,13
84,245,27,14
63,245,25,15
79,245,25,16
94,245,18,17
96,245,15,18
69,245,18,19
92,245,30,20
85,245,30,21
89,245,29,22
90,245,28,23
64,245,28,24
71,246,3,1
30,246,22,2
14,246,3,3
55,246,6,4
22,246,17,5
44,246,27,6
77,246,6,7
57,246,1,8
84,246,27,9
65,246,22,10
56,246,17,11
49,246,15,12
87,246,1,13
63,246,25,14
96,246,15,15
81,246,29,16
69,246,18,17
89,246,29,18
79,246,25,19
94,246,18,20
85,246,30,21
92,246,30,22
64,246,28,23
90,246,28,24
71,247,3,1
30,247,22,2
14,247,3,3
77,247,6,4
65,247,22,5
55,247,6,6
56,247,17,7
57,247,1,8
22,247,17,9
87,247,1,10
84,247,27,11
49,247,15,12
44,247,27,13
79,247,25,14
94,247,18,15
96,247,15,16
97,247,29,17
69,247,18,18
89,247,29,19
64,247,28,20
92,247,30,21
90,247,28,22
63,247,25,23
85,247,30,24
71,248,3,1
30,248,22,2
14,248,3,3
77,248,6,4
22,248,17,5
56,248,17,6
57,248,1,7
87,248,1,8
65,248,22,9
55,248,6,10
49,248,15,11
44,248,27,12
63,248,25,13
96,248,15,14
97,248,29,15
69,248,18,16
79,248,25,17
88,248,27,18
89,248,29,19
94,248,18,20
64,248,28,21
90,248,28,22
85,248,30,23
86,248,30,24
71,249,3,1
14,249,3,2
30,249,22,3
77,249,6,4
57,249,1,5
55,249,6,6
56,249,17,7
84,249,27,8
65,249,22,9
44,249,27,10
49,249,15,11
69,249,18,12
87,249,1,13
22,249,17,14
83,249,18,15
63,249,25,16
79,249,25,17
89,249,29,18
96,249,15,19
97,249,29,20
90,249,28,21
85,249,30,22
64,249,28,23
86,249,30,24
77,250,6,1
55,250,6,2
57,250,1,3
65,250,22,4
14,250,3,5
87,250,1,6
56,250,17,7
71,250,3,8
44,250,27,9
49,250,15,10
63,250,25,11
22,250,17,12
84,250,27,13
96,250,15,14
79,250,25,15
30,250,22,16
83,250,18,17
89,250,29,18
69,250,18,19
97,250,29,20
85,250,30,21
90,250,28,22
86,250,30,23
64,250,28,24
14,251,3,1
30,251,22,2
77,251,6,3
71,251,3,4
55,251,6,5
22,251,17,6
57,251,1,7
65,251,22,8
87,251,1,9
49,251,15,10
84,251,27,11
56,251,17,12
44,251,27,13
96,251,15,14
97,251,29,15
63,251,25,16
79,251,25,17
69,251,18,18
83,251,18,19
89,251,29,20
85,251,30,21
90,251,28,22
64,251,28,23
86,251,30,24
14,252,3,1
71,252,3,2
30,252,22,3
77,252,6,4
49,252,15,5
65,252,22,6
55,252,6,7
22,252,17,8
84,252,27,9
56,252,17,10
44,252,27,11
87,252,1,12
57,252,1,13
96,252,15,14
63,252,25,15
79,252,25,16
83,252,18,17
69,252,18,18
89,252,29,19
97,252,29,20
85,252,30,21
64,252,28,22
90,252,28,23
98,252,30,24
14,253,3,1
71,253,3,2
30,253,22,3
77,253,6,4
56,253,17,5
55,253,6,6
65,253,22,7
49,253,15,8
57,253,1,9
87,253,1,10
22,253,17,11
84,253,27,12
96,253,15,13
44,253,27,14
63,253,25,15
83,253,18,16
97,253,29,17
69,253,18,18
99,253,25,19
85,253,30,20
89,253,29,21
64,253,28,22
90,253,28,23
98,253,30,24
14,254,3,1
71,254,3,2
30,254,22,3
55,254,6,4
77,254,6,5
56,254,17,6
65,254,22,7
49,254,15,8
44,254,27,9
87,254,1,10
22,254,17,11
76,254,1,12
88,254,27,13
83,254,18,14
96,254,15,15
69,254,18,16
79,254,25,17
63,254,25,18
81,254,29,19
89,254,29,20
64,254,28,21
90,254,28,22
85,254,30,23
92,254,30,24
30,255,22,1
55,255,6,2
57,255,1,3
71,255,3,4
77,255,6,5
14,255,3,6
56,255,17,7
49,255,15,8
65,255,22,9
22,255,17,10
44,255,27,11
63,255,25,12
88,255,27,13
79,255,25,14
81,255,29,15
91,255,15,16
83,255,18,17
69,255,18,18
89,255,29,19
85,255,30,20
64,255,28,21
90,255,28,22
92,255,30,23
87,255,1,24
71,256,3,1
14,256,3,2
30,256,22,3
77,256,6,4
55,256,6,5
49,256,15,6
22,256,17,7
65,256,22,8
56,256,17,9
87,256,1,10
84,256,27,11
44,256,27,12
81,256,29,13
63,256,25,14
69,256,18,15
79,256,25,16
83,256,18,17
91,256,15,18
89,256,29,19
90,256,28,20
64,256,28,21
85,256,30,22
92,256,30,23
57,256,1,24
102,257,3,1
30,257,22,2
55,257,6,3
71,257,3,4
49,257,15,5
81,257,29,6
91,257,15,7
57,257,1,8
50,257,22,9
79,257,25,10
104,257,29,11
87,257,25,12
100,257,33,13
22,257,17,14
94,257,18,15
56,257,17,16
77,257,6,17
84,257,1,18
44,257,27,19
103,257,27,20
65,257,32,21
105,257,18,22
106,257,33,23
83,257,32,24
92,257,30,25
101,257,31,26
102,258,3,1
30,258,22,2
71,258,3,3
57,258,1,4
77,258,6,5
84,258,1,6
78,258,6,7
22,258,17,8
104,258,29,9
50,258,22,10
49,258,15,11
87,258,25,12
81,258,29,13
79,258,25,14
105,258,18,15
100,258,33,16
94,258,18,17
103,258,27,18
91,258,15,19
88,258,17,20
106,258,33,21
44,258,27,22
65,258,32,23
83,258,32,24
101,258,31,25
107,258,31,26
102,259,3,1
30,259,22,2
77,259,6,3
71,259,3,4
109,259,22,5
78,259,6,6
49,259,15,7
57,259,1,8
79,259,25,9
91,259,15,10
81,259,29,11
87,259,25,12
84,259,1,13
94,259,18,14
105,259,18,15
104,259,29,16
103,259,27,17
100,259,33,18
44,259,27,19
65,259,32,20
110,259,17,21
83,259,32,22
106,259,33,23
101,259,31,24
92,259,30,25
107,259,31,26
108,259,30,27
22,259,17,28
30,261,22,1
71,261,3,2
57,261,1,3
109,261,22,4
22,261,17,5
55,261,6,6
77,261,6,7
84,261,1,8
14,261,3,9
79,261,25,10
87,261,25,11
49,261,15,12
56,261,17,13
105,261,18,14
81,261,29,15
100,261,33,16
106,261,33,17
94,261,18,18
44,261,27,19
103,261,27,20
104,261,29,21
65,261,32,22
70,261,32,23
101,261,31,24
92,261,30,25
108,261,30,26
30,262,22,1
55,262,6,2
77,262,6,3
71,262,3,4
14,262,3,5
22,262,17,6
57,262,1,7
56,262,17,8
79,262,25,9
49,262,15,10
81,262,29,11
84,262,1,12
87,262,25,13
110,262,15,14
94,262,18,15
104,262,29,16
65,262,32,17
105,262,18,18
44,262,27,19
109,262,22,20
100,262,33,21
106,262,33,22
70,262,32,23
103,262,27,24
101,262,31,25
92,262,30,26
71,263,3,1
95,263,3,2
30,263,22,3
55,263,6,4
77,263,6,5
56,263,17,6
22,263,17,7
50,263,22,8
57,263,1,9
49,263,15,10
110,263,15,11
84,263,1,12
44,263,27,13
79,263,25,14
103,263,27,15
94,263,18,16
87,263,25,17
104,263,29,18
65,263,32,19
100,263,33,20
105,263,18,21
81,263,29,22
70,263,32,23
101,263,31,24
106,263,33,25
111,263,31,26
71,264,3,1
30,264,22,2
77,264,6,3
55,264,6,4
57,264,1,5
22,264,17,6
14,264,3,7
79,264,25,8
84,264,1,9
50,264,22,10
87,264,25,11
56,264,17,12
49,264,15,13
94,264,18,14
44,264,27,15
81,264,29,16
105,264,18,17
110,264,15,18
70,264,32,19
104,264,29,20
65,264,32,21
100,264,33,22
103,264,27,23
106,264,33,24
101,264,31,25
111,264,31,26
77,265,6,1
55,265,6,2
71,265,3,3
30,265,22,4
79,265,25,5
14,265,3,6
87,265,25,7
57,265,1,8
49,265,15,9
56,265,17,10
22,265,17,11
44,265,27,12
84,265,1,13
103,265,27,14
65,265,32,15
81,265,29,16
104,265,29,17
110,265,15,18
50,265,22,19
94,265,18,20
70,265,32,21
100,265,33,22
105,265,18,23
106,265,33,24
101,265,31,25
111,265,31,26
30,266,22,1
71,266,3,2
14,266,3,3
77,266,6,4
79,266,25,5
84,266,1,6
56,266,17,7
49,266,15,8
44,266,27,9
22,266,17,10
87,266,25,11
50,266,22,12
55,266,6,13
112,266,1,14
94,266,18,15
104,266,29,16
110,266,15,17
103,266,27,18
81,266,29,19
105,266,18,20
100,266,33,21
70,266,32,22
101,266,31,23
65,266,32,24
106,266,33,25
111,266,31,26
22,267,17,1
30,267,22,2
71,267,3,3
56,267,17,4
55,267,6,5
50,267,22,6
14,267,3,7
57,267,1,8
49,267,15,9
94,267,18,10
77,267,6,11
87,267,25,12
84,267,1,13
81,267,29,14
110,267,15,15
103,267,27,16
44,267,27,17
105,267,18,18
112,267,33,19
65,267,32,20
101,267,31,21
100,267,33,22
79,267,25,23
104,267,29,24
111,267,31,25
113,267,32,26
55,268,6,1
77,268,6,2
71,268,3,3
65,268,32,4
14,268,3,5
44,268,27,6
57,268,1,7
110,268,15,8
56,268,17,9
50,268,22,10
49,268,15,11
103,268,27,12
70,268,32,13
79,268,25,14
84,268,1,15
22,268,17,16
81,268,29,17
94,268,18,18
104,268,29,19
109,268,22,20
87,268,25,21
105,268,18,22
114,268,33,23
100,268,33,24
111,268,31,25
101,268,31,26
77,269,6,1
71,269,3,2
14,269,3,3
57,269,1,4
55,269,6,5
79,269,25,6
84,269,1,7
22,269,17,8
49,269,15,9
50,269,22,10
104,269,29,11
87,269,25,12
56,269,17,13
109,269,22,14
44,269,27,15
81,269,29,16
110,269,15,17
94,269,18,18
105,269,18,19
65,269,32,20
103,269,27,21
100,269,33,22
114,269,33,23
101,269,31,24
113,269,32,25
111,269,31,26
30,270,22,1
71,270,3,2
95,270,3,3
49,270,15,4
22,270,17,5
77,270,6,6
65,270,27,7
81,270,29,8
57,270,1,9
56,270,17,10
44,270,27,11
50,270,22,12
79,270,25,13
87,270,25,14
84,270,1,15
55,270,6,16
94,270,18,17
110,270,15,18
104,270,29,19
105,270,18,20
70,270,32,21
103,270,32,22
100,270,33,23
115,270,33,24
101,270,31,25
93,270,31,26
30,271,22,1
71,271,3,2
49,271,15,3
95,271,3,4
65,271,22,5
56,271,17,6
55,271,6,7
57,271,1,8
84,271,1,9
22,271,17,10
77,271,6,11
81,271,29,12
87,271,25,13
79,271,25,14
109,271,15,15
94,271,18,16
70,271,32,17
104,271,29,18
44,271,27,19
116,271,27,20
105,271,18,21
100,271,33,22
115,271,33,23
101,271,31,24
63,271,32,25
89,271,31,26
95,272,3,1
30,272,22,2
71,272,3,3
57,272,1,4
22,272,17,5
56,272,17,6
65,272,22,7
55,272,6,8
84,272,1,9
49,272,15,10
77,272,6,11
44,272,27,12
87,272,25,13
70,272,32,14
79,272,25,15
105,272,18,16
109,272,15,17
94,272,18,18
104,272,29,19
116,272,27,20
81,272,29,21
63,272,32,22
115,272,33,23
101,272,31,24
98,272,33,25
93,272,31,26
18,1,23,1
22,1,23,2
20,1,9,3
9,1,2,4
3,1,3,5
10,1,7,6
13,1,6,7
15,1,7,8
8,1,6,9
17,1,9,10
2,1,2,11
4,1,4,12
6,1,3,13
5,1,1,14
1,1,1,15
67,1,5,16
12,1,4,17
21,1,10,18
16,1,10,19
7,1,5,20
18,2,23,1
15,2,7,2
20,2,9,3
22,2,23,4
10,2,7,5
3,2,3,6
17,2,9,7
9,2,2,8
8,2,6,9
4,2,4,10
2,2,2,11
6,2,3,12
1,2,1,13
5,2,1,14
7,2,5,15
13,2,6,16
12,2,4,17
21,2,10,18
16,2,10,19
67,2,5,20
20,3,9,1
4,3,4,2
17,3,9,3
22,3,23,4
18,3,23,5
15,3,7,6
3,3,3,7
8,3,6,8
1,3,1,9
67,3,5,10
2,3,2,11
5,3,1,12
13,3,6,13
10,3,7,14
6,3,3,15
7,3,5,16
12,3,4,17
9,3,2,18
16,3,10,19
21,3,10,20
15,4,7,1
10,4,7,2
20,4,9,3
18,4,23,4
1,4,1,5
22,4,23,6
4,4,4,7
13,4,6,8
3,4,3,9
8,4,6,10
5,4,1,11
6,4,3,12
9,4,2,13
2,4,2,14
12,4,4,15
16,4,10,16
67,4,5,17
21,4,10,18
17,4,9,19
7,4,5,20
18,5,23,1
20,5,9,2
22,5,23,3
13,5,6,4
17,5,9,5
10,5,7,6
15,5,7,7
4,5,4,8
3,5,3,9
9,5,2,10
6,5,3,11
12,5,4,12
2,5,2,13
1,5,1,14
67,5,5,15
8,5,6,16
7,5,5,17
5,5,1,18
16,5,10,19
21,5,10,20
18,6,23,1
8,6,6,2
22,6,23,3
20,6,9,4
13,6,6,5
3,6,3,6
5,6,1,7
17,6,9,8
4,6,4,9
6,6,3,10
67,6,5,11
12,6,4,12
21,6,10,13
7,6,5,14
16,6,10,15
1,6,1,16
2,6,2,17
9,6,2,18
15,6,7,19
10,6,7,20
20,7,9,1
18,7,23,2
22,7,23,3
17,7,9,4
15,7,7,5
8,7,6,6
13,7,6,7
4,7,4,8
3,7,3,9
9,7,2,10
2,7,2,11
6,7,3,12
10,7,7,13
5,7,1,14
16,7,10,15
1,7,1,16
12,7,4,17
67,7,5,18
21,7,10,19
7,7,5,20
20,8,9,1
22,8,23,2
17,8,9,3
15,8,7,4
6,8,3,5
18,8,23,6
3,8,3,7
10,8,7,8
8,8,6,9
4,8,4,10
13,8,6,11
9,8,2,12
5,8,1,13
12,8,4,14
2,8,2,15
21,8,10,16
7,8,5,17
16,8,10,18
1,8,1,19
67,8,5,20
17,9,9,1
22,9,23,2
18,9,23,3
20,9,9,4
1,9,1,5
5,9,1,6
16,9,10,7
13,9,6,8
8,9,6,9
12,9,4,10
2,9,2,11
4,9,4,12
6,9,3,13
15,9,7,14
3,9,3,15
9,9,2,16
67,9,5,17
21,9,10,18
10,9,7,19
7,9,5,20
4,10,4,1
20,10,9,2
17,10,9,3
1,10,1,4
3,10,3,5
5,10,1,6
8,10,6,7
18,10,23,8
6,10,3,9
13,10,6,10
67,10,5,11
15,10,7,12
22,10,23,13
10,10,7,14
12,10,4,15
2,10,2,16
21,10,10,17
16,10,10,18
9,10,2,19
153,10,5,20
1,11,1,1
5,11,1,2
22,11,23,3
20,11,9,4
18,11,23,5
8,11,6,6
3,11,3,7
4,11,4,8
17,11,9,9
9,11,2,10
2,11,2,11
16,11,10,12
10,11,7,13
154,11,4,14
67,11,5,15
21,11,10,16
6,11,3,17
15,11,7,18
153,11,5,19
69,11,6,20
21,12,10,1
15,12,7,2
2,12,2,3
22,12,23,4
9,12,2,5
8,12,6,6
10,12,7,7
20,12,9,8
17,12,9,9
3,12,3,10
16,12,10,11
1,12,1,12
4,12,4,13
18,12,23,14
5,12,1,15
67,12,5,16
153,12,5,17
6,12,3,18
154,12,4,19
69,12,6,20
1,13,1,1
16,13,10,2
8,13,6,3
5,13,1,4
22,13,23,5
18,13,23,6
24,13,10,7
4,13,4,8
20,13,9,9
17,13,9,10
15,13,7,11
154,13,4,12
9,13,2,13
21,13,6,14
2,13,2,15
10,13,7,16
6,13,3,17
3,13,3,18
67,13,5,19
153,13,5,20
1,14,1,1
20,14,9,2
3,14,3,3
17,14,9,4
22,14,23,5
4,14,4,6
10,14,7,7
2,14,2,8
9,14,2,9
5,14,1,10
6,14,3,11
18,14,23,12
8,14,6,13
67,14,5,14
15,14,7,15
16,14,10,16
153,14,5,17
21,14,6,18
154,14,4,19
24,14,10,20
20,15,9,1
15,15,7,2
1,15,1,3
16,15,10,4
22,15,23,5
2,15,2,6
18,15,23,7
8,15,6,8
5,15,1,9
67,15,5,10
3,15,3,11
4,15,4,12
9,15,2,13
10,15,7,14
153,15,5,15
21,15,6,16
6,15,3,17
154,15,4,18
24,15,10,19
17,15,9,20
22,16,23,1
17,16,9,2
16,16,10,3
15,16,7,4
8,16,6,5
67,16,5,6
3,16,3,7
9,16,2,8
6,16,3,9
4,16,4,10
155,16,7,11
153,16,5,12
154,16,4,13
18,16,23,14
24,16,10,15
20,16,9,16
5,16,1,17
1,16,1,18
2,16,2,19
21,16,6,20
1,17,1,1
20,17,9,2
17,17,9,3
22,17,23,4
18,17,23,5
15,17,7,6
9,17,2,7
2,17,2,8
3,17,3,9
67,17,5,10
8,17,6,11
155,17,7,12
5,17,1,13
6,17,3,14
153,17,5,15
4,17,4,16
24,17,10,17
16,17,10,18
154,17,4,19
21,17,6,20
20,337,9,1
13,337,6,2
4,337,6,3
1,337,1,4
3,337,131,5
17,337,9,6
30,337,131,7
18,337,1,8
9,337,4,9
16,337,10,10
22,337,3,11
24,337,10,12
807,337,3,13
37,337,15,14
67,337,5,15
155,337,15,16
808,337,4,17
153,337,5,18
10,337,166,19
15,337,205,20
5,337,205,21
810,337,166,22
811,337,164,23
812,337,164,24
20,338,9,1
17,338,9,2
4,338,6,3
18,338,1,4
13,338,6,5
3,338,131,6
30,338,131,7
22,338,3,8
9,338,4,9
16,338,10,10
1,338,1,11
67,338,5,12
24,338,10,13
37,338,15,14
807,338,3,15
155,338,15,16
153,338,5,17
808,338,4,18
5,338,205,19
15,338,205,20
10,338,166,21
810,338,166,22
811,338,164,23
812,338,164,24
17,339,9,1
3,339,131,2
20,339,9,3
16,339,10,4
807,339,3,5
9,339,4,6
22,339,3,7
30,339,131,8
155,339,15,9
24,339,10,10
808,339,4,11
37,339,15,12
67,339,5,13
153,339,5,14
5,339,205,15
10,339,166,16
18,339,1,17
15,339,205,18
4,339,6,19
1,339,1,20
13,339,6,21
812,339,164,22
811,339,164,23
810,339,166,24
20,340,9,1
17,340,9,2
4,340,6,3
3,340,131,4
18,340,1,5
1,340,1,6
13,340,6,7
9,340,4,8
30,340,131,9
16,340,10,10
22,340,3,11
153,340,5,12
67,340,5,13
808,340,4,14
155,340,15,15
807,340,3,16
37,340,15,17
24,340,10,18
10,340,166,19
15,340,205,20
5,340,205,21
810,340,166,22
811,340,164,23
812,340,164,24
17,341,9,1
20,341,9,2
1,341,1,3
4,341,6,4
18,341,1,5
30,341,131,6
9,341,4,7
3,341,131,8
13,341,6,9
155,341,15,10
16,341,10,11
37,341,15,12
807,341,3,13
808,341,4,14
67,341,5,15
153,341,5,16
24,341,10,17
22,341,3,18
15,341,205,19
5,341,205,20
10,341,166,21
810,341,166,22
812,341,164,23
811,341,164,24
17,342,9,1
9,342,4,2
20,342,9,3
13,342,6,4
1,342,1,5
3,342,131,6
30,342,131,7
18,342,1,8
22,342,3,9
24,342,10,10
807,342,3,11
16,342,10,12
67,342,5,13
808,342,4,14
37,342,15,15
155,342,15,16
153,342,5,17
5,342,205,18
15,342,205,19
10,342,166,20
810,342,166,21
811,342,164,22
812,342,164,23
4,342,6,24
17,343,9,1
1,343,1,2
20,343,9,3
18,343,1,4
30,343,131,5
3,343,131,6
9,343,4,7
13,343,6,8
808,343,4,9
155,343,15,10
16,343,10,11
4,343,6,12
37,343,15,13
67,343,5,14
22,343,3,15
153,343,5,16
807,343,3,17
24,343,10,18
15,343,205,19
5,343,205,20
10,343,166,21
811,343,164,22
810,343,166,23
812,343,164,24
1,344,1,1
17,344,9,2
